JOAQUIM GOMES-AL,,,,,AL,,,,,"474,15",,,,,,,,,-,,,,,,"474,15",,,,,,,,"2.159,94",,,,,,,,,,
JUNDIA-AL,,,,,AL,,,,,"379,32",,,,,,,,,-,,,,,,"379,32",,,,,,,,"1.727,95",,,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,,"493,12",,,,,,,,,-,,,,,,"493,12",,,,,,,,"2.246,35",,,,,,,,,,
MACEIO-AL,,,,,AL,,,,,"22.806,74",,,,,,,,,"10.916,22",,,,,,"33.722,96",,,,,,,,"182.389,09",,,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,,"455,19",,,,,,,,,-,,,,,,"455,19",,,,,,,,"2.073,55",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,,"48.496,73",,,,,,,,,"24.582,19",,,,,,"73.078,92",,,,,,,,"349.599,51",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,,"493,12",,,,,,,,,-,,,,,,"493,12",,,,,,,,"2.246,35",,,,,,,,,,
MESSIAS-AL,,,,,AL,,,,,"398,29",,,,,,,,,-,,,,,,"398,29",,,,,,,,"1.814,35",,,,,,,,,,
MURICI-AL,,,,,AL,,,,,"493,12",,,,,,,,,-,,,,,,"493,12",,,,,,,,"2.246,35",,,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,,"398,29",,,,,,,,,-,,,,,,"398,29",,,,,,,,"1.814,35",,,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,,"379,32",,,,,,,,,-,,,,,,"379,32",,,,,,,,"1.727,95",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,,"417,26",,,,,,,,,-,,,,,,"417,26",,,,,,,,"1.900,76",,,,,,,,,,
PENEDO-AL,,,,,AL,,,,,"606,92",,,,,,,,,-,,,,,,"606,92",,,,,,,,"2.764,73",,,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,,"436,22",,,,,,,,,-,,,,,,"436,22",,,,,,,,"1.987,15",,,,,,,,,,
PILAR-AL,,,,,AL,,,,,"79.301,99",,,,,,,,,"38.349,83",,,,,,"117.651,82",,,,,,,,"654.623,78",,,,,,,,,,
PINDOBA-AL,,,,,AL,,,,,"379,32",,,,,,,,,-,,,,,,"379,32",,,,,,,,"1.727,95",,,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,,"512,09",,,,,,,,,-,,,,,,"512,09",,,,,,,,"2.332,76",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,,"398,29",,,,,,,,,-,,,,,,"398,29",,,,,,,,"1.814,35",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,,"455,19",,,,,,,,,-,,,,,,"455,19",,,,,,,,"2.073,55",,,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,,"1.537,18",,,,,,,,,"587,79",,,,,,"2.124,97",,,,,,,,"10.623,05",,,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,,"682,59",,,,,,,,,"195,61",,,,,,"878,20",,,,,,,,"4.252,67",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,,"19.693,16",,,,,,,,,-,,,,,,"19.693,16",,,,,,,,"102.138,71",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,,"417,26",,,,,,,,,-,,,,,,"417,26",,,,,,,,"1.900,76",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,,"493,12",,,,,,,,,-,,,,,,"493,12",,,,,,,,"2.246,35",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,,"531,05",,,,,,,,,-,,,,,,"531,05",,,,,,,,"2.419,14",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,,"64.036,64",,,,,,,,,"24.175,47",,,,,,"88.212,11",,,,,,,,"431.071,84",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,,"379,32",,,,,,,,,-,,,,,,"379,32",,,,,,,,"1.727,95",,,,,,,,,,
SATUBA-AL,,,,,AL,,,,,"5.226,06",,,,,,,,,"3.113,91",,,,,,"8.339,97",,,,,,,,"28.734,46",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,,"550,02",,,,,,,,,-,,,,,,"550,02",,,,,,,,"2.505,54",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,,"606,92",,,,,,,,,-,,,,,,"606,92",,,,,,,,"2.764,73",,,,,,,,,,
VICOSA-AL,,,,,AL,,,,,"512,09",,,,,,,,,-,,,,,,"512,09",,,,,,,,"2.332,76",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,,-,,,,,,,,,"13.257,91",,,,,,"13.257,91",,,,,,,,"111.800,67",,,,,,,,,,
COARI-AM,,,,,AM,,,,,"765.935,56",,,,,,,,,"685.600,34",,,,,,"1.451.535,90",,,,,,,,"7.256.404,41",,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,,-,,,,,,,,,"13.257,91",,,,,,"13.257,91",,,,,,,,"111.800,67",,,,,,,,,,
MANAUS-AM,,,,,AM,,,,,"19.313,84",,,,,,,,,"39.773,74",,,,,,"59.087,58",,,,,,,,"197.624,14",,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
AIQUARA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,,"118.914,31",,,,,,,,,"61.746,10",,,,,,"180.660,41",,,,,,,,"979.082,74",,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,,"36,20",,,,,,,,,-,,,,,,"36,20",,,,,,,,"187,20",,,,,,,,,,
ANAGE-BA,,,,,BA,,,,,"43,16",,,,,,,,,-,,,,,,"43,16",,,,,,,,"223,20",,,,,,,,,,
ANGUERA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ANTAS-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
APORA-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
APUAREMA-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
ARACAS-BA,,,,,BA,,,,,"46.300,43",,,,,,,,,"15.809,70",,,,,,"62.110,13",,,,,,,,"325.115,51",,,,,,,,,,
ARACI-BA,,,,,BA,,,,,"44,55",,,,,,,,,-,,,,,,"44,55",,,,,,,,"230,41",,,,,,,,,,
ARAMARI-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,,"36,20",,,,,,,,,-,,,,,,"36,20",,,,,,,,"187,20",,,,,,,,,,
BANZAE-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,,"41,77",,,,,,,,,-,,,,,,"41,77",,,,,,,,"216,00",,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
BREJOES-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
CAATIBA-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
CAEM-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
CAETANOS-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
CAMACARI-BA,,,,,BA,,,,,"19.719,48",,,,,,,,,"147,56",,,,,,"19.867,04",,,,,,,,"101.190,46",,,,,,,,,,
CANDEAL-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,,"253.956,32",,,,,,,,,"122.236,44",,,,,,"376.192,76",,,,,,,,"1.865.724,29",,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
CANUDOS-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,,"19.313,84",,,,,,,,,-,,,,,,"19.313,84",,,,,,,,"100.410,76",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,,"43.289,98",,,,,,,,,"15.446,65",,,,,,"58.736,63",,,,,,,,"329.154,47",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
CATU-BA,,,,,BA,,,,,"77.176,81",,,,,,,,,"133.045,02",,,,,,"210.221,83",,,,,,,,"1.057.521,56",,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
CIPO-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,,"44,55",,,,,,,,,-,,,,,,"44,55",,,,,,,,"230,41",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
CONDE-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,,"36,20",,,,,,,,,-,,,,,,"36,20",,,,,,,,"187,20",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,,"44,55",,,,,,,,,-,,,,,,"44,55",,,,,,,,"230,41",,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,,"41,77",,,,,,,,,-,,,,,,"41,77",,,,,,,,"216,00",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,,"133.105,98",,,,,,,,,"73.369,89",,,,,,"206.475,87",,,,,,,,"1.119.449,22",,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,,"169.870,34",,,,,,,,,"97.084,70",,,,,,"266.955,04",,,,,,,,"1.419.648,24",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,,"44,55",,,,,,,,,-,,,,,,"44,55",,,,,,,,"230,41",,,,,,,,,,
FATIMA-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,,"55,69",,,,,,,,,-,,,,,,"55,69",,,,,,,,"288,00",,,,,,,,,,
GAVIAO-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
GLORIA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
IACU-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ICHU-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
IPECAETA-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
IPIRA-BA,,,,,BA,,,,,"45,94",,,,,,,,,-,,,,,,"45,94",,,,,,,,"237,60",,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
IRARA-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
ITABERABA-BA,,,,,BA,,,,,"45,94",,,,,,,,,-,,,,,,"45,94",,,,,,,,"237,60",,,,,,,,,,
ITAGI-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,,"27.919,49",,,,,,,,,"5.466,19",,,,,,"33.385,68",,,,,,,,"166.242,61",,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,,"934,29",,,,,,,,,"1.297,30",,,,,,"2.231,59",,,,,,,,"11.540,84",,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,,"44,55",,,,,,,,,-,,,,,,"44,55",,,,,,,,"230,41",,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
ITATIM-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
ITIUBA-BA,,,,,BA,,,,,"40,37",,,,,,,,,-,,,,,,"40,37",,,,,,,,"208,79",,,,,,,,,,
JACOBINA-BA,,,,,BA,,,,,"50,12",,,,,,,,,-,,,,,,"50,12",,,,,,,,"259,21",,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,"43,16",,,,,,,,,-,,,,,,"43,16",,,,,,,,"223,20",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
JEQUIE-BA,,,,,BA,,,,,"55,69",,,,,,,,,-,,,,,,"55,69",,,,,,,,"288,00",,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,,"40,37",,,,,,,,,-,,,,,,"40,37",,,,,,,,"208,79",,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
JITAUNA-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
LAJE-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
LAMARAO-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,"51,51",,,,,,,,,-,,,,,,"51,51",,,,,,,,"266,39",,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
MACARANI-BA,,,,,BA,,,,,"33,41",,,,,,,,,-,,,,,,"33,41",,,,,,,,"172,78",,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,"160.754,07",,,,,,,,,"276.805,59",,,,,,"437.559,66",,,,,,,,"1.978.919,66",,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
MAIRI-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
MARACAS-BA,,,,,BA,,,,,"38,98",,,,,,,,,-,,,,,,"38,98",,,,,,,,"201,60",,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,,"40,37",,,,,,,,,-,,,,,,"40,37",,,,,,,,"208,79",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,,"86.067,46",,,,,,,,,"38.449,03",,,,,,"124.516,49",,,,,,,,"583.562,33",,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,,"40,37",,,,,,,,,-,,,,,,"40,37",,,,,,,,"208,79",,,,,,,,,,
MILAGRES-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
MIRANTE-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,,"44,55",,,,,,,,,-,,,,,,"44,55",,,,,,,,"230,41",,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,,"36,20",,,,,,,,,-,,,,,,"36,20",,,,,,,,"187,20",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
MURITIBA-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,,"34,81",,,,,,,,,-,,,,,,"34,81",,,,,,,,"180,00",,,,,,,,,,
NAZARE-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,,"29,24",,,,,,,,,-,,,,,,"29,24",,,,,,,,"151,21",,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,,"36,20",,,,,,,,,-,,,,,,"36,20",,,,,,,,"187,20",,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
OLINDINA-BA,,,,,BA,,,,,"36,20",,,,,,,,,-,,,,,,"36,20",,,,,,,,"187,20",,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,,"32,02",,,,,,,,,-,,,,,,"32,02",,,,,,,,"165,60",,,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,,"37,59",,,,,,,,,-,,,,,,"37,59",,,,,,,,"194,40",,,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,,"50,12",,,,,,,,,-,,,,,,"50,12",,,,,,,,"259,21",,,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,,"30,63",,,,,,,,,-,,,,,,"30,63",,,,,,,,"158,40",,,,,,,,,,
PEDRAO-BA,,,,,BA,,,,,"27,84",,,,,,,,,-,,,,,,"27,84",,,,,,,,"143,98",,,,,,,,,,
