ANORI-AM,,,,,AM,,,"41.307,09",,,,,,,"2.371,62",,,,,,"43.678,71",,,,,,,,"462.133,53",,,,,,,,,,
AUTAZES-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
BERURI-AM,,,,,AM,,,-,,,,,,,"1.953,31",,,,,,"1.953,31",,,,,,,,"20.235,88",,,,,,,,,,
CAAPIRANGA-AM,,,,,AM,,,"41.307,09",,,,,,,"242,59",,,,,,"41.549,68",,,,,,,,"438.685,77",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
CAREIRO-AM,,,,,AM,,,-,,,,,,,"1.953,31",,,,,,"1.953,31",,,,,,,,"20.235,88",,,,,,,,,,
COARI-AM,,,,,AM,,,"2.435.855,58",,,,,,,"2.183.301,47",,,,,,"4.619.157,05",,,,,,,,"46.127.841,33",,,,,,,,,,
CODAJAS-AM,,,,,AM,,,"41.307,09",,,,,,,"2.555,28",,,,,,"43.862,37",,,,,,,,"459.389,78",,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
ITACOATIARA-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
ITAPIRANGA-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
MANACAPURU-AM,,,,,AM,,,-,,,,,,,"1.953,31",,,,,,"1.953,31",,,,,,,,"20.235,88",,,,,,,,,,
MANAQUIRI-AM,,,,,AM,,,-,,,,,,,"1.953,31",,,,,,"1.953,31",,,,,,,,"20.235,88",,,,,,,,,,
MANAUS-AM,,,,,AM,,,"284.901,62",,,,,,,"181.457,29",,,,,,"466.358,91",,,,,,,,"5.269.094,03",,,,,,,,,,
PARINTINS-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
SILVES-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
TEFE-AM,,,,,AM,,,"131.346,97",,,,,,,"47.284,91",,,,,,"178.631,88",,,,,,,,"2.464.924,61",,,,,,,,,,
URUCARA-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
URUCURITUBA-AM,,,,,AM,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,"3.017.332,53",,,,,,,"2.474.631,72",,,,,,"5.491.964,25",,,,,,,,"56.359.738,28",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
MACAPA-AP,,,,,AP,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
MAZAGAO-AP,,,,,AP,,,-,,,,,,,"5.265,04",,,,,,"5.265,04",,,,,,,,"66.307,96",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,-,,,,,,,"15.795,12",,,,,,"15.795,12",,,,,,,,"198.923,88",,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
AIQUARA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,"285.562,98",,,,,,,"185.611,61",,,,,,"471.174,59",,,,,,,,"5.163.780,86",,,,,,,,,,
ALCOBACA-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
ALMADINA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
ANAGE-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
ANGUERA-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
ANTAS-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
APORA-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
APUAREMA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
ARACAS-BA,,,,,BA,,,"319.558,51",,,,,,,"185.395,44",,,,,,"504.953,95",,,,,,,,"5.979.843,63",,,,,,,,,,
ARACI-BA,,,,,BA,,,"2.066,32",,,,,,,-,,,,,,"2.066,32",,,,,,,,"20.036,29",,,,,,,,,,
ARAMARI-BA,,,,,BA,,,"1.996,43",,,,,,,"268,97",,,,,,"2.265,40",,,,,,,,"24.367,85",,,,,,,,,,
ARATACA-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
AURELINO LEAL-BA,,,,,BA,,,"1.420,59",,,,,,,-,,,,,,"1.420,59",,,,,,,,"13.774,94",,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
BANZAE-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
BARRO PRETO-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
BARROCAS-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
BELMONTE-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
BREJOES-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,BA,,,"1.614,31",,,,,,,-,,,,,,"1.614,31",,,,,,,,"15.653,34",,,,,,,,,,
CAATIBA-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
CAEM-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
CAETANOS-BA,,,,,BA,,,"1.420,59",,,,,,,-,,,,,,"1.420,59",,,,,,,,"13.774,94",,,,,,,,,,
CAIRU-BA,,,,,BA,,,"44.613,70",,,,,,,"510.660,82",,,,,,"555.274,52",,,,,,,,"5.410.258,84",,,,,,,,,,
CAMACAN-BA,,,,,BA,,,"1.808,03",,,,,,,-,,,,,,"1.808,03",,,,,,,,"17.531,76",,,,,,,,,,
CAMACARI-BA,,,,,BA,,,"288.828,70",,,,,,,"151.581,66",,,,,,"440.410,36",,,,,,,,"4.980.675,95",,,,,,,,,,
CAMAMU-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
CANAVIEIRAS-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
CANDEAL-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,"451.749,28",,,,,,,"364.568,62",,,,,,"816.317,90",,,,,,,,"8.399.485,25",,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
CANUDOS-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,"118.731,50",,,,,,,"30.298,68",,,,,,"149.030,18",,,,,,,,"1.272.168,68",,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
CATU-BA,,,,,BA,,,"234.320,48",,,,,,,"117.605,23",,,,,,"351.925,71",,,,,,,,"3.660.099,41",,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,"1.872,60",,,,,,,-,,,,,,"1.872,60",,,,,,,,"18.157,90",,,,,,,,,,
CIPO-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
COARACI-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,"2.130,89",,,,,,,-,,,,,,"2.130,89",,,,,,,,"20.662,43",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,"1.808,03",,,,,,,-,,,,,,"1.808,03",,,,,,,,"17.531,76",,,,,,,,,,
CONDE-BA,,,,,BA,,,"5.429,48",,,,,,,"2.419,01",,,,,,"7.848,49",,,,,,,,"55.820,21",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,"2.130,89",,,,,,,-,,,,,,"2.130,89",,,,,,,,"20.662,43",,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,"1.420,59",,,,,,,-,,,,,,"1.420,59",,,,,,,,"13.774,94",,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,"2.195,46",,,,,,,-,,,,,,"2.195,46",,,,,,,,"21.288,57",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,"226.950,41",,,,,,,"160.910,47",,,,,,"387.860,88",,,,,,,,"4.400.824,21",,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,"375.915,03",,,,,,,"289.530,17",,,,,,"665.445,20",,,,,,,,"7.475.433,17",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,"2.130,89",,,,,,,-,,,,,,"2.130,89",,,,,,,,"20.662,43",,,,,,,,,,
EUNAPOLIS-BA,,,,,BA,,,"423,09",,,,,,,"7,08",,,,,,"430,17",,,,,,,,"2.587.322,76",,,,,,,,,,
FATIMA-BA,,,,,BA,,,"1.549,74",,,,,,,-,,,,,,"1.549,74",,,,,,,,"15.027,21",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,"2.582,90",,,,,,,-,,,,,,"2.582,90",,,,,,,,"25.045,39",,,,,,,,,,
FIRMINO ALVES-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
FLORESTA AZUL-BA,,,,,BA,,,"1.356,02",,,,,,,-,,,,,,"1.356,02",,,,,,,,"13.148,80",,,,,,,,,,
GANDU-BA,,,,,BA,,,"1.808,03",,,,,,,-,,,,,,"1.808,03",,,,,,,,"17.531,76",,,,,,,,,,
GAVIAO-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
GLORIA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
GONGOGI-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,"1.614,31",,,,,,,-,,,,,,"1.614,31",,,,,,,,"15.653,34",,,,,,,,,,
GUARATINGA-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,"1.420,59",,,,,,,-,,,,,,"1.420,59",,,,,,,,"13.774,94",,,,,,,,,,
IACU-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
IBICARAI-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
IBICUI-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,BA,,,"1.678,88",,,,,,,-,,,,,,"1.678,88",,,,,,,,"16.279,49",,,,,,,,,,
IBIRAPUA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
IBIRATAIA-BA,,,,,BA,,,"1.614,31",,,,,,,-,,,,,,"1.614,31",,,,,,,,"15.653,34",,,,,,,,,,
ICHU-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
IGRAPIUNA-BA,,,,,BA,,,"1.420,59",,,,,,,-,,,,,,"1.420,59",,,,,,,,"13.774,94",,,,,,,,,,
IGUAI-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
ILHEUS-BA,,,,,BA,,,"2.582,90",,,,,,,-,,,,,,"2.582,90",,,,,,,,"25.045,39",,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,"2.560,42",,,,,,,"317,86",,,,,,"2.878,28",,,,,,,,"31.478,93",,,,,,,,,,
IPECAETA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
IPIAU-BA,,,,,BA,,,"2.001,74",,,,,,,-,,,,,,"2.001,74",,,,,,,,"19.410,15",,,,,,,,,,
IPIRA-BA,,,,,BA,,,"2.130,89",,,,,,,-,,,,,,"2.130,89",,,,,,,,"20.662,43",,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,"1.291,45",,,,,,,-,,,,,,"1.291,45",,,,,,,,"12.522,67",,,,,,,,,,
IRARA-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
ITABELA-BA,,,,,BA,,,"1.808,03",,,,,,,-,,,,,,"1.808,03",,,,,,,,"17.531,76",,,,,,,,,,
ITABERABA-BA,,,,,BA,,,"2.130,89",,,,,,,-,,,,,,"2.130,89",,,,,,,,"20.662,43",,,,,,,,,,
ITABUNA-BA,,,,,BA,,,"616,81",,,,,,,"1,55",,,,,,"618,36",,,,,,,,"2.545.949,83",,,,,,,,,,
ITACARE-BA,,,,,BA,,,"1.743,45",,,,,,,-,,,,,,"1.743,45",,,,,,,,"16.905,61",,,,,,,,,,
ITAGI-BA,,,,,BA,,,"1.420,59",,,,,,,-,,,,,,"1.420,59",,,,,,,,"13.774,94",,,,,,,,,,
ITAGIBA-BA,,,,,BA,,,"1.485,16",,,,,,,-,,,,,,"1.485,16",,,,,,,,"14.401,07",,,,,,,,,,
