ALCOBACA-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"376.988,49",,,,,"206.375,14",,,,,,"583.363,63",,,,,,,"4.483.366,43",,,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.841,97",,,,,-,,,,,,"1.841,97",,,,,,,"14.061,90",,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.266,35",,,,,-,,,,,,"1.266,35",,,,,,,"9.667,54",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.439,04",,,,,-,,,,,,"1.439,04",,,,,,,"10.985,84",,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.266,35",,,,,-,,,,,,"1.266,35",,,,,,,"9.667,54",,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"39.769,89",,,,,"455.765,90",,,,,,"495.535,79",,,,,,,"3.754.512,03",,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.611,72",,,,,-,,,,,,"1.611,72",,,,,,,"12.304,15",,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"3.387,19",,,,,"455,58",,,,,,"3.842,77",,,,,,,"29.578,18",,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"246.184,87",,,,,"349.169,54",,,,,,"595.354,41",,,,,,,"5.497.037,02",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"148.206,87",,,,,"41.637,52",,,,,,"189.844,39",,,,,,,"1.962.960,33",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
CATU-BA,,,,,,,,,BA,,"306.541,64",,,,,"169.446,97",,,,,,"475.988,61",,,,,,,"3.571.059,17",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.669,29",,,,,-,,,,,,"1.669,29",,,,,,,"12.743,60",,,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"1.899,53",,,,,-,,,,,,"1.899,53",,,,,,,"14.501,33",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.611,72",,,,,-,,,,,,"1.611,72",,,,,,,"12.304,15",,,,,,,,,
CONDE-BA,,,,,,,,,BA,,"3.895,66",,,,,"1.547,39",,,,,,"5.443,05",,,,,,,"71.025,57",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"1.899,53",,,,,-,,,,,,"1.899,53",,,,,,,"14.501,33",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.266,35",,,,,-,,,,,,"1.266,35",,,,,,,"9.667,54",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"1.957,09",,,,,-,,,,,,"1.957,09",,,,,,,"14.940,75",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"386.941,11",,,,,"252.563,38",,,,,,"639.504,49",,,,,,,"5.941.571,04",,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"650.391,72",,,,,"437.804,21",,,,,,"1.088.195,93",,,,,,,"9.910.048,17",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"1.899,53",,,,,-,,,,,,"1.899,53",,,,,,,"14.501,33",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"2.129,78",,,,,-,,,,,,"2.129,78",,,,,,,"16.259,07",,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.381,48",,,,,-,,,,,,"1.381,48",,,,,,,"10.546,41",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.302,47",,,,,-,,,,,,"2.302,47",,,,,,,"17.577,39",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.208,79",,,,,-,,,,,,"1.208,79",,,,,,,"9.228,10",,,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.611,72",,,,,-,,,,,,"1.611,72",,,,,,,"12.304,15",,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.439,04",,,,,-,,,,,,"1.439,04",,,,,,,"10.985,84",,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"1.266,35",,,,,-,,,,,,"1.266,35",,,,,,,"9.667,54",,,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.439,04",,,,,-,,,,,,"1.439,04",,,,,,,"10.985,84",,,,,,,,,
ICHU-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"1.266,35",,,,,-,,,,,,"1.266,35",,,,,,,"9.667,54",,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"2.302,47",,,,,-,,,,,,"2.302,47",,,,,,,"17.577,39",,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"1.726,85",,,,,-,,,,,,"1.726,85",,,,,,,"24.246,23",,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.784,41",,,,,-,,,,,,"1.784,41",,,,,,,"13.622,45",,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"1.899,53",,,,,-,,,,,,"1.899,53",,,,,,,"14.501,33",,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.611,72",,,,,-,,,,,,"1.611,72",,,,,,,"12.304,15",,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"1.899,53",,,,,-,,,,,,"1.899,53",,,,,,,"14.501,33",,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"2.302,47",,,,,-,,,,,,"2.302,47",,,,,,,"17.577,39",,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.554,16",,,,,-,,,,,,"1.554,16",,,,,,,"11.864,72",,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"1.266,35",,,,,-,,,,,,"1.266,35",,,,,,,"9.667,54",,,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"1.323,92",,,,,-,,,,,,"1.323,92",,,,,,,"10.106,99",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,"1.496,60",,,,,-,,,,,,"1.496,60",,,,,,,"11.425,28",,,,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,"1.899,53",,,,,-,,,,,,"1.899,53",,,,,,,"14.501,33",,,,,,,,,
ITAMARI-BA,,,,,,,,,BA,,"1.151,23",,,,,-,,,,,,"1.151,23",,,,,,,"8.788,67",,,,,,,,,
