VITORIA-ES,,,ES,,,"1.404,21",,,,,,,,-,,,,,,"1.404,21",,,,,,,,"177.930,04",,,,,,,,
ESPIRITO SANTO TOTAL,,,,,,"2.644.529,55",,,,,,,,"847.952,16",,,,,,"3.492.481,71",,,,,,,,"17.705.679,82",,,,,,,,
JUIZ DE FORA-MG,,,MG,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
MINAS GERAIS TOTAL,,,,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
AFUA-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
ALENQUER-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
ALMEIRIM-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
"ANAJAS-PA
BREVES-PA",,,"PA
PA",,,"-
-",,,,,,,,"5.910,28
5.910,28",,,,,,"5.910,28
5.910,28",,,,,,,,"22.874,79
22.874,79",,,,,,,,
CHAVES-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
CURUA-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
FARO-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
GURUPA-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
JURUTI-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
MELGACO-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
MONTE ALEGRE-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
OBIDOS-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
"PORTO DE MOZ-PA
PRAINHA-PA",,,"PA
PA",,,"-
-",,,,,,,,"5.910,28
5.910,28",,,,,,"5.910,28
5.910,28",,,,,,,,"22.874,79
22.874,79",,,,,,,,
SANTAREM-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
TERRA SANTA-PA,,,PA,,,-,,,,,,,,"5.910,28",,,,,,"5.910,28",,,,,,,,"22.874,79",,,,,,,,
PARA TOTAL,,,,,,-,,,,,,,,"100.474,76",,,,,,"100.474,76",,,,,,,,"388.871,43",,,,,,,,
SANTA RITA-PB,,,PB,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"9.014.173,32",,,,,,,,
PARAIBA TOTAL,,,,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"9.014.173,32",,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,PE,,,"530.359,46",,,,,,,,-,,,,,,"530.359,46",,,,,,,,"1.693.771,80",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAULISTA-PE,,,PE,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
PERNAMBUCO TOTAL,,,,,,"1.016.513,72",,,,,,,,-,,,,,,"1.016.513,72",,,,,,,,"3.712.420,09",,,,,,,,
ADRIANOPOLIS-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
"AGUDOS DO SUL-PR
ALMIRANTE TAMANDARE-PR",,,"PR
PR",,,"2.171,67
3.909,02",,,,,,,,"-
-",,,,,,"2.171,67
3.909,02",,,,,,,,"12.552,46
22.594,46",,,,,,,,
ANTONINA-PR,,,PR,,,"2.714,59",,,,,,,,-,,,,,,"2.714,59",,,,,,,,"15.690,59",,,,,,,,
ARAUCARIA-PR,,,PR,,,"3.909,02",,,,,,,,-,,,,,,"3.909,02",,,,,,,,"22.594,46",,,,,,,,
BALSA NOVA-PR,,,PR,,,"2.280,26",,,,,,,,-,,,,,,"2.280,26",,,,,,,,"13.180,10",,,,,,,,
BOCAIUVA DO SUL-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,PR,,,"3.148,93",,,,,,,,-,,,,,,"3.148,93",,,,,,,,"18.201,09",,,,,,,,
CAMPO DO TENENTE-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
CAMPO LARGO-PR,,,PR,,,"3.909,02",,,,,,,,-,,,,,,"3.909,02",,,,,,,,"22.594,46",,,,,,,,
CAMPO MAGRO-PR,,,PR,,,"2.823,18",,,,,,,,-,,,,,,"2.823,18",,,,,,,,"16.318,22",,,,,,,,
"CERRO AZUL-PR
COLOMBO-PR",,,"PR
PR",,,"2.606,01
4.343,35",,,,,,,,"-
-",,,,,,"2.606,01
4.343,35",,,,,,,,"15.062,96
25.104,95",,,,,,,,
CONTENDA-PR,,,PR,,,"2.388,84",,,,,,,,-,,,,,,"2.388,84",,,,,,,,"13.807,72",,,,,,,,
CURITIBA-PR,,,PR,,,"4.343,35",,,,,,,,-,,,,,,"4.343,35",,,,,,,,"25.104,95",,,,,,,,
DOUTOR ULYSSES-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
FAZENDA RIO GRANDE-PR,,,PR,,,"3.583,26",,,,,,,,-,,,,,,"3.583,26",,,,,,,,"20.711,59",,,,,,,,
GUARAQUECABA-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
GUARATUBA-PR,,,PR,,,"2.931,76",,,,,,,,-,,,,,,"2.931,76",,,,,,,,"16.945,84",,,,,,,,
ITAPERUCU-PR,,,PR,,,"2.714,59",,,,,,,,-,,,,,,"2.714,59",,,,,,,,"15.690,59",,,,,,,,
LAPA-PR,,,PR,,,"3.366,10",,,,,,,,-,,,,,,"3.366,10",,,,,,,,"19.456,33",,,,,,,,
"MANDIRITUBA-PR
MATINHOS-PR",,,"PR
PR",,,"2.606,01
158.966,88",,,,,,,,"-
80.519,90",,,,,,"2.606,01
239.486,78",,,,,,,,"15.062,96
1.384.253,97",,,,,,,,
MORRETES-PR,,,PR,,,"2.497,43",,,,,,,,-,,,,,,"2.497,43",,,,,,,,"14.435,34",,,,,,,,
PARANAGUA-PR,,,PR,,,"4.126,18",,,,,,,,-,,,,,,"4.126,18",,,,,,,,"23.849,71",,,,,,,,
PIEN-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
PINHAIS-PR,,,PR,,,"4.017,60",,,,,,,,-,,,,,,"4.017,60",,,,,,,,"23.222,08",,,,,,,,
PIRAQUARA-PR,,,PR,,,"3.800,43",,,,,,,,-,,,,,,"3.800,43",,,,,,,,"21.966,83",,,,,,,,
PONTAL DO PARANA-PR,,,PR,,,"2.497,43",,,,,,,,"58.576,11",,,,,,"61.073,54",,,,,,,,"353.010,25",,,,,,,,
PORTO AMAZONAS-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
QUATRO BARRAS-PR,,,PR,,,"2.606,01",,,,,,,,-,,,,,,"2.606,01",,,,,,,,"15.062,96",,,,,,,,
"QUITANDINHA-PR
RIO BRANCO DO SUL-PR",,,"PR
PR",,,"2.497,43
3.040,35",,,,,,,,"-
-",,,,,,"2.497,43
3.040,35",,,,,,,,"14.435,34
17.573,46",,,,,,,,
RIO NEGRO-PR,,,PR,,,"3.040,35",,,,,,,,-,,,,,,"3.040,35",,,,,,,,"17.573,46",,,,,,,,
SÃO JOSE DOS PINHAIS-PR,,,PR,,,"4.343,35",,,,,,,,-,,,,,,"4.343,35",,,,,,,,"25.104,95",,,,,,,,
TIJUCAS DO SUL-PR,,,PR,,,"2.388,84",,,,,,,,-,,,,,,"2.388,84",,,,,,,,"13.807,72",,,,,,,,
TUNAS DO PARANA-PR,,,PR,,,"2.171,67",,,,,,,,-,,,,,,"2.171,67",,,,,,,,"12.552,46",,,,,,,,
PARANA TOTAL,,,,,,"264.944,60",,,,,,,,"139.096,01",,,,,,"404.040,61",,,,,,,,"2.335.389,48",,,,,,,,
ANGRA DOS REIS-RJ,,,RJ,,,"888.476,46",,,,,,,,"623.147,27",,,,,,"1.511.623,73",,,,,,,,"7.368.189,34",,,,,,,,
APERIBE-RJ,,,RJ,,,"235.108,16",,,,,,,,-,,,,,,"235.108,16",,,,,,,,"1.035.656,73",,,,,,,,
ARARUAMA-RJ,,,RJ,,,"423.194,70",,,,,,,,-,,,,,,"423.194,70",,,,,,,,"1.864.182,13",,,,,,,,
"ARMACAO DOS BUZIOS-RJ
ARRAIAL DO CABO-RJ",,,"RJ
RJ",,,"2.256.884,57
305.640,61",,,,,,,,"1.284.787,18
34.320,61",,,,,,"3.541.671,75
339.961,22",,,,,,,,"14.721.036,00
1.491.196,30",,,,,,,,
BARRA MANSA-RJ,,,RJ,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
BELFORD ROXO-RJ,,,RJ,,,"470.216,32",,,,,,,,-,,,,,,"470.216,32",,,,,,,,"2.071.313,47",,,,,,,,
BOM JARDIM-RJ,,,RJ,,,"305.640,61",,,,,,,,-,,,,,,"305.640,61",,,,,,,,"1.346.353,75",,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,RJ,,,"340.906,83",,,,,,,,-,,,,,,"340.906,83",,,,,,,,"1.501.702,26",,,,,,,,
CABO FRIO-RJ,,,RJ,,,"3.430.464,56",,,,,,,,"6.634.605,13",,,,,,"10.065.069,69",,,,,,,,"41.544.660,52",,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,RJ,,,"1.216.460,78",,,,,,,,-,,,,,,"1.216.460,78",,,,,,,,"5.054.163,65",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMBUCI-RJ,,,RJ,,,"270.374,38",,,,,,,,-,,,,,,"270.374,38",,,,,,,,"1.191.005,24",,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,RJ,,,"3.611.015,32",,,,,,,,"25.633.689,31",,,,,,"29.244.704,63",,,,,,,,"121.461.946,01",,,,,,,,
CANTAGALO-RJ,,,RJ,,,"293.885,20",,,,,,,,-,,,,,,"293.885,20",,,,,,,,"1.294.570,91",,,,,,,,
"CARAPEBUS-RJ
CARDOSO MOREIRA-RJ",,,"RJ
RJ",,,"1.805.507,66
258.618,98",,,,,,,,"433.467,35
-",,,,,,"2.238.975,01
258.618,98",,,,,,,,"9.425.923,33
1.139.222,41",,,,,,,,
CARMO-RJ,,,RJ,,,"270.374,38",,,,,,,,-,,,,,,"270.374,38",,,,,,,,"1.191.005,24",,,,,,,,
CASIMIRO DE ABREU-RJ,,,RJ,,,"2.347.159,96",,,,,,,,"1.715.843,26",,,,,,"4.063.003,22",,,,,,,,"16.696.533,62",,,,,,,,
CONCEICAO DE MACABU-RJ,,,RJ,,,"293.885,20",,,,,,,,-,,,,,,"293.885,20",,,,,,,,"1.294.570,91",,,,,,,,
CORDEIRO-RJ,,,RJ,,,"293.885,20",,,,,,,,-,,,,,,"293.885,20",,,,,,,,"1.294.570,91",,,,,,,,
DUAS BARRAS-RJ,,,RJ,,,"246.863,57",,,,,,,,-,,,,,,"246.863,57",,,,,,,,"1.087.439,57",,,,,,,,
DUQUE DE CAXIAS-RJ,,,RJ,,,"1.737.801,12",,,,,,,,"7.089,59",,,,,,"1.744.890,71",,,,,,,,"7.242.350,41",,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,RJ,,,"517.154,02",,,,,,,,-,,,,,,"517.154,02",,,,,,,,"1.367.025,43",,,,,,,,
GUAPIMIRIM-RJ,,,RJ,,,"1.303.350,84",,,,,,,,"7.089,59",,,,,,"1.310.440,43",,,,,,,,"5.437.291,97",,,,,,,,
"IGUABA GRANDE-RJ
ITABORAI-RJ",,,"RJ
RJ",,,"270.374,38
470.216,32",,,,,,,,"-
7.089,59",,,,,,"270.374,38
477.305,91",,,,,,,,"1.191.005,24
2.093.430,07",,,,,,,,
ITAGUAI-RJ,,,RJ,,,"423.194,70",,,,,,,,-,,,,,,"423.194,70",,,,,,,,"1.864.182,13",,,,,,,,
ITALVA-RJ,,,RJ,,,"258.618,98",,,,,,,,-,,,,,,"258.618,98",,,,,,,,"1.139.222,41",,,,,,,,
ITAOCARA-RJ,,,RJ,,,"305.640,61",,,,,,,,-,,,,,,"305.640,61",,,,,,,,"1.346.353,75",,,,,,,,
ITAPERUNA-RJ,,,RJ,,,"423.194,70",,,,,,,,-,,,,,,"423.194,70",,,,,,,,"1.864.182,13",,,,,,,,
JAPERI-RJ,,,RJ,,,"909.348,96",,,,,,,,-,,,,,,"909.348,96",,,,,,,,"3.882.830,42",,,,,,,,
LAJE DO MURIAE-RJ,,,RJ,,,"235.108,16",,,,,,,,-,,,,,,"235.108,16",,,,,,,,"1.035.656,73",,,,,,,,
MACAE-RJ,,,RJ,,,"14.790.885,47",,,,,,,,"8.546.328,49",,,,,,"23.337.213,96",,,,,,,,"97.836.819,95",,,,,,,,
MACUCO-RJ,,,RJ,,,"235.108,16",,,,,,,,-,,,,,,"235.108,16",,,,,,,,"1.035.656,73",,,,,,,,
"MAGE-RJ
MANGARATIBA-RJ",,,"RJ
RJ",,,"1.564.021,01
317.396,02",,,,,,,,"7.089,59
467.360,45",,,,,,"1.571.110,60
784.756,47",,,,,,,,"6.520.327,04
4.256.778,64",,,,,,,,
MARICA-RJ,,,RJ,,,"411.439,28",,,,,,,,-,,,,,,"411.439,28",,,,,,,,"1.812.399,29",,,,,,,,
MENDES-RJ,,,RJ,,,"564.168,02",,,,,,,,-,,,,,,"564.168,02",,,,,,,,"1.491.300,46",,,,,,,,
MESQUITA-RJ,,,RJ,,,"470.216,32",,,,,,,,-,,,,,,"470.216,32",,,,,,,,"2.071.313,47",,,,,,,,
MIGUEL PEREIRA-RJ,,,RJ,,,"611.182,02",,,,,,,,-,,,,,,"611.182,02",,,,,,,,"1.615.575,50",,,,,,,,
MIRACEMA-RJ,,,RJ,,,"317.396,02",,,,,,,,-,,,,,,"317.396,02",,,,,,,,"1.398.136,60",,,,,,,,
NATIVIDADE-RJ,,,RJ,,,"270.374,38",,,,,,,,-,,,,,,"270.374,38",,,,,,,,"1.191.005,24",,,,,,,,
NILOPOLIS-RJ,,,RJ,,,"470.216,32",,,,,,,,-,,,,,,"470.216,32",,,,,,,,"2.071.313,47",,,,,,,,
NITEROI-RJ,,,RJ,,,"3.611.015,32",,,,,,,,"7.089,59",,,,,,"3.618.104,91",,,,,,,,"15.025.199,88",,,,,,,,
"NOVA FRIBURGO-RJ
NOVA IGUACU-RJ",,,"RJ
RJ",,,"470.216,32
470.216,32",,,,,,,,"-
-",,,,,,"470.216,32
470.216,32",,,,,,,,"2.071.313,47
2.071.313,47",,,,,,,,
PARACAMBI-RJ,,,RJ,,,"364.417,66",,,,,,,,-,,,,,,"364.417,66",,,,,,,,"1.605.267,96",,,,,,,,
PARATI-RJ,,,RJ,,,-,,,,,,,,"467.360,45",,,,,,"467.360,45",,,,,,,,"2.858.642,04",,,,,,,,
PATY DO ALFERES-RJ,,,RJ,,,"611.182,02",,,,,,,,-,,,,,,"611.182,02",,,,,,,,"1.615.575,50",,,,,,,,
PETROPOLIS-RJ,,,RJ,,,"470.216,32",,,,,,,,-,,,,,,"470.216,32",,,,,,,,"2.071.313,47",,,,,,,,
PIRAI-RJ,,,RJ,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
PORCIUNCULA-RJ,,,RJ,,,"270.374,38",,,,,,,,-,,,,,,"270.374,38",,,,,,,,"1.191.005,24",,,,,,,,
QUEIMADOS-RJ,,,RJ,,,"446.705,51",,,,,,,,-,,,,,,"446.705,51",,,,,,,,"1.967.747,80",,,,,,,,
QUISSAMA-RJ,,,RJ,,,"1.986.058,43",,,,,,,,"2.633.881,63",,,,,,"4.619.940,06",,,,,,,,"19.209.833,26",,,,,,,,
"RIO BONITO-RJ
RIO DAS OSTRAS-RJ",,,"RJ
RJ",,,"376.173,06
2.708.261,49",,,,,,,,"-
7.923.034,53",,,,,,"376.173,06
10.631.296,02",,,,,,,,"1.657.050,78
44.217.796,25",,,,,,,,
RIO DE JANEIRO-RJ,,,RJ,,,"4.567.884,73",,,,,,,,"28.358,41",,,,,,"4.596.243,14",,,,,,,,"18.086.195,26",,,,,,,,
SANTA MARIA MADALENA-RJ,,,RJ,,,"246.863,57",,,,,,,,-,,,,,,"246.863,57",,,,,,,,"1.087.439,57",,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,RJ,,,"352.662,25",,,,,,,,-,,,,,,"352.662,25",,,,,,,,"1.553.485,12",,,,,,,,
SÃO FIDELIS-RJ,,,RJ,,,"352.662,25",,,,,,,,-,,,,,,"352.662,25",,,,,,,,"1.553.485,12",,,,,,,,
SÃO FRANCISCO DE ITABAPOANA-RJ,,,RJ,,,"364.417,66",,,,,,,,-,,,,,,"364.417,66",,,,,,,,"1.605.267,96",,,,,,,,
SAO GONCALO-RJ,,,RJ,,,"470.216,32",,,,,,,,"7.089,59",,,,,,"477.305,91",,,,,,,,"2.093.430,07",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO JOAO DA BARRA-RJ,,,RJ,,,"2.437.435,34",,,,,,,,"889.461,44",,,,,,"3.326.896,78",,,,,,,,"13.941.839,03",,,,,,,,
SÃO JOAO DE MERITI-RJ,,,RJ,,,"470.216,32",,,,,,,,-,,,,,,"470.216,32",,,,,,,,"2.071.313,47",,,,,,,,
SAO JOSE DEU BA-RJ,,,RJ,,,"235.108,16",,,,,,,,-,,,,,,"235.108,16",,,,,,,,"1.035.656,73",,,,,,,,
"SÃO JOSE DO VALE DO RIO PRETO-RJ
SÃO PEDRO DA ALDEIA-RJ",,,"RJ
RJ",,,"293.885,20
387.928,47",,,,,,,,"-
-",,,,,,"293.885,20
387.928,47",,,,,,,,"1.294.570,91
1.708.833,63",,,,,,,,
SÃO SEBASTIAO DO ALTO-RJ,,,RJ,,,"235.108,16",,,,,,,,-,,,,,,"235.108,16",,,,,,,,"1.035.656,73",,,,,,,,
SAQUAREMA-RJ,,,RJ,,,"376.173,06",,,,,,,,-,,,,,,"376.173,06",,,,,,,,"1.657.050,78",,,,,,,,
SEROPEDICA-RJ,,,RJ,,,"399.683,88",,,,,,,,-,,,,,,"399.683,88",,,,,,,,"1.760.616,47",,,,,,,,
SILVA JARDIM-RJ,,,RJ,,,"1.129.570,73",,,,,,,,-,,,,,,"1.129.570,73",,,,,,,,"4.693.151,97",,,,,,,,
SUMIDOURO-RJ,,,RJ,,,"270.374,38",,,,,,,,-,,,,,,"270.374,38",,,,,,,,"1.191.005,24",,,,,,,,
TANGUA-RJ,,,RJ,,,"317.396,02",,,,,,,,-,,,,,,"317.396,02",,,,,,,,"1.398.136,60",,,,,,,,
TERESOPOLIS-RJ,,,RJ,,,"458.460,92",,,,,,,,-,,,,,,"458.460,92",,,,,,,,"2.019.530,64",,,,,,,,
TRAJANO DE MORAIS-RJ,,,RJ,,,"246.863,57",,,,,,,,-,,,,,,"246.863,57",,,,,,,,"1.087.439,57",,,,,,,,
"VARRE-SAI-RJ
VASSOURAS-RJ",,,"RJ
RJ",,,"235.108,16
658.196,02",,,,,,,,"-
-",,,,,,"235.108,16
658.196,02",,,,,,,,"1.035.656,73
1.739.850,54",,,,,,,,
VOLTA REDONDA-RJ,,,RJ,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
RIO DE  JANEIRO TOTAL,,,,,,"74.190.484,04",,,,,,,,"57.358.183,05",,,,,,"131.548.667,09",,,,,,,,"549.107.015,51",,,,,,,,
ACARI-RN,,,RN,,,"4.619,21",,,,,,,,-,,,,,,"4.619,21",,,,,,,,"20.421,97",,,,,,,,
ACU-RN,,,RN,,,"173.688,81",,,,,,,,"68.901,79",,,,,,"242.590,60",,,,,,,,"1.042.428,16",,,,,,,,
AFONSO BEZERRA-RN,,,RN,,,"4.619,21",,,,,,,,-,,,,,,"4.619,21",,,,,,,,"20.421,97",,,,,,,,
AGUA NOVA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
ALEXANDRIA-RN,,,RN,,,"4.839,17",,,,,,,,-,,,,,,"4.839,17",,,,,,,,"21.394,44",,,,,,,,
ALMINO AFONSO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"ALTO DO RODRIGUES-RN
ANTONIO MARTINS-RN",,,"RN
RN",,,"194.700,10
4.399,25",,,,,,,,"73.666,77
-",,,,,,"268.366,87
4.399,25",,,,,,,,"1.089.783,88
19.449,52",,,,,,,,
APODI-RN,,,RN,,,"157.520,94",,,,,,,,"71.662,34",,,,,,"229.183,28",,,,,,,,"1.034.255,80",,,,,,,,
AREIA BRANCA-RN,,,RN,,,"459.755,31",,,,,,,,"405.510,78",,,,,,"865.266,09",,,,,,,,"3.524.383,77",,,,,,,,
AUGUSTO SEVERO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
BARAUNA-RN,,,RN,,,"5.499,07",,,,,,,,-,,,,,,"5.499,07",,,,,,,,"24.311,91",,,,,,,,
CAICO-RN,,,RN,,,"7.258,77",,,,,,,,-,,,,,,"7.258,77",,,,,,,,"32.091,70",,,,,,,,
CARAUBAS-RN,,,RN,,,"115.962,18",,,,,,,,"36.957,31",,,,,,"152.919,49",,,,,,,,"613.810,29",,,,,,,,
CARNAUBA DOS DANTAS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
CARNAUBAIS-RN,,,RN,,,"112.764,20",,,,,,,,"19.318,53",,,,,,"132.082,73",,,,,,,,"556.879,41",,,,,,,,
"CERRO CORA-RN
CORONEL JOAO PESSOA-RN",,,"RN
RN",,,"4.619,21
4.399,25",,,,,,,,"-
-",,,,,,"4.619,21
4.399,25",,,,,,,,"20.421,97
19.449,52",,,,,,,,
CRUZETA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
CURRAIS NOVOS-RN,,,RN,,,"6.818,85",,,,,,,,-,,,,,,"6.818,85",,,,,,,,"30.146,77",,,,,,,,
DOUTOR SEVERIANO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
ENCANTO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
EQUADOR-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
FELIPE GUERRA-RN,,,RN,,,"131.534,17",,,,,,,,"44.365,00",,,,,,"175.899,17",,,,,,,,"1.765.602,18",,,,,,,,
FLORANIA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
FRANCISCO DANTAS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"FRUTUOSO GOMES-RN
GALINHOS-RN",,,"RN
RN",,,"4.399,25
4.399,25",,,,,,,,"-
79.020,72",,,,,,"4.399,25
83.419,97",,,,,,,,"19.449,52
332.450,68",,,,,,,,
GOIANINHA-RN,,,RN,,,"530.359,46",,,,,,,,-,,,,,,"530.359,46",,,,,,,,"4.384.592,16",,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,RN,,,"174.942,24",,,,,,,,"87.890,11",,,,,,"262.832,35",,,,,,,,"1.069.107,53",,,,,,,,
GROSSOS-RN,,,RN,,,"58.357,43",,,,,,,,"61.504,86",,,,,,"119.862,29",,,,,,,,"534.757,72",,,,,,,,
GUAMARE-RN,,,RN,,,"1.026.589,98",,,,,,,,"611.658,84",,,,,,"1.638.248,82",,,,,,,,"6.720.859,51",,,,,,,,
IELMO MARINHO-RN,,,RN,,,"530.359,46",,,,,,,,-,,,,,,"530.359,46",,,,,,,,"2.208.446,23",,,,,,,,
IPANGUACU-RN,,,RN,,,"4.619,21",,,,,,,,-,,,,,,"4.619,21",,,,,,,,"20.421,97",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPUEIRA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
ITAJA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
ITAU-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"JANDAIRA-RN
JANDUIS-RN",,,"RN
RN",,,"4.399,25
4.399,25",,,,,,,,"-
-",,,,,,"4.399,25
4.399,25",,,,,,,,"19.449,52
19.449,52",,,,,,,,
JARDIM DE PIRANHAS-RN,,,RN,,,"4.619,21",,,,,,,,-,,,,,,"4.619,21",,,,,,,,"20.421,97",,,,,,,,
JARDIM DO SERIDO-RN,,,RN,,,"4.839,17",,,,,,,,-,,,,,,"4.839,17",,,,,,,,"21.394,44",,,,,,,,
JOAO DIAS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
JOSE DA PENHA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
JUCURUTU-RN,,,RN,,,"5.279,10",,,,,,,,-,,,,,,"5.279,10",,,,,,,,"23.339,41",,,,,,,,
LAGOA NOVA-RN,,,RN,,,"4.839,17",,,,,,,,-,,,,,,"4.839,17",,,,,,,,"21.394,44",,,,,,,,
LUCRECIA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
LUIS GOMES-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"MACAIBA-RN
MACAU-RN",,,"RN
RN",,,"530.359,46
1.170.159,55",,,,,,,,"-
396.134,88",,,,,,"530.359,46
1.566.294,43",,,,,,,,"2.208.446,23
6.522.447,53",,,,,,,,
MAJOR SALES-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
MARCELINO VIEIRA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
MARTINS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
