Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
ANORI-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
AUTAZES-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
BERURI-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
CAREIRO-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
COARI-AM,,,,,,,AM,,,"1.777.994,09",,,,,,,,"1.724.690,97",,,,,,,,"3.502.685,06",,,,,,,"15.195.536,70",,,,,,,,,
CODAJAS-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
IRANDUBA-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
ITACOATIARA-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
ITAPIRANGA-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
MANACAPURU-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
MANAQUIRI-AM,,,,,,,AM,,,-,,,,,,,,"2.393,98",,,,,,,,"2.393,98",,,,,,,"10.732,60",,,,,,,,,
MANAUS-AM,,,,,,,AM,,,"1.095.802,04",,,,,,,,"90.531,18",,,,,,,,"1.186.333,22",,,,,,,"4.396.254,26",,,,,,,,,
PARINTINS-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
SILVES-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
URUCARA-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
URUCURITUBA-AM,,,,,,,AM,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"2.873.796,13",,,,,,,,"1.894.555,12",,,,,,,,"4.768.351,25",,,,,,,"19.921.296,87",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,AP,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
MACAPA-AP,,,,,,,AP,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
MAZAGAO-AP,,,,,,,AP,,,-,,,,,,,,"6.952,79",,,,,,,,"6.952,79",,,,,,,"28.264,19",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,,,,"20.858,37",,,,,,,,"20.858,37",,,,,,,"84.792,57",,,,,,,,,
ACAJUTIBA-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
ADUSTINA-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
AGUA FRIA-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
AIQUARA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
ALAGOINHAS-BA,,,,,,,BA,,,"251.736,06",,,,,,,,"140.962,17",,,,,,,,"392.698,23",,,,,,,"1.639.650,77",,,,,,,,,
ALCOBACA-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
ALMADINA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
AMARGOSA-BA,,,,,,,BA,,,"1.467,74",,,,,,,,-,,,,,,,,"1.467,74",,,,,,,"6.324,39",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
ANAGE-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
ANGUERA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
ANTAS-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
APORA-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
APUAREMA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
ARACAS-BA,,,,,,,BA,,,"235.489,64",,,,,,,,"123.657,46",,,,,,,,"359.147,10",,,,,,,"1.588.352,97",,,,,,,,,
ARACI-BA,,,,,,,BA,,,"1.619,57",,,,,,,,-,,,,,,,,"1.619,57",,,,,,,"6.978,63",,,,,,,,,
ARAMARI-BA,,,,,,,BA,,,"1.783,14",,,,,,,,"323,78",,,,,,,,"2.106,92",,,,,,,"8.133,73",,,,,,,,,
ARATACA-BA,,,,,,,BA,,,"1.062,84",,,,,,,,-,,,,,,,,"1.062,84",,,,,,,"4.579,72",,,,,,,,,
ARATUIPE-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
AURELINO LEAL-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
BANZAE-BA,,,,,,,BA,,,"1.062,84",,,,,,,,-,,,,,,,,"1.062,84",,,,,,,"4.579,72",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,BA,,,"1.467,74",,,,,,,,-,,,,,,,,"1.467,74",,,,,,,"6.324,39",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
BARRO PRETO-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
BARROCAS-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
BELMONTE-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
BELO CAMPO-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
BIRITINGA-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
BOA NOVA-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,BA,,,"1.062,84",,,,,,,,-,,,,,,,,"1.062,84",,,,,,,"4.579,72",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
BUERAREMA-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
CAATIBA-BA,,,,,,,BA,,,"1.062,84",,,,,,,,-,,,,,,,,"1.062,84",,,,,,,"4.579,72",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
CACHOEIRA-BA,,,,,,,BA,,,"1.467,74",,,,,,,,-,,,,,,,,"1.467,74",,,,,,,"6.324,39",,,,,,,,,
CAEM-BA,,,,,,,BA,,,"1.062,84",,,,,,,,-,,,,,,,,"1.062,84",,,,,,,"4.579,72",,,,,,,,,
CAETANOS-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
CAIRU-BA,,,,,,,BA,,,"38.028,42",,,,,,,,"394.602,42",,,,,,,,"432.630,84",,,,,,,"1.869.037,64",,,,,,,,,
CAMACAN-BA,,,,,,,BA,,,"1.417,12",,,,,,,,-,,,,,,,,"1.417,12",,,,,,,"6.106,30",,,,,,,,,
CAMACARI-BA,,,,,,,BA,,,"2.448,07",,,,,,,,"177,92",,,,,,,,"2.625,99",,,,,,,"11.881,24",,,,,,,,,
CAMAMU-BA,,,,,,,BA,,,"1.467,74",,,,,,,,-,,,,,,,,"1.467,74",,,,,,,"6.324,39",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,BA,,,"1.467,74",,,,,,,,-,,,,,,,,"1.467,74",,,,,,,"6.324,39",,,,,,,,,
CANDEAL-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
CANDEIAS-BA,,,,,,,BA,,,"187.654,55",,,,,,,,"195.965,41",,,,,,,,"383.619,96",,,,,,,"1.780.181,03",,,,,,,,,
CANDIDO SALES-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
CANSANCAO-BA,,,,,,,BA,,,"1.467,74",,,,,,,,-,,,,,,,,"1.467,74",,,,,,,"6.324,39",,,,,,,,,
CANUDOS-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
CARAVELAS-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,BA,,,"106.857,80",,,,,,,,"32.548,05",,,,,,,,"139.405,85",,,,,,,"599.005,18",,,,,,,,,
CASTRO ALVES-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
CATU-BA,,,,,,,BA,,,"162.416,65",,,,,,,,"76.977,26",,,,,,,,"239.393,91",,,,,,,"967.299,77",,,,,,,,,
CICERO DANTAS-BA,,,,,,,BA,,,"1.417,12",,,,,,,,-,,,,,,,,"1.417,12",,,,,,,"6.106,30",,,,,,,,,
CIPO-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
COARACI-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,BA,,,"1.670,18",,,,,,,,-,,,,,,,,"1.670,18",,,,,,,"7.196,70",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
CONDE-BA,,,,,,,BA,,,"4.387,78",,,,,,,,"1.981,36",,,,,,,,"6.369,14",,,,,,,"26.630,74",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
CRISOPOLIS-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,BA,,,"1.619,57",,,,,,,,-,,,,,,,,"1.619,57",,,,,,,"6.978,63",,,,,,,,,
DARIO MEIRA-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,BA,,,"1.619,57",,,,,,,,-,,,,,,,,"1.619,57",,,,,,,"6.978,63",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
ENTRE RIOS-BA,,,,,,,BA,,,"216.600,81",,,,,,,,"153.293,61",,,,,,,,"369.894,42",,,,,,,"1.521.758,03",,,,,,,,,
ESPLANADA-BA,,,,,,,BA,,,"1.086.960,85",,,,,,,,"282.686,18",,,,,,,,"1.369.647,03",,,,,,,"5.643.468,86",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,BA,,,"1.670,18",,,,,,,,-,,,,,,,,"1.670,18",,,,,,,"7.196,70",,,,,,,,,
EUNAPOLIS-BA,,,,,,,BA,,,"1.822,02",,,,,,,,-,,,,,,,,"1.822,02",,,,,,,"7.850,96",,,,,,,,,
FATIMA-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,BA,,,"2.024,46",,,,,,,,-,,,,,,,,"2.024,46",,,,,,,"8.723,28",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,BA,,,"1.062,84",,,,,,,,-,,,,,,,,"1.062,84",,,,,,,"4.579,72",,,,,,,,,
GANDU-BA,,,,,,,BA,,,"1.417,12",,,,,,,,-,,,,,,,,"1.417,12",,,,,,,"6.106,30",,,,,,,,,
GAVIAO-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
GLORIA-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
GONGOGI-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,BA,,,"1.265,29",,,,,,,,-,,,,,,,,"1.265,29",,,,,,,"5.452,04",,,,,,,,,
GUARATINGA-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
HELIOPOLIS-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
IACU-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
IBICUI-BA,,,,,,,BA,,,"1.164,06",,,,,,,,-,,,,,,,,"1.164,06",,,,,,,"5.015,86",,,,,,,,,
IBIQUERA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
IBIRAPUA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
IBIRATAIA-BA,,,,,,,BA,,,"1.315,90",,,,,,,,-,,,,,,,,"1.315,90",,,,,,,"5.670,13",,,,,,,,,
ICHU-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
IGRAPIUNA-BA,,,,,,,BA,,,"1.113,45",,,,,,,,-,,,,,,,,"1.113,45",,,,,,,"4.797,80",,,,,,,,,
IGUAI-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
ILHEUS-BA,,,,,,,BA,,,"2.024,46",,,,,,,,-,,,,,,,,"2.024,46",,,,,,,"8.723,28",,,,,,,,,
INHAMBUPE-BA,,,,,,,BA,,,"2.207,30",,,,,,,,"377,17",,,,,,,,"2.584,47",,,,,,,"11.721,91",,,,,,,,,
IPECAETA-BA,,,,,,,BA,,,"1.214,68",,,,,,,,-,,,,,,,,"1.214,68",,,,,,,"5.233,97",,,,,,,,,
IPIAU-BA,,,,,,,BA,,,"1.568,96",,,,,,,,-,,,,,,,,"1.568,96",,,,,,,"6.760,55",,,,,,,,,
IPIRA-BA,,,,,,,BA,,,"1.670,18",,,,,,,,-,,,,,,,,"1.670,18",,,,,,,"7.196,70",,,,,,,,,
IRAJUBA-BA,,,,,,,BA,,,"1.012,23",,,,,,,,-,,,,,,,,"1.012,23",,,,,,,"4.361,64",,,,,,,,,
IRARA-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
ITABELA-BA,,,,,,,BA,,,"1.366,51",,,,,,,,-,,,,,,,,"1.366,51",,,,,,,"5.888,20",,,,,,,,,
