SÃO CRISTOVAO-SE,,,,SE,,,"89.246,81",,,,,,,,"1.743,37",,,,,,"90.990,18",,,,,,,"251.298,84",,,,,,,,,,,,
SÃO DOMINGOS-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
SÃO FRANCISCO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
SÃO MIGUEL DO ALEIXO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
SIMAO DIAS-SE,,,,SE,,,"4.410,82",,,,,,,,-,,,,,,"4.410,82",,,,,,,"12.188,85",,,,,,,,,,,,
SIRIRI-SE,,,,SE,,,"178.551,54",,,,,,,,"63.514,24",,,,,,"242.065,78",,,,,,,"613.034,71",,,,,,,,,,,,
TELHA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
TOBIAS BARRETO-SE,,,,SE,,,"4.557,85",,,,,,,,-,,,,,,"4.557,85",,,,,,,"12.595,15",,,,,,,,,,,,
TOMAR DO GERU-SE,,,,SE,,,"3.234,60",,,,,,,,-,,,,,,"3.234,60",,,,,,,"8.938,48",,,,,,,,,,,,
UMBAUBA-SE,,,,SE,,,"3.675,68",,,,,,,,-,,,,,,"3.675,68",,,,,,,"10.157,37",,,,,,,,,,,,
SERGIPE TOTAL,,,,,,,"4.337.866,07",,,,,,,,"1.838.863,62",,,,,,"6.176.729,69",,,,,,,"17.364.405,33",,,,,,,,,,,,
ARUJA-SP,,,,SP,,,"1.308,03",,,,,,,,-,,,,,,"1.308,03",,,,,,,"3.543,14",,,,,,,,,,,,
BARRA DO TURVO-SP,,,,SP,,,"792,74",,,,,,,,-,,,,,,"792,74",,,,,,,"2.147,35",,,,,,,,,,,,
BARUERI-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
BERTIOGA-SP,,,,SP,,,"48.501,68",,,,,,,,"1.408.773,79",,,,,,"1.457.275,47",,,,,,,"4.473.944,42",,,,,,,,,,,,
BIRITIBA-MIRIM-SP,,,,SP,,,"1.070,21",,,,,,,,-,,,,,,"1.070,21",,,,,,,"2.898,93",,,,,,,,,,,,
CAIEIRAS-SP,,,,SP,,,"1.347,67",,,,,,,,-,,,,,,"1.347,67",,,,,,,"3.650,51",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAJAMAR-SP,,,,SP,,,"1.268,39",,,,,,,,-,,,,,,"1.268,39",,,,,,,"3.435,77",,,,,,,,,,,,
CAJATI-SP,,,,SP,,,"1.109,84",,,,,,,,-,,,,,,"1.109,84",,,,,,,"3.006,29",,,,,,,,,,,,
CANANEIA-SP,,,,SP,,,"38.108,46",,,,,,,,"64.537,65",,,,,,"102.646,11",,,,,,,"278.043,45",,,,,,,,,,,,
CARAGUATATUBA-SP,,,,SP,,,-,,,,,,,,"1.341.447,49",,,,,,"1.341.447,49",,,,,,,"4.160.194,48",,,,,,,,,,,,
CARAPICUIBA-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
COTIA-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
CUBATAO-SP,,,,SP,,,"64.091,51",,,,,,,,"38.298,92",,,,,,"102.390,43",,,,,,,"211.907,29",,,,,,,,,,,,
DIADEMA-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
ELDORADO-SP,,,,SP,,,"911,66",,,,,,,,-,,,,,,"911,66",,,,,,,"2.469,46",,,,,,,,,,,,
EMBU-GUACU-SP,,,,SP,,,"1.308,03",,,,,,,,-,,,,,,"1.308,03",,,,,,,"3.543,14",,,,,,,,,,,,
EMBU-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
FERRAZ DE VASCONCELOS-SP,,,,SP,,,"1.545,86",,,,,,,,-,,,,,,"1.545,86",,,,,,,"4.187,35",,,,,,,,,,,,
FRANCISCO MORATO-SP,,,,SP,,,"1.545,86",,,,,,,,-,,,,,,"1.545,86",,,,,,,"4.187,35",,,,,,,,,,,,
FRANCO DA ROCHA-SP,,,,SP,,,"1.466,58",,,,,,,,-,,,,,,"1.466,58",,,,,,,"3.972,61",,,,,,,,,,,,
GUARAREMA-SP,,,,SP,,,"1.030,57",,,,,,,,-,,,,,,"1.030,57",,,,,,,"2.791,56",,,,,,,,,,,,
GUARUJA-SP,,,,SP,,,"1.585,49",,,,,,,,"38.298,92",,,,,,"39.884,41",,,,,,,"42.593,63",,,,,,,,,,,,
GUARULHOS-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
IGUAPE-SP,,,,SP,,,"1.070,21",,,,,,,,-,,,,,,"1.070,21",,,,,,,"2.898,93",,,,,,,,,,,,
ILHA COMPRIDA-SP,,,,SP,,,"792,74",,,,,,,,-,,,,,,"792,74",,,,,,,"2.147,35",,,,,,,,,,,,
ILHA BELA-SP,,,,SP,,,-,,,,,,,,"1.341.447,49",,,,,,"1.341.447,49",,,,,,,"4.160.194,48",,,,,,,,,,,,
ITANHAEM-SP,,,,SP,,,"1.347,67",,,,,,,,-,,,,,,"1.347,67",,,,,,,"3.650,51",,,,,,,,,,,,
ITAPECERICA DA SERRA-SP,,,,SP,,,"1.545,86",,,,,,,,-,,,,,,"1.545,86",,,,,,,"4.187,35",,,,,,,,,,,,
ITAPEVI-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
ITAQUAQUECETUBA-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
ITARIRI-SP,,,,SP,,,"872,02",,,,,,,,-,,,,,,"872,02",,,,,,,"2.362,09",,,,,,,,,,,,
JACUPIRANGA-SP,,,,SP,,,"951,29",,,,,,,,-,,,,,,"951,29",,,,,,,"2.576,82",,,,,,,,,,,,
JANDIRA-SP,,,,SP,,,"1.426,94",,,,,,,,-,,,,,,"1.426,94",,,,,,,"3.865,24",,,,,,,,,,,,
JUQUIA-SP,,,,SP,,,"1.030,57",,,,,,,,-,,,,,,"1.030,57",,,,,,,"2.791,56",,,,,,,,,,,,
JUQUITIBA-SP,,,,SP,,,"1.070,21",,,,,,,,-,,,,,,"1.070,21",,,,,,,"2.898,93",,,,,,,,,,,,
MAIRIPORA-SP,,,,SP,,,"1.308,03",,,,,,,,-,,,,,,"1.308,03",,,,,,,"3.543,14",,,,,,,,,,,,
MAUA-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
MIRACATU-SP,,,,SP,,,"1.030,57",,,,,,,,-,,,,,,"1.030,57",,,,,,,"2.791,56",,,,,,,,,,,,
MOJI DAS CRUZES-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
MONGAGUA-SP,,,,SP,,,"1.149,48",,,,,,,,-,,,,,,"1.149,48",,,,,,,"3.113,66",,,,,,,,,,,,
OSASCO-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
PARIQUERA-ACU-SP,,,,SP,,,"951,29",,,,,,,,-,,,,,,"951,29",,,,,,,"2.576,82",,,,,,,,,,,,
PEDRO DE TOLEDO-SP,,,,SP,,,"792,74",,,,,,,,-,,,,,,"792,74",,,,,,,"2.147,35",,,,,,,,,,,,
PERUIBE-SP,,,,SP,,,"1.268,39",,,,,,,,-,,,,,,"1.268,39",,,,,,,"3.435,77",,,,,,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,,SP,,,"872,02",,,,,,,,-,,,,,,"872,02",,,,,,,"2.362,09",,,,,,,,,,,,
POA-SP,,,,SP,,,"1.426,94",,,,,,,,-,,,,,,"1.426,94",,,,,,,"3.865,24",,,,,,,,,,,,
PRAIA GRANDE-SP,,,,SP,,,"12.558,47",,,,,,,,"38.298,92",,,,,,"50.857,39",,,,,,,"72.316,77",,,,,,,,,,,,
REGISTRO-SP,,,,SP,,,"1.268,39",,,,,,,,-,,,,,,"1.268,39",,,,,,,"3.435,77",,,,,,,,,,,,
RIBEIRAO PIRES-SP,,,,SP,,,"1.466,58",,,,,,,,-,,,,,,"1.466,58",,,,,,,"3.972,61",,,,,,,,,,,,
RIO GRANDE DA SERRA-SP,,,,SP,,,"1.189,12",,,,,,,,-,,,,,,"1.189,12",,,,,,,"3.221,03",,,,,,,,,,,,
SALESOPOLIS-SP,,,,SP,,,"911,66",,,,,,,,-,,,,,,"911,66",,,,,,,"2.469,46",,,,,,,,,,,,
SANTA ISABEL-SP,,,,SP,,,"1.228,76",,,,,,,,-,,,,,,"1.228,76",,,,,,,"3.328,41",,,,,,,,,,,,
SANTANA DE PARNAIBA-SP,,,,SP,,,"1.387,31",,,,,,,,-,,,,,,"1.387,31",,,,,,,"3.757,88",,,,,,,,,,,,
SANTO ANDRE-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
"Superintendência de Controle das Participações Governamentais
*Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art. 2º da Lei n º 9.715, de 25 de novembro de 1998, combinado com o parágrafo 6º do Art.19 da Medida Provisória nº 2.158, de
24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS-SP,,,,SP,,,"1.049.597,84",,,,,,,,"102.130,46",,,,,,"1.151.728,30",,,,,,,"1.154.437,52",,,,,,,,,,,,
SÃO BERNARDO DO CAMPO-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
SÃO CAETANO DO SUL-SP,,,,SP,,,"1.545,86",,,,,,,,-,,,,,,"1.545,86",,,,,,,"4.187,35",,,,,,,,,,,,
SÃO LOURENCO DA SERRA-SP,,,,SP,,,"872,02",,,,,,,,-,,,,,,"872,02",,,,,,,"2.362,09",,,,,,,,,,,,
SAO PAULO-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
SÃO SEBASTIAO-SP,,,,SP,,,"919.264,04",,,,,,,,"2.682.895,00",,,,,,"3.602.159,04",,,,,,,"11.219.283,14",,,,,,,,,,,,
SÃO VICENTE-SP,,,,SP,,,"12.558,47",,,,,,,,"38.298,92",,,,,,"50.857,39",,,,,,,"72.316,77",,,,,,,,,,,,
SETE BARRAS-SP,,,,SP,,,"872,02",,,,,,,,-,,,,,,"872,02",,,,,,,"2.362,09",,,,,,,,,,,,
SUZANO-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
TABOAO DA SERRA-SP,,,,SP,,,"1.585,49",,,,,,,,-,,,,,,"1.585,49",,,,,,,"4.294,71",,,,,,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,,SP,,,"1.149,48",,,,,,,,-,,,,,,"1.149,48",,,,,,,"3.113,66",,,,,,,,,,,,
SÃO PAULO TOTAL,,,,,,,"2.217.137,41",,,,,,,,"7.094.427,56",,,,,,"9.311.564,97",,,,,,,"26.037.205,53",,,,,,,,,,,,
