LUIS GOMES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
MACAIBA-RN,,,RN,,,,"544.557,87",,,,,,,,-,,,,,,"544.557,87",,,,,"1.059.232,16",,,,,,,
MACAU-RN,,,RN,,,,"998.355,41",,,,,,,,"426.097,67",,,,,,"1.424.453,08",,,,,"3.308.698,59",,,,,,,
MAJOR SALES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
MARCELINO VIEIRA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
MARTINS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
MESSIAS TARGINO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
MOSSORO-RN,,,RN,,,,"1.071.084,50",,,,,,,,"834.520,23",,,,,,"1.905.604,73",,,,,"4.032.773,25",,,,,,,
OLHO D'AGUA DO BORGES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
OURO BRANCO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
PARANA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
PARAU-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
PARELHAS-RN,,,RN,,,,"6.275,69",,,,,,,,-,,,,,,"6.275,69",,,,,"12.390,20",,,,,,,
PATU-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
PAU DOS FERROS-RN,,,RN,,,,"6.777,73",,,,,,,,-,,,,,,"6.777,73",,,,,"13.381,40",,,,,,,
PEDRO AVELINO-RN,,,RN,,,,"5.089,74",,,,,,,,"32,17",,,,,,"5.121,91",,,,,"10.087,12",,,,,,,
PENDENCIAS-RN,,,RN,,,,"132.663,22",,,,,,,,"47.151,71",,,,,,"179.814,93",,,,,"416.990,21",,,,,,,
PILOES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
PORTALEGRE-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
PORTO DO MANGUE-RN,,,RN,,,,"139.711,63",,,,,,,,"235.382,44",,,,,,"375.094,07",,,,,"749.643,16",,,,,,,
RAFAEL FERNANDES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
RAFAEL GODEIRO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
RIACHO DA CRUZ-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
RIACHO DE SANTANA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
RODOLFO FERNANDES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SANTANA DO SERIDO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SAO FERNANDO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SAO FRANCISCO DO OESTE-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SAO JOAO DO SABUGI-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SAO JOSE DO SERIDO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SAO MIGUEL-RN,,,RN,,,,"6.526,71",,,,,,,,-,,,,,,"6.526,71",,,,,"12.885,80",,,,,,,
SAO RAFAEL-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO VICENTE-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SERRA DO MEL-RN,,,RN,,,,"97.820,67",,,,,,,,"18.115,37",,,,,,"115.936,04",,,,,"230.792,97",,,,,,,
SERRA NEGRA DO NO RTE-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SERRINHA DOS PINTOS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
SEVERIANO MELO-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
TABOLEIRO GRANDE-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
TENENTE ANANIAS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
TIBAU-RN,,,RN,,,,"67.800,70",,,,,,,,"8.324,46",,,,,,"76.125,16",,,,,"149.253,87",,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
TRIUNFO POTIGUAR-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
UMARIZAL-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
UPANEMA-RN,,,RN,,,,"106.113,62",,,,,,,,"42.168,85",,,,,,"148.282,47",,,,,"300.464,80",,,,,,,
VENHA-VER-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
VICOSA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
RIO GRANDE DO NORTE TOTAL,,,,,,,"7.535.335,76",,,,,,,,"3.100.825,85",,,,,,"10.636.161,61",,,,,"21.552.612,23",,,,,,,
CANOAS-RS,,,RS,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
CIDREIRA-RS,,,RS,,,,-,,,,,,,,"57.034,69",,,,,,"57.034,69",,,,,"140.833,77",,,,,,,
IMBE-RS,,,RS,,,,-,,,,,,,,"57.034,69",,,,,,"57.034,69",,,,,"655.508,06",,,,,,,
OSORIO-RS,,,RS,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"1.012.658,75",,,,,,,
TRAMANDAI-RS,,,RS,,,,"878.457,72",,,,,,,,"76.046,26",,,,,,"954.503,98",,,,,"2.189.498,60",,,,,,,
RIO GRANDE DO SUL TOTAL,,,,,,,"1.874.426,64",,,,,,,,"190.115,64",,,,,,"2.064.542,28",,,,,"4.964.509,68",,,,,,,
ARAQUARI-SC,,,SC,,,,-,,,,,,,,"153.454,32",,,,,,"153.454,32",,,,,"266.859,68",,,,,,,
BALNEARIO BARRA DO SUL-SC,,,SC,,,,-,,,,,,,,"153.454,32",,,,,,"153.454,32",,,,,"266.859,68",,,,,,,
GARUVA-SC,,,SC,,,,-,,,,,,,,"153.454,32",,,,,,"153.454,32",,,,,"266.859,68",,,,,,,
ITAPOA-SC,,,SC,,,,-,,,,,,,,"153.454,32",,,,,,"153.454,32",,,,,"266.859,68",,,,,,,
JOINVILLE-SC,,,SC,,,,-,,,,,,,,"153.454,32",,,,,,"153.454,32",,,,,"266.859,68",,,,,,,
SAO FRANCISCO DO SUL-SC,,,SC,,,,"708.986,71",,,,,,,,"511.514,40",,,,,,"1.220.501,11",,,,,"2.721.781,52",,,,,,,
SANTA CATARINA TOTAL,,,,,,,"708.986,71",,,,,,,,"1.278.786,00",,,,,,"1.987.772,71",,,,,"4.056.079,92",,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
AQUIDABA-SE,,,SE,,,,"3.302,22",,,,,,,,-,,,,,,"3.302,22",,,,,"6.481,69",,,,,,,
ARACAJU-SE,,,SE,,,,"879.443,73",,,,,,,,"322.129,71",,,,,,"1.201.573,44",,,,,"2.821.140,58",,,,,,,
ARAUA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
AREIA BRANCA-SE,,,SE,,,,"4.132,78",,,,,,,,"706,11",,,,,,"4.838,89",,,,,"9.832,12",,,,,,,
BARRA DOS COQUEIROS-SE,,,SE,,,,"58.755,50",,,,,,,,"153.637,27",,,,,,"212.392,77",,,,,"429.169,56",,,,,,,
BOQUIM-SE,,,SE,,,,"3.566,39",,,,,,,,-,,,,,,"3.566,39",,,,,"7.000,22",,,,,,,
BREJO GRANDE-SE,,,SE,,,,"81.746,48",,,,,,,,"6.309,22",,,,,,"88.055,70",,,,,"179.147,24",,,,,,,
CAMPO DO BRITO-SE,,,SE,,,,"3.038,04",,,,,,,,-,,,,,,"3.038,04",,,,,"5.963,15",,,,,,,
CANHOBA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,SE,,,,"3.170,13",,,,,,,,-,,,,,,"3.170,13",,,,,"6.222,42",,,,,,,
CAPELA-SE,,,SE,,,,"5.145,70",,,,,,,,"1.018,65",,,,,,"6.164,35",,,,,"12.322,66",,,,,,,
CARIRA-SE,,,SE,,,,"3.170,13",,,,,,,,-,,,,,,"3.170,13",,,,,"6.222,42",,,,,,,
CARMOPOLIS-SE,,,SE,,,,"325.538,38",,,,,,,,"352.019,03",,,,,,"677.557,41",,,,,"1.359.855,84",,,,,,,
CEDRO DE SAO JOAO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
CRISTINAPOLIS-SE,,,SE,,,,"3.038,04",,,,,,,,-,,,,,,"3.038,04",,,,,"5.963,15",,,,,,,
CUMBE-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
DIVINA PASTORA-SE,,,SE,,,,"197.427,23",,,,,,,,"105.114,16",,,,,,"302.541,39",,,,,"626.131,22",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTANCIA-SE,,,SE,,,,"4.358,93",,,,,,,,-,,,,,,"4.358,93",,,,,"8.555,83",,,,,,,
FEIRA NOVA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
FREI PAULO-SE,,,SE,,,,"2.773,86",,,,,,,,-,,,,,,"2.773,86",,,,,"5.444,62",,,,,,,
GARARU-SE,,,SE,,,,"2.773,86",,,,,,,,-,,,,,,"2.773,86",,,,,"5.444,62",,,,,,,
GENERAL MAYNARD-SE,,,SE,,,,"4.115,58",,,,,,,,"1.105,36",,,,,,"5.220,94",,,,,"10.205,24",,,,,,,
GRACHO CARDOSO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
ILHA DAS FLORES-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
INDIAROBA-SE,,,SE,,,,"2.905,95",,,,,,,,-,,,,,,"2.905,95",,,,,"5.703,88",,,,,,,
ITABAIANA-SE,,,SE,,,,"4.623,10",,,,,,,,-,,,,,,"4.623,10",,,,,"9.074,36",,,,,,,
ITABAIANINHA-SE,,,SE,,,,"3.830,57",,,,,,,,-,,,,,,"3.830,57",,,,,"7.518,76",,,,,,,
ITABI-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
ITAPORANGA D'AJUDA-SE,,,SE,,,,"66.099,93",,,,,,,,"112.494,67",,,,,,"178.594,60",,,,,"358.037,83",,,,,,,
JAPARATUBA-SE,,,SE,,,,"411.827,80",,,,,,,,"291.856,82",,,,,,"703.684,62",,,,,"1.413.029,30",,,,,,,
JAPOATA-SE,,,SE,,,,"2.905,95",,,,,,,,-,,,,,,"2.905,95",,,,,"5.703,88",,,,,,,
LAGARTO-SE,,,SE,,,,"4.755,19",,,,,,,,-,,,,,,"4.755,19",,,,,"9.333,63",,,,,,,
LARANJEIRAS-SE,,,SE,,,,"3.434,30",,,,,,,,-,,,,,,"3.434,30",,,,,"6.740,95",,,,,,,
MACAMBIRA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
MALHADA DOS BOIS-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
MALHADOR-SE,,,SE,,,,"2.773,86",,,,,,,,-,,,,,,"2.773,86",,,,,"5.444,62",,,,,,,
MARUIM-SE,,,SE,,,,"91.165,94",,,,,,,,"15.982,67",,,,,,"107.148,61",,,,,"211.706,69",,,,,,,
MOITA BONITA-SE,,,SE,,,,"2.773,86",,,,,,,,-,,,,,,"2.773,86",,,,,"5.444,62",,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,SE,,,,"2.773,86",,,,,,,,-,,,,,,"2.773,86",,,,,"5.444,62",,,,,,,
MURIBECA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
NEOPOLIS-SE,,,SE,,,,"3.302,22",,,,,,,,-,,,,,,"3.302,22",,,,,"6.481,69",,,,,,,
NOSSA SENHORA APARECIDA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,SE,,,,"3.566,39",,,,,,,,-,,,,,,"3.566,39",,,,,"7.000,22",,,,,,,
NOSSA SENHORA DAS DORES-SE,,,SE,,,,"3.434,30",,,,,,,,-,,,,,,"3.434,30",,,,,"6.740,95",,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
NOSSA SENHORA DO SOCORRO -SE,,,SE,,,,"5.151,46",,,,,,,,-,,,,,,"5.151,46",,,,,"10.111,44",,,,,,,
PACATUBA-SE,,,SE,,,,"51.411,06",,,,,,,,"22.345,18",,,,,,"73.756,24",,,,,"139.164,89",,,,,,,
PEDRA MOLE-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
PEDRINHAS-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
PINHAO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
PIRAMBU-SE,,,SE,,,,"861.552,72",,,,,,,,"19.998,62",,,,,,"881.551,34",,,,,"2.142.215,62",,,,,,,
POCO REDONDO-SE,,,SE,,,,"3.566,39",,,,,,,,-,,,,,,"3.566,39",,,,,"7.000,22",,,,,,,
POCO VERDE-SE,,,SE,,,,"3.302,22",,,,,,,,-,,,,,,"3.302,22",,,,,"6.481,69",,,,,,,
PORTO DA FOLHA -SE,,,SE,,,,"3.566,39",,,,,,,,-,,,,,,"3.566,39",,,,,"7.000,22",,,,,,,
PROPRIA-SE,,,SE,,,,"3.566,39",,,,,,,,-,,,,,,"3.566,39",,,,,"7.000,22",,,,,,,
RIACHAO DO DANTAS-SE,,,SE,,,,"3.302,22",,,,,,,,-,,,,,,"3.302,22",,,,,"6.481,69",,,,,,,
RIACHUELO-SE,,,SE,,,,"30.485,09",,,,,,,,"17.958,94",,,,,,"48.444,03",,,,,"94.421,10",,,,,,,
RIBEIROPOLIS-SE,,,SE,,,,"3.038,04",,,,,,,,-,,,,,,"3.038,04",,,,,"5.963,15",,,,,,,
ROSARIO DO CATETE-SE,,,SE,,,,"113.236,21",,,,,,,,"34.416,34",,,,,,"147.652,55",,,,,"329.738,23",,,,,,,
SALGADO-SE,,,SE,,,,"3.302,22",,,,,,,,-,,,,,,"3.302,22",,,,,"6.481,69",,,,,,,
SANTA LUZIA DO ITANHY-SE,,,SE,,,,"2.905,95",,,,,,,,-,,,,,,"2.905,95",,,,,"5.703,88",,,,,,,
SANTA ROSA DE LIMA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
SANTO AMARO DAS BROTAS-SE,,,SE,,,,"80.692,53",,,,,,,,"4.607,45",,,,,,"85.299,98",,,,,"172.861,48",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO CRISTOVAO-SE,,,SE,,,,"77.869,79",,,,,,,,"1.412,69",,,,,,"79.282,48",,,,,"160.308,66",,,,,,,
SAO DOMINGOS-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
SAO FRANCISCO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
SIMAO DIAS-SE,,,SE,,,,"3.962,66",,,,,,,,-,,,,,,"3.962,66",,,,,"7.778,03",,,,,,,
SIRIRI-SE,,,SE,,,,"132.218,49",,,,,,,,"39.676,21",,,,,,"171.894,70",,,,,"370.968,93",,,,,,,
TELHA-SE,,,SE,,,,"2.641,77",,,,,,,,-,,,,,,"2.641,77",,,,,"5.185,35",,,,,,,
TOBIAS BARRETO-SE,,,SE,,,,"4.094,75",,,,,,,,-,,,,,,"4.094,75",,,,,"8.037,30",,,,,,,
TOMAR DO GERU-SE,,,SE,,,,"2.905,95",,,,,,,,-,,,,,,"2.905,95",,,,,"5.703,88",,,,,,,
UMBAUBA-SE,,,SE,,,,"3.302,22",,,,,,,,-,,,,,,"3.302,22",,,,,"6.481,69",,,,,,,
SERGIPE TOTAL,,,,,,,"3.649.863,66",,,,,,,,"1.502.789,10",,,,,,"5.152.652,76",,,,,"11.187.675,64",,,,,,,
ARUJA-SP,,,SP,,,,"1.139,49",,,,,,,,-,,,,,,"1.139,49",,,,,"2.235,11",,,,,,,
BARRA DO TURVO-SP,,,SP,,,,"690,60",,,,,,,,-,,,,,,"690,60",,,,,"1.354,61",,,,,,,
BARUERI -SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
BERTIOGA-SP,,,SP,,,,"42.252,23",,,,,,,,"1.415.646,61",,,,,,"1.457.898,84",,,,,"3.016.668,95",,,,,,,
BIRITIBA-MIRIM-SP,,,SP,,,,"932,31",,,,,,,,-,,,,,,"932,31",,,,,"1.828,72",,,,,,,
CAIEIRAS-SP,,,SP,,,,"1.174,02",,,,,,,,-,,,,,,"1.174,02",,,,,"2.302,84",,,,,,,
CAJAMAR-SP,,,SP,,,,"1.104,96",,,,,,,,-,,,,,,"1.104,96",,,,,"2.167,38",,,,,,,
CAJATI-SP,,,SP,,,,"966,84",,,,,,,,-,,,,,,"966,84",,,,,"1.896,45",,,,,,,
CANANEIA-SP,,,SP,,,,"33.198,18",,,,,,,,"56.221,97",,,,,,"89.420,15",,,,,"175.397,34",,,,,,,
CARAGUATATUBA-SP,,,SP,,,,-,,,,,,,,"1.356.995,31",,,,,,"1.356.995,31",,,,,"2.818.746,99",,,,,,,
CARAPICUIBA-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
COTIA-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
CUBATAO-SP,,,SP,,,,"55.833,31",,,,,,,,-,,,,,,"55.833,31",,,,,"109.516,86",,,,,,,
DIADEMA-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
ELDORADO-SP,,,SP,,,,"794,19",,,,,,,,-,,,,,,"794,19",,,,,"1.557,80",,,,,,,
EMBU-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
EMBU-GUACU-SP,,,SP,,,,"1.139,49",,,,,,,,-,,,,,,"1.139,49",,,,,"2.235,11",,,,,,,
FERRAZ DE VASCONCELOS-SP,,,SP,,,,"1.346,67",,,,,,,,-,,,,,,"1.346,67",,,,,"2.641,49",,,,,,,
FRANCISCO MORATO-SP,,,SP,,,,"1.346,67",,,,,,,,-,,,,,,"1.346,67",,,,,"2.641,49",,,,,,,
FRANCO DA ROCHA-SP,,,SP,,,,"1.277,61",,,,,,,,-,,,,,,"1.277,61",,,,,"2.506,03",,,,,,,
GUARAREMA-SP,,,SP,,,,"897,78",,,,,,,,-,,,,,,"897,78",,,,,"1.760,99",,,,,,,
GUARUJA-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
GUARULHOS-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
IGUAPE-SP,,,SP,,,,"932,31",,,,,,,,-,,,,,,"932,31",,,,,"1.828,72",,,,,,,
ILHA COMPRIDA-SP,,,SP,,,,"690,60",,,,,,,,-,,,,,,"690,60",,,,,"1.354,61",,,,,,,
ILHABELA-SP,,,SP,,,,-,,,,,,,,"1.356.995,31",,,,,,"1.356.995,31",,,,,"2.818.746,99",,,,,,,
ITANHAEM-SP,,,SP,,,,"1.174,02",,,,,,,,-,,,,,,"1.174,02",,,,,"2.302,84",,,,,,,
ITAPECERICA DA SERRA-SP,,,SP,,,,"1.346,67",,,,,,,,-,,,,,,"1.346,67",,,,,"2.641,49",,,,,,,
ITAPEVI-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
ITAQUAQUECETUBA-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
ITARIRI-SP,,,SP,,,,"759,66",,,,,,,,-,,,,,,"759,66",,,,,"1.490,07",,,,,,,
JACUPIRANGA-SP,,,SP,,,,"828,72",,,,,,,,-,,,,,,"828,72",,,,,"1.625,53",,,,,,,
JANDIRA-SP,,,SP,,,,"1.243,08",,,,,,,,-,,,,,,"1.243,08",,,,,"2.438,30",,,,,,,
JUQUIA-SP,,,SP,,,,"897,78",,,,,,,,-,,,,,,"897,78",,,,,"1.760,99",,,,,,,
JUQUITIBA-SP,,,SP,,,,"932,31",,,,,,,,-,,,,,,"932,31",,,,,"1.828,72",,,,,,,
MAIRIPORA-SP,,,SP,,,,"1.139,49",,,,,,,,-,,,,,,"1.139,49",,,,,"2.235,11",,,,,,,
"Superintendência de Controle das Participações Governamentais
*Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art. 2º da Lei n º
9.715, de 25 de novembro de 1998, combinado com o parágrafo 6º do Art.19 da Medida Provisória nº 2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUA-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
MIRACATU-SP,,,SP,,,,"897,78",,,,,,,,-,,,,,,"897,78",,,,,"1.760,99",,,,,,,
MOJI DAS CRUZES-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
MONGAGUA-SP,,,SP,,,,"1.001,37",,,,,,,,-,,,,,,"1.001,37",,,,,"1.964,18",,,,,,,
OSASCO-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
PARIQUERA-ACU-SP,,,SP,,,,"828,72",,,,,,,,-,,,,,,"828,72",,,,,"1.625,53",,,,,,,
PEDRO DE TOLEDO-SP,,,SP,,,,"690,60",,,,,,,,-,,,,,,"690,60",,,,,"1.354,61",,,,,,,
PERUIBE-SP,,,SP,,,,"1.104,96",,,,,,,,-,,,,,,"1.104,96",,,,,"2.167,38",,,,,,,
PIRAPORA DO BOM JESUS-SP,,,SP,,,,"759,66",,,,,,,,-,,,,,,"759,66",,,,,"1.490,07",,,,,,,
POA-SP,,,SP,,,,"1.243,08",,,,,,,,-,,,,,,"1.243,08",,,,,"2.438,30",,,,,,,
PRAIA GRANDE-SP,,,SP,,,,"10.940,31",,,,,,,,-,,,,,,"10.940,31",,,,,"21.459,38",,,,,,,
REGISTRO-SP,,,SP,,,,"1.104,96",,,,,,,,-,,,,,,"1.104,96",,,,,"2.167,38",,,,,,,
RIBEIRAO PIRES-SP,,,SP,,,,"1.277,61",,,,,,,,-,,,,,,"1.277,61",,,,,"2.506,03",,,,,,,
RIO GRANDE DA SERRA-SP,,,SP,,,,"1.035,90",,,,,,,,-,,,,,,"1.035,90",,,,,"2.031,91",,,,,,,
SALESOPOLIS-SP,,,SP,,,,"794,19",,,,,,,,-,,,,,,"794,19",,,,,"1.557,80",,,,,,,
SANTA ISABEL-SP,,,SP,,,,"1.070,43",,,,,,,,-,,,,,,"1.070,43",,,,,"2.099,65",,,,,,,
SANTANA DE PARNAIBA-SP,,,SP,,,,"1.208,55",,,,,,,,-,,,,,,"1.208,55",,,,,"2.370,57",,,,,,,
SANTO ANDRE-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
SANTOS-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
SAO BERNARDO DO CAMPO-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
SAO CAETANO DO SUL-SP,,,SP,,,,"1.346,67",,,,,,,,-,,,,,,"1.346,67",,,,,"2.641,49",,,,,,,
SAO LOURENCO DA SERRA-SP,,,SP,,,,"759,66",,,,,,,,-,,,,,,"759,66",,,,,"1.490,07",,,,,,,
SAO PAULO-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
SAO SEBASTIAO-SP,,,SP,,,,"781.711,26",,,,,,,,"2.713.990,62",,,,,,"3.495.701,88",,,,,"7.617.124,10",,,,,,,
SAO VICENTE-SP,,,SP,,,,"10.940,31",,,,,,,,-,,,,,,"10.940,31",,,,,"21.459,38",,,,,,,
SETE BARRAS-SP,,,SP,,,,"759,66",,,,,,,,-,,,,,,"759,66",,,,,"1.490,07",,,,,,,
SUZANO-SP,,,SP,,,,"1.381,20",,,,,,,,-,,,,,,"1.381,20",,,,,"2.709,22",,,,,,,
