SANTA MARIA DE JETIBA,,,,,,ES,,,,"4.055,87",,,,,,,-,,,,,,,"4.055,87",,,,,,,,"45.338,43",,,,,,
SANTA TERESA,,,,,,ES,,,,"3.766,17",,,,,,,-,,,,,,,"3.766,17",,,,,,,,"42.099,96",,,,,,
SAO DOMINGOS DO NORTE,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
SAO GABRIEL DA PALHA,,,,,,ES,,,,"3.911,02",,,,,,,-,,,,,,,"3.911,02",,,,,,,,"43.719,19",,,,,,
SAO JOSE DO CALCADO,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
SAO MATEUS,,,,,,ES,,,,"988.752,35",,,,,,,"162.357,33",,,,,,,"1.151.109,68",,,,,,,,"14.750.064,56",,,,,,
SAO ROQUE DO CANAA,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
SOORETAMA,,,,,,ES,,,,"3.621,31",,,,,,,-,,,,,,,"3.621,31",,,,,,,,"40.480,73",,,,,,
VARGEM ALTA,,,,,,ES,,,,"3.476,46",,,,,,,-,,,,,,,"3.476,46",,,,,,,,"38.861,49",,,,,,
VENDA NOVA DO IMIGRANTE,,,,,,ES,,,,"3.476,46",,,,,,,-,,,,,,,"3.476,46",,,,,,,,"38.861,49",,,,,,
VILA PAVAO,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
VILA VALERIO,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
TOTAL ESPIRITO SANTO,,,,,,,,,,"3.305.871,48",,,,,,,"1.033.201,69",,,,,,,"4.339.073,17",,,,,,,,"52.078.351,53",,,,,,
JUIZ DE FORA,,,,,,MG,,,,"306.624,23",,,,,,,-,,,,,,,"306.624,23",,,,,,,,"1.770.817,58",,,,,,
TOTAL MINAS GERAIS,,,,,,,,,,"306.624,23",,,,,,,-,,,,,,,"306.624,23",,,,,,,,"1.770.817,58",,,,,,
AFUA,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
ALENQUER,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
ALMEIRIM,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
ANAJAS,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
BREVES,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
CHAVES,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
CURUA,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
FARO,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
GURUPA,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
JURUTI,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
MELGACO,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
MONTE ALEGRE,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
OBIDOS,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
PORTO DE MOZ,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
PRAINHA,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
SANTAREM,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
TERRA SANTA,,,,,,PA,,,,-,,,,,,,"4.624,16",,,,,,,"4.624,16",,,,,,,,"62.924,16",,,,,,
TOTAL PARA,,,,,,,,,,-,,,,,,,"78.610,72",,,,,,,"78.610,72",,,,,,,,"1.069.710,72",,,,,,
PAULISTA,,,,,,PE,,,,"343.221,46",,,,,,,-,,,,,,,"343.221,46",,,,,,,,"343.221,46",,,,,,
TOTAL PERNAMBUCO,,,,,,,,,,"343.221,46",,,,,,,-,,,,,,,"343.221,46",,,,,,,,"343.221,46",,,,,,
ADRIANOPOLIS,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
AGUDOS DO SUL,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
ALMIRANTE TAMANDARE,,,,,,PR,,,,"5.471,68",,,,,,,-,,,,,,,"5.471,68",,,,,,,,"29.186,68",,,,,,
ANTONINA,,,,,,PR,,,,"3.799,78",,,,,,,-,,,,,,,"3.799,78",,,,,,,,"20.268,51",,,,,,
ARAUCARIA,,,,,,PR,,,,"5.471,68",,,,,,,-,,,,,,,"5.471,68",,,,,,,,"29.186,68",,,,,,
BALSA NOVA,,,,,,PR,,,,"3.191,81",,,,,,,-,,,,,,,"3.191,81",,,,,,,,"17.025,53",,,,,,
BOCAIUVA DO SUL,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
CAMPINA GRANDE DO SUL,,,,,,PR,,,,"4.407,74",,,,,,,-,,,,,,,"4.407,74",,,,,,,,"23.511,47",,,,,,
CAMPO DO TENENTE,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
CAMPO LARGO,,,,,,PR,,,,"5.471,68",,,,,,,-,,,,,,,"5.471,68",,,,,,,,"29.186,68",,,,,,
CAMPO MAGRO,,,,,,PR,,,,"3.951,77",,,,,,,-,,,,,,,"3.951,77",,,,,,,,"21.079,25",,,,,,
CERRO AZUL,,,,,,PR,,,,"3.647,78",,,,,,,-,,,,,,,"3.647,78",,,,,,,,"19.457,77",,,,,,
COLOMBO,,,,,,PR,,,,"6.079,64",,,,,,,-,,,,,,,"6.079,64",,,,,,,,"32.429,62",,,,,,
CONTENDA,,,,,,PR,,,,"3.343,80",,,,,,,-,,,,,,,"3.343,80",,,,,,,,"17.836,28",,,,,,
CURITIBA,,,,,,PR,,,,"6.079,64",,,,,,,-,,,,,,,"6.079,64",,,,,,,,"32.429,62",,,,,,
DOUTOR ULYSSES,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
FAZENDA RIO GRANDE,,,,,,PR,,,,"5.015,70",,,,,,,-,,,,,,,"5.015,70",,,,,,,,"26.754,44",,,,,,
GUARAQUECABA,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
GUARATUBA,,,,,,PR,,,,"4.103,76",,,,,,,-,,,,,,,"4.103,76",,,,,,,,"21.889,99",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPERUCU,,,,,,PR,,,,"3.799,78",,,,,,,-,,,,,,,"3.799,78",,,,,,,,"20.268,51",,,,,,
LAPA,,,,,,PR,,,,"4.711,72",,,,,,,-,,,,,,,"4.711,72",,,,,,,,"25.132,96",,,,,,
MANDIRITUBA,,,,,,PR,,,,"3.647,78",,,,,,,-,,,,,,,"3.647,78",,,,,,,,"19.457,77",,,,,,
MATINHOS,,,,,,PR,,,,"222.515,12",,,,,,,-,,,,,,,"222.515,12",,,,,,,,"1.186.925,57",,,,,,
MORRETES,,,,,,PR,,,,"3.495,79",,,,,,,-,,,,,,,"3.495,79",,,,,,,,"18.647,02",,,,,,
PARANAGUA,,,,,,PR,,,,"5.775,66",,,,,,,-,,,,,,,"5.775,66",,,,,,,,"30.808,14",,,,,,
PIEN,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
PINHAIS,,,,,,PR,,,,"5.623,67",,,,,,,-,,,,,,,"5.623,67",,,,,,,,"29.997,42",,,,,,
PIRAQUARA,,,,,,PR,,,,"5.319,69",,,,,,,-,,,,,,,"5.319,69",,,,,,,,"28.375,92",,,,,,
PONTAL DO PARANA,,,,,,PR,,,,"3.495,79",,,,,,,-,,,,,,,"3.495,79",,,,,,,,"18.647,02",,,,,,
PORTO AMAZONAS,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
QUATRO BARRAS,,,,,,PR,,,,"3.647,78",,,,,,,-,,,,,,,"3.647,78",,,,,,,,"19.457,77",,,,,,
QUITANDINHA,,,,,,PR,,,,"3.495,79",,,,,,,-,,,,,,,"3.495,79",,,,,,,,"18.647,02",,,,,,
RIO BRANCO DO SUL,,,,,,PR,,,,"4.255,75",,,,,,,-,,,,,,,"4.255,75",,,,,,,,"22.700,73",,,,,,
RIO NEGRO,,,,,,PR,,,,"4.255,75",,,,,,,-,,,,,,,"4.255,75",,,,,,,,"22.700,73",,,,,,
SAO JOSE DOS PINHAIS,,,,,,PR,,,,"6.079,64",,,,,,,-,,,,,,,"6.079,64",,,,,,,,"32.429,62",,,,,,
TIJUCAS DO SUL,,,,,,PR,,,,"3.343,80",,,,,,,-,,,,,,,"3.343,80",,,,,,,,"17.836,28",,,,,,
TUNAS DO PARANA,,,,,,PR,,,,"3.039,82",,,,,,,-,,,,,,,"3.039,82",,,,,,,,"16.214,80",,,,,,
TOTAL PARANA,,,,,,,,,,"370.858,35",,,,,,,-,,,,,,,"370.858,35",,,,,,,,"1.978.208,20",,,,,,
ANGRA DOS REIS,,,,,,RJ,,,,"747.396,57",,,,,,,"613.588,20",,,,,,,"1.360.984,77",,,,,,,,"13.017.066,52",,,,,,
APERIBE,,,,,,RJ,,,,"168.965,82",,,,,,,-,,,,,,,"168.965,82",,,,,,,,"3.012.605,82",,,,,,
ARARUAMA,,,,,,RJ,,,,"304.138,48",,,,,,,-,,,,,,,"304.138,48",,,,,,,,"5.422.690,57",,,,,,
ARMACAO DOS BUZIOS,,,,,,RJ,,,,"1.391.590,82",,,,,,,"815.902,29",,,,,,,"2.207.493,11",,,,,,,,"32.916.176,46",,,,,,
ARRAIAL DO CABO,,,,,,RJ,,,,"219.655,57",,,,,,,"31.982,37",,,,,,,"251.637,94",,,,,,,,"4.429.965,01",,,,,,
BARRA MANSA,,,,,,RJ,,,,"306.624,23",,,,,,,-,,,,,,,"306.624,23",,,,,,,,"3.701.400,62",,,,,,
BELFORD ROXO,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"653.818,91",,,,,,
BOM JARDIM,,,,,,RJ,,,,"219.655,57",,,,,,,-,,,,,,,"219.655,57",,,,,,,,"3.916.387,63",,,,,,
BOM JESUS DO ITABAPOANA,,,,,,RJ,,,,"245.000,44",,,,,,,-,,,,,,,"245.000,44",,,,,,,,"4.368.278,48",,,,,,
CABO FRIO,,,,,,RJ,,,,"2.115.218,05",,,,,,,"2.859.180,46",,,,,,,"4.974.398,51",,,,,,,,"66.995.640,12",,,,,,
CACHOEIRAS DE MACACU,,,,,,RJ,,,,"750.067,45",,,,,,,-,,,,,,,"750.067,45",,,,,,,,"9.129.905,06",,,,,,
CAMBUCI,,,,,,RJ,,,,"194.310,69",,,,,,,-,,,,,,,"194.310,69",,,,,,,,"3.464.496,72",,,,,,
CAMPOS DOS GOYTACAZES,,,,,,RJ,,,,"2.226.545,31",,,,,,,"16.107.189,20",,,,,,,"18.333.734,51",,,,,,,,"229.727.268,73",,,,,,
CANTAGALO,,,,,,RJ,,,,"211.207,28",,,,,,,-,,,,,,,"211.207,28",,,,,,,,"3.765.757,31",,,,,,
CARAPEBUS,,,,,,RJ,,,,"1.113.272,65",,,,,,,"373.195,85",,,,,,,"1.486.468,50",,,,,,,,"22.490.168,56",,,,,,
CARDOSO MOREIRA,,,,,,RJ,,,,"185.862,40",,,,,,,-,,,,,,,"185.862,40",,,,,,,,"3.313.866,43",,,,,,
CARMO,,,,,,RJ,,,,"194.310,69",,,,,,,-,,,,,,,"194.310,69",,,,,,,,"3.464.496,72",,,,,,
CASIMIRO DE ABREU,,,,,,RJ,,,,"1.447.254,45",,,,,,,"367.497,83",,,,,,,"1.814.752,28",,,,,,,,"27.546.180,75",,,,,,
CONCEICAO DE MACABU,,,,,,RJ,,,,"211.207,28",,,,,,,-,,,,,,,"211.207,28",,,,,,,,"3.765.757,31",,,,,,
CORDEIRO,,,,,,RJ,,,,"211.207,28",,,,,,,-,,,,,,,"211.207,28",,,,,,,,"3.765.757,31",,,,,,
DUAS BARRAS,,,,,,RJ,,,,"177.414,11",,,,,,,-,,,,,,,"177.414,11",,,,,,,,"3.163.236,13",,,,,,
DUQUE DE CAXIAS,,,,,,RJ,,,,"1.071.524,93",,,,,,,"7.861,83",,,,,,,"1.079.386,76",,,,,,,,"13.224.838,28",,,,,,
GUAPIMIRIM,,,,,,RJ,,,,"803.643,70",,,,,,,"7.861,83",,,,,,,"811.505,53",,,,,,,,"9.964.157,88",,,,,,
IGUABA GRANDE,,,,,,RJ,,,,"194.310,69",,,,,,,-,,,,,,,"194.310,69",,,,,,,,"3.464.496,72",,,,,,
ITABORAI,,,,,,RJ,,,,"337.931,64",,,,,,,"7.861,83",,,,,,,"345.793,47",,,,,,,,"835.935,64",,,,,,
ITAGUAI,,,,,,RJ,,,,"304.138,48",,,,,,,-,,,,,,,"304.138,48",,,,,,,,"588.437,03",,,,,,
ITALVA,,,,,,RJ,,,,"185.862,40",,,,,,,-,,,,,,,"185.862,40",,,,,,,,"3.313.866,43",,,,,,
ITAOCARA,,,,,,RJ,,,,"219.655,57",,,,,,,-,,,,,,,"219.655,57",,,,,,,,"3.916.387,63",,,,,,
ITAPERUNA,,,,,,RJ,,,,"304.138,48",,,,,,,-,,,,,,,"304.138,48",,,,,,,,"5.422.690,57",,,,,,
JAPERI,,,,,,RJ,,,,"610.762,71",,,,,,,-,,,,,,,"610.762,71",,,,,,,,"4.289.837,65",,,,,,
LAJE DO MURIAE,,,,,,RJ,,,,"168.965,82",,,,,,,-,,,,,,,"168.965,82",,,,,,,,"3.012.605,82",,,,,,
MACAE,,,,,,RJ,,,,"9.319.596,04",,,,,,,"6.063.987,98",,,,,,,"15.383.584,02",,,,,,,,"187.686.111,86",,,,,,
MACUCO,,,,,,RJ,,,,"168.965,82",,,,,,,-,,,,,,,"168.965,82",,,,,,,,"3.012.605,82",,,,,,
MAGE,,,,,,RJ,,,,"964.372,44",,,,,,,"7.861,83",,,,,,,"972.234,27",,,,,,,,"11.920.566,13",,,,,,
MANGARATIBA,,,,,,RJ,,,,"228.103,86",,,,,,,"460.191,15",,,,,,,"688.295,01",,,,,,,,"3.584.910,86",,,,,,
MARICA,,,,,,RJ,,,,"295.690,19",,,,,,,-,,,,,,,"295.690,19",,,,,,,,"572.091,55",,,,,,
MESQUITA,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"653.818,91",,,,,,
MIRACEMA,,,,,,RJ,,,,"228.103,86",,,,,,,-,,,,,,,"228.103,86",,,,,,,,"4.067.017,92",,,,,,
NATIVIDADE,,,,,,RJ,,,,"194.310,69",,,,,,,-,,,,,,,"194.310,69",,,,,,,,"3.464.496,72",,,,,,
NILOPOLIS,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"653.818,91",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NITEROI,,,,,,RJ,,,,"2.226.545,31",,,,,,,"7.861,83",,,,,,,"2.234.407,14",,,,,,,,"4.489.962,63",,,,,,
NOVA FRIBURGO,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"6.025.211,73",,,,,,
NOVA IGUACU,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"653.818,91",,,,,,
PARACAMBI,,,,,,RJ,,,,"261.897,02",,,,,,,-,,,,,,,"261.897,02",,,,,,,,"506.709,66",,,,,,
PARATI,,,,,,RJ,,,,-,,,,,,,"460.191,15",,,,,,,"460.191,15",,,,,,,,"3.143.583,09",,,,,,
PETROPOLIS,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"6.025.211,73",,,,,,
PIRAI,,,,,,RJ,,,,"306.624,23",,,,,,,-,,,,,,,"306.624,23",,,,,,,,"3.701.400,62",,,,,,
PORCIUNCULA,,,,,,RJ,,,,"194.310,69",,,,,,,-,,,,,,,"194.310,69",,,,,,,,"3.464.496,72",,,,,,
QUEIMADOS,,,,,,RJ,,,,"321.035,06",,,,,,,-,,,,,,,"321.035,06",,,,,,,,"621.127,97",,,,,,
QUISSAMA,,,,,,RJ,,,,"1.224.599,92",,,,,,,"2.165.571,02",,,,,,,"3.390.170,94",,,,,,,,"45.952.480,21",,,,,,
RIO BONITO,,,,,,RJ,,,,"270.345,31",,,,,,,-,,,,,,,"270.345,31",,,,,,,,"4.820.169,38",,,,,,
RIO DAS OSTRAS,,,,,,RJ,,,,"1.669.908,98",,,,,,,"5.334.647,60",,,,,,,"7.004.556,58",,,,,,,,"93.502.944,79",,,,,,
RIO DE JANEIRO,,,,,,RJ,,,,"2.973.941,88",,,,,,,"31.447,35",,,,,,,"3.005.389,23",,,,,,,,"14.776.464,85",,,,,,
SANTA MARIA MADALENA,,,,,,RJ,,,,"177.414,11",,,,,,,-,,,,,,,"177.414,11",,,,,,,,"3.163.236,13",,,,,,
SANTO ANTONIO DE PADUA,,,,,,RJ,,,,"253.448,73",,,,,,,-,,,,,,,"253.448,73",,,,,,,,"4.518.908,78",,,,,,
SAO FIDELIS,,,,,,RJ,,,,"253.448,73",,,,,,,-,,,,,,,"253.448,73",,,,,,,,"4.518.908,78",,,,,,
SAO FRANCISCO DE ITABAPOANA,,,,,,RJ,,,,"261.897,02",,,,,,,-,,,,,,,"261.897,02",,,,,,,,"4.669.539,09",,,,,,
SAO GONCALO,,,,,,RJ,,,,"337.931,64",,,,,,,"7.861,83",,,,,,,"345.793,47",,,,,,,,"835.935,64",,,,,,
SAO JOAO DA BARRA,,,,,,RJ,,,,"1.502.918,08",,,,,,,"654.171,61",,,,,,,"2.157.089,69",,,,,,,,"27.790.704,31",,,,,,
SAO JOAO DE MERITI,,,,,,RJ,,,,"337.931,64",,,,,,,-,,,,,,,"337.931,64",,,,,,,,"653.818,91",,,,,,
SAO JOSE DE UBA,,,,,,RJ,,,,"168.965,82",,,,,,,-,,,,,,,"168.965,82",,,,,,,,"3.012.605,82",,,,,,
SAO JOSE DO VALE DO RIO PRETO,,,,,,RJ,,,,"211.207,28",,,,,,,-,,,,,,,"211.207,28",,,,,,,,"3.765.757,31",,,,,,
SAO PEDRO DA ALDEIA,,,,,,RJ,,,,"278.793,60",,,,,,,-,,,,,,,"278.793,60",,,,,,,,"4.970.799,68",,,,,,
SAO SEBASTIAO DO ALTO,,,,,,RJ,,,,"168.965,82",,,,,,,-,,,,,,,"168.965,82",,,,,,,,"3.012.605,82",,,,,,
SAQUAREMA,,,,,,RJ,,,,"270.345,31",,,,,,,-,,,,,,,"270.345,31",,,,,,,,"4.820.169,38",,,,,,
SEROPEDICA,,,,,,RJ,,,,"287.241,90",,,,,,,-,,,,,,,"287.241,90",,,,,,,,"555.746,08",,,,,,
SILVA JARDIM,,,,,,RJ,,,,"696.491,20",,,,,,,-,,,,,,,"696.491,20",,,,,,,,"8.477.768,99",,,,,,
SUMIDOURO,,,,,,RJ,,,,"194.310,69",,,,,,,-,,,,,,,"194.310,69",,,,,,,,"3.464.496,72",,,,,,
TANGUA,,,,,,RJ,,,,"228.103,86",,,,,,,-,,,,,,,"228.103,86",,,,,,,,"441.327,77",,,,,,
TERESOPOLIS,,,,,,RJ,,,,"329.483,35",,,,,,,-,,,,,,,"329.483,35",,,,,,,,"5.874.581,45",,,,,,
TRAJANO DE MORAIS,,,,,,RJ,,,,"177.414,11",,,,,,,-,,,,,,,"177.414,11",,,,,,,,"3.163.236,13",,,,,,
VARRE-SAI,,,,,,RJ,,,,"168.965,82",,,,,,,-,,,,,,,"168.965,82",,,,,,,,"3.012.605,82",,,,,,
VOLTA REDONDA,,,,,,RJ,,,,"306.624,23",,,,,,,-,,,,,,,"306.624,23",,,,,,,,"3.701.400,62",,,,,,
TOTAL RIO DE JANEIRO,,,,,,,,,,"46.329.683,64",,,,,,,"36.385.915,04",,,,,,,"82.715.598,68",,,,,,,,"997.787.349,02",,,,,,
ACARI,,,,,,RN,,,,"3.935,23",,,,,,,-,,,,,,,"3.935,23",,,,,,,,"45.488,05",,,,,,
ACU,,,,,,RN,,,,"157.730,77",,,,,,,"68.558,42",,,,,,,"226.289,19",,,,,,,,"2.976.203,18",,,,,,
AFONSO BEZERRA,,,,,,RN,,,,"3.935,23",,,,,,,-,,,,,,,"3.935,23",,,,,,,,"45.488,05",,,,,,
AGUA NOVA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
ALEXANDRIA,,,,,,RN,,,,"4.122,63",,,,,,,-,,,,,,,"4.122,63",,,,,,,,"47.654,16",,,,,,
ALMINO AFONSO,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
ALTO DO RODRIGUES,,,,,,RN,,,,"207.150,42",,,,,,,"86.850,65",,,,,,,"294.001,07",,,,,,,,"3.784.116,09",,,,,,
ANTONIO MARTINS,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
APODI,,,,,,RN,,,,"155.412,40",,,,,,,"79.876,55",,,,,,,"235.288,95",,,,,,,,"3.436.230,23",,,,,,
AREIA BRANCA,,,,,,RN,,,,"403.968,82",,,,,,,"366.461,82",,,,,,,"770.430,64",,,,,,,,"10.071.423,78",,,,,,
AUGUSTO SEVERO,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
BARAUNA,,,,,,RN,,,,"4.684,80",,,,,,,-,,,,,,,"4.684,80",,,,,,,,"54.152,45",,,,,,
CAICO,,,,,,RN,,,,"6.183,94",,,,,,,-,,,,,,,"6.183,94",,,,,,,,"71.481,28",,,,,,
CARAUBAS,,,,,,RN,,,,"103.819,18",,,,,,,"35.907,44",,,,,,,"139.726,62",,,,,,,,"1.751.444,16",,,,,,
CARNAUBA DOS DANTAS,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
CARNAUBAIS,,,,,,RN,,,,"109.661,64",,,,,,,"23.471,42",,,,,,,"133.133,06",,,,,,,,"1.666.329,98",,,,,,
CERRO CORA,,,,,,RN,,,,"3.935,23",,,,,,,-,,,,,,,"3.935,23",,,,,,,,"45.488,05",,,,,,
CORONEL JOAO PESSOA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
CRUZETA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
CURRAIS NOVOS,,,,,,RN,,,,"5.809,16",,,,,,,-,,,,,,,"5.809,16",,,,,,,,"67.149,06",,,,,,
DOUTOR SEVERIANO,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
ENCANTO,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
EQUADOR,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
FELIPE GUERRA,,,,,,RN,,,,"104.148,39",,,,,,,"32.422,69",,,,,,,"136.571,08",,,,,,,,"1.808.541,86",,,,,,
FLORANIA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANCISCO DANTAS,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
FRUTUOSO GOMES,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
GALINHOS,,,,,,RN,,,,"3.747,84",,,,,,,"68.288,76",,,,,,,"72.036,60",,,,,,,,"1.002.042,84",,,,,,
GOVERNADOR DIX-SEPT ROSADO,,,,,,RN,,,,"187.889,84",,,,,,,"105.618,36",,,,,,,"293.508,20",,,,,,,,"3.241.663,84",,,,,,
GROSSOS,,,,,,RN,,,,"56.965,10",,,,,,,"63.688,54",,,,,,,"120.653,64",,,,,,,,"1.386.812,85",,,,,,
GUAMARE,,,,,,RN,,,,"867.228,74",,,,,,,"520.346,28",,,,,,,"1.387.575,02",,,,,,,,"16.337.691,76",,,,,,
IELMO MARINHO,,,,,,RN,,,,"343.221,46",,,,,,,-,,,,,,,"343.221,46",,,,,,,,"4.412.868,62",,,,,,
IPANGUACU,,,,,,RN,,,,"3.935,23",,,,,,,-,,,,,,,"3.935,23",,,,,,,,"45.488,05",,,,,,
IPUEIRA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
ITAJA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
ITAU,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
JANDAIRA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
JANDUIS,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
JARDIM DE PIRANHAS,,,,,,RN,,,,"3.935,23",,,,,,,-,,,,,,,"3.935,23",,,,,,,,"45.488,05",,,,,,
JARDIM DO SERIDO,,,,,,RN,,,,"4.122,63",,,,,,,-,,,,,,,"4.122,63",,,,,,,,"47.654,16",,,,,,
JOAO DIAS,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
JOSE DA PENHA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
JUCURUTU,,,,,,RN,,,,"4.497,41",,,,,,,-,,,,,,,"4.497,41",,,,,,,,"51.986,36",,,,,,
LAGOA NOVA,,,,,,RN,,,,"4.122,63",,,,,,,-,,,,,,,"4.122,63",,,,,,,,"47.654,16",,,,,,
LUCRECIA,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
LUIS GOMES,,,,,,RN,,,,"3.747,84",,,,,,,-,,,,,,,"3.747,84",,,,,,,,"43.321,95",,,,,,
