DUAS BARRAS-RJ,,,,,,,RJ,,"333.238,73",,,,,,-,,,,,,,,"333.238,73",,,,,,,,"1.898.344,12",,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,,,,RJ,,"3.598.670,92",,,,,,"84.840,26",,,,,,,,"3.683.511,18",,,,,,,,"21.431.222,94",,,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,,,,RJ,,"349.107,24",,,,,,-,,,,,,,,"349.107,24",,,,,,,,"1.988.741,45",,,,,,,,,
GUAPIMIRIM-RJ,,,,,,,RJ,,"2.674.667,91",,,,,,"84.840,26",,,,,,,,"2.759.508,17",,,,,,,,"15.853.537,46",,,,,,,,,
IGUABA GRANDE-RJ,,,,,,,RJ,,"396.712,78",,,,,,-,,,,,,,,"396.712,78",,,,,,,,"2.259.933,47",,,,,,,,,
ITABORAI-RJ,,,,,,,RJ,,"634.740,44",,,,,,"84.840,26",,,,,,,,"719.580,70",,,,,,,,"4.185.738,01",,,,,,,,,
ITAGUAI-RJ,,,,,,,RJ,,"571.266,40",,,,,,"852,87",,,,,,,,"572.119,27",,,,,,,,"3.259.326,57",,,,,,,,,
ITALVA-RJ,,,,,,,RJ,,"349.107,24",,,,,,-,,,,,,,,"349.107,24",,,,,,,,"1.988.741,45",,,,,,,,,
ITAOCARA-RJ,,,,,,,RJ,,"412.581,29",,,,,,-,,,,,,,,"412.581,29",,,,,,,,"2.350.330,82",,,,,,,,,
ITAPERUNA-RJ,,,,,,,RJ,,"571.266,40",,,,,,-,,,,,,,,"571.266,40",,,,,,,,"3.254.304,20",,,,,,,,,
ITATIAIA-RJ,,,,,,,RJ,,"444.318,31",,,,,,-,,,,,,,,"444.318,31",,,,,,,,"2.531.125,47",,,,,,,,,
JAPERI-RJ,,,,,,,RJ,,"1.307.294,02",,,,,,-,,,,,,,,"1.307.294,02",,,,,,,,"7.280.214,07",,,,,,,,,
LAJE DO MURIAE-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
MACAE-RJ,,,,,,,RJ,,"22.204.268,11",,,,,,"9.432.719,15",,,,,,,,"31.636.987,26",,,,,,,,"178.564.785,75",,,,,,,,,
MACUCO-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
MAGE-RJ,,,,,,,RJ,,"3.106.065,96",,,,,,"84.840,26",,,,,,,,"3.190.906,22",,,,,,,,"18.318.673,48",,,,,,,,,
MANGARATIBA-RJ,,,,,,,RJ,,"444.318,31",,,,,,"2.706.160,06",,,,,,,,"3.150.478,37",,,,,,,,"14.584.441,20",,,,,,,,,
MARICA-RJ,,,,,,,RJ,,"3.328.770,60",,,,,,-,,,,,,,,"3.328.770,60",,,,,,,,"16.369.032,59",,,,,,,,,
MENDES-RJ,,,,,,,RJ,,"380.844,26",,,,,,-,,,,,,,,"380.844,26",,,,,,,,"2.169.536,11",,,,,,,,,
MESQUITA-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
MIGUEL PEREIRA-RJ,,,,,,,RJ,,"428.449,80",,,,,,-,,,,,,,,"428.449,80",,,,,,,,"2.440.728,15",,,,,,,,,
MIRACEMA-RJ,,,,,,,RJ,,"428.449,80",,,,,,-,,,,,,,,"428.449,80",,,,,,,,"2.440.728,15",,,,,,,,,
NATIVIDADE-RJ,,,,,,,RJ,,"364.975,75",,,,,,-,,,,,,,,"364.975,75",,,,,,,,"2.079.138,79",,,,,,,,,
NILOPOLIS-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
NITEROI-RJ,,,,,,,RJ,,"3.598.670,92",,,,,,"84.840,26",,,,,,,,"3.683.511,18",,,,,,,,"21.431.222,94",,,,,,,,,
NOVA FRIBURGO-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
NOVA IGUACU-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
PARACAMBI-RJ,,,,,,,RJ,,"491.923,84",,,,,,-,,,,,,,,"491.923,84",,,,,,,,"2.802.317,50",,,,,,,,,
PARATI-RJ,,,,,,,RJ,,"2.609.036,41",,,,,,"3.044.773,99",,,,,,,,"5.653.810,40",,,,,,,,"29.171.843,95",,,,,,,,,
PATY DO ALFERES-RJ,,,,,,,RJ,,"428.449,80",,,,,,-,,,,,,,,"428.449,80",,,,,,,,"2.440.728,15",,,,,,,,,
PETROPOLIS-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
PINHEIRAL-RJ,,,,,,,RJ,,"412.581,29",,,,,,-,,,,,,,,"412.581,29",,,,,,,,"2.350.330,82",,,,,,,,,
PIRAI-RJ,,,,,,,RJ,,"1.164.477,42",,,,,,-,,,,,,,,"1.164.477,42",,,,,,,,"6.466.638,02",,,,,,,,,
PORCIUNCULA-RJ,,,,,,,RJ,,"380.844,26",,,,,,-,,,,,,,,"380.844,26",,,,,,,,"2.169.536,11",,,,,,,,,
PORTO REAL-RJ,,,,,,,RJ,,"364.975,75",,,,,,-,,,,,,,,"364.975,75",,,,,,,,"2.079.138,79",,,,,,,,,
QUATIS-RJ,,,,,,,RJ,,"349.107,24",,,,,,-,,,,,,,,"349.107,24",,,,,,,,"1.988.741,45",,,,,,,,,
QUEIMADOS-RJ,,,,,,,RJ,,"618.871,93",,,,,,-,,,,,,,,"618.871,93",,,,,,,,"3.525.496,22",,,,,,,,,
QUISSAMA-RJ,,,,,,,RJ,,"2.159.202,55",,,,,,"4.194.626,50",,,,,,,,"6.353.829,05",,,,,,,,"37.372.197,02",,,,,,,,,
RESENDE-RJ,,,,,,,RJ,,"603.003,42",,,,,,-,,,,,,,,"603.003,42",,,,,,,,"3.435.098,87",,,,,,,,,
RIO BONITO-RJ,,,,,,,RJ,,"507.792,35",,,,,,-,,,,,,,,"507.792,35",,,,,,,,"2.892.714,84",,,,,,,,,
RIO CLARO-RJ,,,,,,,RJ,,"380.844,26",,,,,,-,,,,,,,,"380.844,26",,,,,,,,"2.169.536,11",,,,,,,,,
RIO DAS FLORES-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
RIO DAS OSTRAS-RJ,,,,,,,RJ,,"3.148.837,05",,,,,,"10.007.017,96",,,,,,,,"13.155.855,01",,,,,,,,"74.681.180,35",,,,,,,,,
RIO DE JANEIRO-RJ,,,,,,,RJ,,"4.750.714,15",,,,,,"347.721,80",,,,,,,,"5.098.435,95",,,,,,,,"29.330.116,42",,,,,,,,,
SANTA MARIA MADALENA-RJ,,,,,,,RJ,,"333.238,73",,,,,,-,,,,,,,,"333.238,73",,,,,,,,"1.898.344,12",,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,,,RJ,,"491.923,84",,,,,,-,,,,,,,,"491.923,84",,,,,,,,"2.802.317,50",,,,,,,,,
SAO FIDELIS-RJ,,,,,,,RJ,,"476.055,33",,,,,,-,,,,,,,,"476.055,33",,,,,,,,"2.711.920,18",,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,,,RJ,,"491.923,84",,,,,,-,,,,,,,,"491.923,84",,,,,,,,"2.802.317,50",,,,,,,,,
SAO GONCALO-RJ,,,,,,,RJ,,"634.740,44",,,,,,"84.840,26",,,,,,,,"719.580,70",,,,,,,,"4.185.738,01",,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,,,,RJ,,"2.519.069,64",,,,,,"6.119.731,97",,,,,,,,"8.638.801,61",,,,,,,,"45.969.377,53",,,,,,,,,
SAO JOAO DE MERITI-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
SAO JOSE DE UBA-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,,,RJ,,"396.712,78",,,,,,-,,,,,,,,"396.712,78",,,,,,,,"2.259.933,47",,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,,,RJ,,"555.397,89",,,,,,-,,,,,,,,"555.397,89",,,,,,,,"3.163.906,87",,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAQUAREMA-RJ,,,,,,,RJ,,"523.660,87",,,,,,-,,,,,,,,"523.660,87",,,,,,,,"2.983.112,18",,,,,,,,,
SEROPEDICA-RJ,,,,,,,RJ,,"555.397,89",,,,,,-,,,,,,,,"555.397,89",,,,,,,,"3.163.906,87",,,,,,,,,
SILVA JARDIM-RJ,,,,,,,RJ,,"2.243.269,86",,,,,,-,,,,,,,,"2.243.269,86",,,,,,,,"12.818.581,25",,,,,,,,,
SUMIDOURO-RJ,,,,,,,RJ,,"364.975,75",,,,,,-,,,,,,,,"364.975,75",,,,,,,,"2.079.138,79",,,,,,,,,
TANGUA-RJ,,,,,,,RJ,,"444.318,31",,,,,,-,,,,,,,,"444.318,31",,,,,,,,"2.531.125,47",,,,,,,,,
TERESOPOLIS-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
VALENCA-RJ,,,,,,,RJ,,"539.529,38",,,,,,-,,,,,,,,"539.529,38",,,,,,,,"3.073.509,53",,,,,,,,,
VARRE-SAI-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
VASSOURAS-RJ,,,,,,,RJ,,"460.186,82",,,,,,-,,,,,,,,"460.186,82",,,,,,,,"2.621.522,82",,,,,,,,,
VOLTA REDONDA-RJ,,,,,,,RJ,,"1.370.768,06",,,,,,-,,,,,,,,"1.370.768,06",,,,,,,,"7.641.803,44",,,,,,,,,
RIO DE JANEIRO  TOTAL,,,,,,,,,"111.661.364,16",,,,,,"90.380.529,03",,,,,,,,"202.041.893,19",,,,,,,,"1.138.410.371,53",,,,,,,,,
ACARI-RN,,,,,,,RN,,"4.231,09",,,,,,-,,,,,,,,"4.231,09",,,,,,,,"22.212,73",,,,,,,,,
ACU-RN,,,,,,,RN,,"187.668,64",,,,,,"81.346,65",,,,,,,,"269.015,29",,,,,,,,"1.601.855,27",,,,,,,,,
AFONSO BEZERRA-RN,,,,,,,RN,,"4.311,47",,,,,,"37,38",,,,,,,,"4.348,85",,,,,,,,"24.237,35",,,,,,,,,
AGUA NOVA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
ALEXANDRIA-RN,,,,,,,RN,,"4.432,57",,,,,,-,,,,,,,,"4.432,57",,,,,,,,"23.270,47",,,,,,,,,
ALMINO AFONSO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
ALTO DO RODRIGUES-RN,,,,,,,RN,,"161.904,60",,,,,,"59.677,49",,,,,,,,"221.582,09",,,,,,,,"1.580.902,92",,,,,,,,,
ANTONIO MARTINS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
APODI-RN,,,,,,,RN,,"243.724,88",,,,,,"142.263,97",,,,,,,,"385.988,85",,,,,,,,"2.082.660,35",,,,,,,,,
AREIA BRANCA-RN,,,,,,,RN,,"395.396,58",,,,,,"299.638,79",,,,,,,,"695.035,37",,,,,,,,"8.265.631,04",,,,,,,,,
AUGUSTO SEVERO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
BARAUNA-RN,,,,,,,RN,,"5.238,49",,,,,,-,,,,,,,,"5.238,49",,,,,,,,"27.501,63",,,,,,,,,
CAICO-RN,,,,,,,RN,,"6.648,86",,,,,,-,,,,,,,,"6.648,86",,,,,,,,"34.905,74",,,,,,,,,
CARAUBAS-RN,,,,,,,RN,,"155.722,05",,,,,,"72.051,61",,,,,,,,"227.773,66",,,,,,,,"1.341.381,54",,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
CARNAUBAIS-RN,,,,,,,RN,,"93.620,13",,,,,,"13.377,79",,,,,,,,"106.997,92",,,,,,,,"545.923,13",,,,,,,,,
CERRO CORA-RN,,,,,,,RN,,"4.231,09",,,,,,-,,,,,,,,"4.231,09",,,,,,,,"22.212,73",,,,,,,,,
CORONEL JOAO PESSOA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
CRUZETA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
CURRAIS NOVOS-RN,,,,,,,RN,,"6.245,89",,,,,,-,,,,,,,,"6.245,89",,,,,,,,"32.790,23",,,,,,,,,
DOUTOR SEVERIANO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
ENCANTO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
EQUADOR-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
FELIPE GUERRA-RN,,,,,,,RN,,"119.930,90",,,,,,"41.586,28",,,,,,,,"161.517,18",,,,,,,,"1.035.190,92",,,,,,,,,
FLORANIA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
FRANCISCO DANTAS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
FRUTUOSO GOMES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
GALINHOS-RN,,,,,,,RN,,"4.029,61",,,,,,"45.434,97",,,,,,,,"49.464,58",,,,,,,,"317.596,85",,,,,,,,,
GOIANINHA-RN,,,,,,,RN,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.233,91",,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,,,RN,,"223.202,99",,,,,,"128.509,04",,,,,,,,"351.712,03",,,,,,,,"1.768.149,73",,,,,,,,,
GROSSOS-RN,,,,,,,RN,,"60.789,57",,,,,,"45.697,69",,,,,,,,"106.487,26",,,,,,,,"605.471,69",,,,,,,,,
GUAMARE-RN,,,,,,,RN,,"1.283.206,80",,,,,,"560.427,39",,,,,,,,"1.843.634,19",,,,,,,,"9.726.255,92",,,,,,,,,
IELMO MARINHO-RN,,,,,,,RN,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.233,91",,,,,,,,,
IPANGUACU-RN,,,,,,,RN,,"4.432,57",,,,,,-,,,,,,,,"4.432,57",,,,,,,,"23.270,47",,,,,,,,,
IPUEIRA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
ITAJA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
ITAU-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
JANDAIRA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
JANDUIS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
JARDIM DE PIRANHAS-RN,,,,,,,RN,,"4.432,57",,,,,,-,,,,,,,,"4.432,57",,,,,,,,"23.270,47",,,,,,,,,
JARDIM DO SERIDO-RN,,,,,,,RN,,"4.432,57",,,,,,-,,,,,,,,"4.432,57",,,,,,,,"23.270,47",,,,,,,,,
JOAO DIAS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
JOSE DA PENHA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
JUCURUTU-RN,,,,,,,RN,,"4.835,53",,,,,,-,,,,,,,,"4.835,53",,,,,,,,"25.385,97",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAGOA NOVA-RN,,,,,,,RN,,"4.432,57",,,,,,-,,,,,,,,"4.432,57",,,,,,,,"23.270,47",,,,,,,,,
LUCRECIA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
LUIS GOMES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
MACAIBA-RN,,,,,,,RN,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.233,91",,,,,,,,,
MACAU-RN,,,,,,,RN,,"1.481.350,90",,,,,,"377.152,73",,,,,,,,"1.858.503,63",,,,,,,,"10.576.459,55",,,,,,,,,
MAJOR SALES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
MARCELINO VIEIRA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
MARTINS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
MESSIAS TARGINO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
MOSSORO-RN,,,,,,,RN,,"892.298,65",,,,,,"710.299,44",,,,,,,,"1.602.598,09",,,,,,,,"9.178.811,12",,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
OURO BRANCO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
PARANA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
PARAU-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
PARELHAS-RN,,,,,,,RN,,"5.037,01",,,,,,-,,,,,,,,"5.037,01",,,,,,,,"26.443,75",,,,,,,,,
PATU-RN,,,,,,,RN,,"4.231,09",,,,,,-,,,,,,,,"4.231,09",,,,,,,,"22.212,73",,,,,,,,,
PAU DOS FERROS-RN,,,,,,,RN,,"5.439,97",,,,,,-,,,,,,,,"5.439,97",,,,,,,,"28.559,24",,,,,,,,,
PEDRO AVELINO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
PENDENCIAS-RN,,,,,,,RN,,"1.327.735,76",,,,,,"81.814,23",,,,,,,,"1.409.549,99",,,,,,,,"7.837.042,54",,,,,,,,,
PILOES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
PORTALEGRE-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
PORTO DO MANGUE-RN,,,,,,,RN,,"122.510,88",,,,,,"243.732,66",,,,,,,,"366.243,54",,,,,,,,"1.735.353,02",,,,,,,,,
RAFAEL FERNANDES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
RAFAEL GODEIRO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
RIACHO DA CRUZ-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
RIACHO DE SANTANA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
RODOLFO FERNANDES-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SANTANA DO SERIDO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SAO FERNANDO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SAO GONCALO DO AMARANTE-RN,,,,,,,RN,,-,,,,,,-,,,,,,,,-,,,,,,,,"1.724,53",,,,,,,,,
SAO JOAO DO SABUGI-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SAO JOSE DE MIPIBU-RN,,,,,,,RN,,-,,,,,,-,,,,,,,,-,,,,,,,,"2,23",,,,,,,,,
SAO JOSE DO SERIDO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SAO MIGUEL-RN,,,,,,,RN,,"5.238,49",,,,,,-,,,,,,,,"5.238,49",,,,,,,,"27.501,49",,,,,,,,,
SAO RAFAEL-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SAO VICENTE-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SERRA DO MEL-RN,,,,,,,RN,,"93.690,18",,,,,,"23.868,28",,,,,,,,"117.558,46",,,,,,,,"1.905.403,40",,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SERRINHA DOS PINTOS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
SEVERIANO MELO-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
TABOLEIRO GRANDE-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
TENENTE ANANIAS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
TIBAU-RN,,,,,,,RN,,"60.789,57",,,,,,"16.565,97",,,,,,,,"77.355,54",,,,,,,,"423.250,26",,,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
TRIUNFO POTIGUAR-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
UMARIZAL-RN,,,,,,,RN,,"4.231,09",,,,,,-,,,,,,,,"4.231,09",,,,,,,,"22.212,73",,,,,,,,,
UPANEMA-RN,,,,,,,RN,,"104.181,23",,,,,,"77.657,74",,,,,,,,"181.838,97",,,,,,,,"1.010.608,64",,,,,,,,,
VENHA-VER-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
VICOSA-RN,,,,,,,RN,,"4.029,61",,,,,,-,,,,,,,,"4.029,61",,,,,,,,"21.154,98",,,,,,,,,
RIO GRANDE DO NORTE  TOTAL,,,,,,,,,"9.656.652,79",,,,,,"3.021.140,10",,,,,,,,"12.677.792,89",,,,,,,,"75.982.428,95",,,,,,,,,
ARAMBARE-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
BARRA DO RIBEIRO-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
CAMAQUA-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
CANOAS-RS,,,,,,,RS,,"736.027,62",,,,,,-,,,,,,,,"736.027,62",,,,,,,,"4.025.909,87",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPIVARI DO SUL-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
CIDREIRA-RS,,,,,,,RS,,-,,,,,,"213.432,24",,,,,,,,"213.432,24",,,,,,,,"1.164.337,47",,,,,,,,,
ELDORADO DO SUL-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
GUAIBA-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
IMBE-RS,,,,,,,RS,,"780.395,80",,,,,,"213.432,24",,,,,,,,"993.828,04",,,,,,,,"5.446.571,38",,,,,,,,,
MOSTARDAS-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
OSORIO-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"2.738.543,39",,,,,,,,,
PALMARES DO SUL-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
PELOTAS-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
PORTO ALEGRE-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
RIO GRANDE-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"4,05",,,,,,,,,
SAO FRANCISCO DE PAULA-RS,,,,,,,RS,,"44.368,18",,,,,,-,,,,,,,,"44.368,18",,,,,,,,"256.324,04",,,,,,,,,
SAO JOSE DO NORTE-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
