RODOLFO FERNANDES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SANTANA DO SERIDO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SAO FERNANDO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SAO JOAO DO SABUGI-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SAO JOSE DO SERIDO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SAO MIGUEL-RN,,,RN,,,,"6.359,09",,,,,,-,,,,,"6.359,09",,,,,"6.359,09",,,,,,,,,
SAO RAFAEL-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SAO VICENTE-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SERRA DO MEL-RN,,,RN,,,,"98.119,53",,,,,,"16.737,40",,,,,"114.856,93",,,,,"114.856,93",,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SERRINHA DOS PINTOS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
SEVERIANO MELO-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
TABOLEIRO GRANDE-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
TENENTE ANANIAS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
TIBAU-RN,,,RN,,,,"65.840,91",,,,,,"7.287,80",,,,,"73.128,71",,,,,"73.128,71",,,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
TRIUNFO POTIGUAR-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
UMARIZAL-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
UPANEMA-RN,,,RN,,,,"109.597,76",,,,,,"42.584,57",,,,,"152.182,33",,,,,"152.182,33",,,,,,,,,
VENHA-VER-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
VICOSA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
RIO GRANDE DO NORTE TOTAL,,,,,,,"7.594.122,24",,,,,,"3.322.328,38",,,,,"10.916.450,62",,,,,"10.916.450,62",,,,,,,,,
CANOAS-RS,,,RS,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
CIDREIRA-RS,,,RS,,,,-,,,,,,"83.799,08",,,,,"83.799,08",,,,,"83.799,08",,,,,,,,,
IMBE-RS,,,RS,,,,"514.674,29",,,,,,"83.799,08",,,,,"598.473,37",,,,,"598.473,37",,,,,,,,,
OSORIO-RS,,,RS,,,,"514.674,29",,,,,,-,,,,,"514.674,29",,,,,"514.674,29",,,,,,,,,
TRAMANDAI-RS,,,RS,,,,"1.123.262,52",,,,,,"111.732,10",,,,,"1.234.994,62",,,,,"1.234.994,62",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO GRANDE DO SUL TOTAL,,,,,,,"2.620.637,14",,,,,,"279.330,26",,,,,"2.899.967,40",,,,,"2.899.967,40",,,,,,,,,
ARAQUARI-SC,,,SC,,,,-,,,,,,"113.405,36",,,,,"113.405,36",,,,,"113.405,36",,,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,SC,,,,-,,,,,,"113.405,36",,,,,"113.405,36",,,,,"113.405,36",,,,,,,,,
GARUVA-SC,,,SC,,,,-,,,,,,"113.405,36",,,,,"113.405,36",,,,,"113.405,36",,,,,,,,,
ITAPOA-SC,,,SC,,,,-,,,,,,"113.405,36",,,,,"113.405,36",,,,,"113.405,36",,,,,,,,,
JOINVILLE-SC,,,SC,,,,-,,,,,,"113.405,36",,,,,"113.405,36",,,,,"113.405,36",,,,,,,,,
SAO FRANCISCO DO SUL-SC,,,SC,,,,"1.123.262,52",,,,,,"378.017,89",,,,,"1.501.280,41",,,,,"1.501.280,41",,,,,,,,,
SANTA CATARINA TOTAL,,,,,,,"1.123.262,52",,,,,,"945.044,69",,,,,"2.068.307,21",,,,,"2.068.307,21",,,,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
AQUIDABA-SE,,,SE,,,,"3.179,47",,,,,,-,,,,,"3.179,47",,,,,"3.179,47",,,,,,,,,
ARACAJU-SE,,,SE,,,,"1.291.882,49",,,,,,"327.684,65",,,,,"1.619.567,14",,,,,"1.619.567,14",,,,,,,,,
ARAUA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
AREIA BRANCA-SE,,,SE,,,,"4.182,33",,,,,,"810,90",,,,,"4.993,23",,,,,"4.993,23",,,,,,,,,
BARRA DOS COQUEIROS-SE,,,SE,,,,"56.571,57",,,,,,"160.205,22",,,,,"216.776,79",,,,,"216.776,79",,,,,,,,,
BOQUIM-SE,,,SE,,,,"3.433,83",,,,,,-,,,,,"3.433,83",,,,,"3.433,83",,,,,,,,,
BREJO GRANDE-SE,,,SE,,,,"84.256,55",,,,,,"6.834,99",,,,,"91.091,54",,,,,"91.091,54",,,,,,,,,
CAMPO DO BRITO-SE,,,SE,,,,"2.925,11",,,,,,-,,,,,"2.925,11",,,,,"2.925,11",,,,,,,,,
CANHOBA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,SE,,,,"3.052,29",,,,,,-,,,,,"3.052,29",,,,,"3.052,29",,,,,,,,,
CAPELA-SE,,,SE,,,,"5.090,05",,,,,,"1.068,26",,,,,"6.158,31",,,,,"6.158,31",,,,,,,,,
CARIRA-SE,,,SE,,,,"3.052,29",,,,,,-,,,,,"3.052,29",,,,,"3.052,29",,,,,,,,,
CARMOPOLIS-SE,,,SE,,,,"335.354,16",,,,,,"346.944,27",,,,,"682.298,43",,,,,"682.298,43",,,,,,,,,
CEDRO DE SAO JOAO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
CRISTINAPOLIS-SE,,,SE,,,,"2.925,11",,,,,,-,,,,,"2.925,11",,,,,"2.925,11",,,,,,,,,
CUMBE-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
DIVINA PASTORA-SE,,,SE,,,,"211.423,99",,,,,,"112.165,84",,,,,"323.589,83",,,,,"323.589,83",,,,,,,,,
ESTANCIA-SE,,,SE,,,,"4.196,90",,,,,,-,,,,,"4.196,90",,,,,"4.196,90",,,,,,,,,
FEIRA NOVA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
FREI PAULO-SE,,,SE,,,,"2.670,76",,,,,,-,,,,,"2.670,76",,,,,"2.670,76",,,,,,,,,
GARARU-SE,,,SE,,,,"2.670,76",,,,,,-,,,,,"2.670,76",,,,,"2.670,76",,,,,,,,,
GENERAL MAYNARD-SE,,,SE,,,,"3.938,28",,,,,,"1.046,02",,,,,"4.984,30",,,,,"4.984,30",,,,,,,,,
GRACHO CARDOSO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
ILHA DAS FLORES-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
INDIAROBA-SE,,,SE,,,,"2.797,93",,,,,,-,,,,,"2.797,93",,,,,"2.797,93",,,,,,,,,
ITABAIANA-SE,,,SE,,,,"4.451,26",,,,,,-,,,,,"4.451,26",,,,,"4.451,26",,,,,,,,,
ITABAIANINHA-SE,,,SE,,,,"3.688,19",,,,,,-,,,,,"3.688,19",,,,,"3.688,19",,,,,,,,,
ITABI-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
ITAPORANGA D'AJUDA-SE,,,SE,,,,"63.643,01",,,,,,"115.800,22",,,,,"179.443,23",,,,,"179.443,23",,,,,,,,,
JAPARATUBA-SE,,,SE,,,,"418.425,12",,,,,,"290.919,56",,,,,"709.344,68",,,,,"709.344,68",,,,,,,,,
JAPOATA-SE,,,SE,,,,"2.797,93",,,,,,-,,,,,"2.797,93",,,,,"2.797,93",,,,,,,,,
LAGARTO-SE,,,SE,,,,"4.578,44",,,,,,-,,,,,"4.578,44",,,,,"4.578,44",,,,,,,,,
LARANJEIRAS-SE,,,SE,,,,"3.306,65",,,,,,-,,,,,"3.306,65",,,,,"3.306,65",,,,,,,,,
MACAMBIRA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
MALHADA DOS BOIS-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
MALHADOR-SE,,,SE,,,,"2.670,76",,,,,,-,,,,,"2.670,76",,,,,"2.670,76",,,,,,,,,
MARUIM-SE,,,SE,,,,"90.432,78",,,,,,"14.125,30",,,,,"104.558,08",,,,,"104.558,08",,,,,,,,,
MOITA BONITA-SE,,,SE,,,,"2.670,76",,,,,,-,,,,,"2.670,76",,,,,"2.670,76",,,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,SE,,,,"2.670,76",,,,,,-,,,,,"2.670,76",,,,,"2.670,76",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURIBECA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
NEOPOLIS-SE,,,SE,,,,"3.179,47",,,,,,-,,,,,"3.179,47",,,,,"3.179,47",,,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,SE,,,,"3.433,83",,,,,,-,,,,,"3.433,83",,,,,"3.433,83",,,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,SE,,,,"3.306,65",,,,,,-,,,,,"3.306,65",,,,,"3.306,65",,,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,SE,,,,"4.959,98",,,,,,-,,,,,"4.959,98",,,,,"4.959,98",,,,,,,,,
PACATUBA-SE,,,SE,,,,"49.500,12",,,,,,"15.908,53",,,,,"65.408,65",,,,,"65.408,65",,,,,,,,,
PEDRA MOLE-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
PEDRINHAS-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
PINHAO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
PIRAMBU-SE,,,SE,,,,"1.246.524,04",,,,,,"14.140,24",,,,,"1.260.664,28",,,,,"1.260.664,28",,,,,,,,,
POCO REDONDO-SE,,,SE,,,,"3.433,83",,,,,,-,,,,,"3.433,83",,,,,"3.433,83",,,,,,,,,
POCO VERDE-SE,,,SE,,,,"3.179,47",,,,,,-,,,,,"3.179,47",,,,,"3.179,47",,,,,,,,,
PORTO DA FOLHA-SE,,,SE,,,,"3.433,83",,,,,,-,,,,,"3.433,83",,,,,"3.433,83",,,,,,,,,
PROPRIA-SE,,,SE,,,,"3.433,83",,,,,,-,,,,,"3.433,83",,,,,"3.433,83",,,,,,,,,
RIACHAO DO DANTAS-SE,,,SE,,,,"3.179,47",,,,,,-,,,,,"3.179,47",,,,,"3.179,47",,,,,,,,,
RIACHUELO-SE,,,SE,,,,"28.946,92",,,,,,"17.030,15",,,,,"45.977,07",,,,,"45.977,07",,,,,,,,,
RIBEIROPOLIS-SE,,,SE,,,,"2.925,11",,,,,,-,,,,,"2.925,11",,,,,"2.925,11",,,,,,,,,
ROSARIO DO CATETE-SE,,,SE,,,,"134.466,02",,,,,,"47.619,66",,,,,"182.085,68",,,,,"182.085,68",,,,,,,,,
SALGADO-SE,,,SE,,,,"3.179,47",,,,,,-,,,,,"3.179,47",,,,,"3.179,47",,,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,SE,,,,"2.797,93",,,,,,-,,,,,"2.797,93",,,,,"2.797,93",,,,,,,,,
SANTA ROSA DE LIMA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,SE,,,,"82.787,37",,,,,,"4.774,13",,,,,"87.561,50",,,,,"87.561,50",,,,,,,,,
SAO CRISTOVAO-SE,,,SE,,,,"79.641,43",,,,,,"1.384,75",,,,,"81.026,18",,,,,"81.026,18",,,,,,,,,
SAO DOMINGOS-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
SAO FRANCISCO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
SIMAO DIAS-SE,,,SE,,,,"3.815,37",,,,,,-,,,,,"3.815,37",,,,,"3.815,37",,,,,,,,,
SIRIRI-SE,,,SE,,,,"149.203,49",,,,,,"49.870,74",,,,,"199.074,23",,,,,"199.074,23",,,,,,,,,
TELHA-SE,,,SE,,,,"2.543,58",,,,,,-,,,,,"2.543,58",,,,,"2.543,58",,,,,,,,,
TOBIAS BARRETO-SE,,,SE,,,,"3.942,55",,,,,,-,,,,,"3.942,55",,,,,"3.942,55",,,,,,,,,
TOMAR DO GERU-SE,,,SE,,,,"2.797,93",,,,,,-,,,,,"2.797,93",,,,,"2.797,93",,,,,,,,,
UMBAUBA-SE,,,SE,,,,"3.179,47",,,,,,-,,,,,"3.179,47",,,,,"3.179,47",,,,,,,,,
SERGIPE TOTAL,,,,,,,"4.506.689,45",,,,,,"1.528.333,43",,,,,"6.035.022,88",,,,,"6.035.022,88",,,,,,,,,
ARUJA-SP,,,SP,,,,"1.095,62",,,,,,-,,,,,"1.095,62",,,,,"1.095,62",,,,,,,,,
BARRA DO TURVO-SP,,,SP,,,,"664,01",,,,,,-,,,,,"664,01",,,,,"664,01",,,,,,,,,
BARUERI-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
BERTIOGA-SP,,,SP,,,,"40.625,39",,,,,,"1.518.144,72",,,,,"1.558.770,11",,,,,"1.558.770,11",,,,,,,,,
BIRITIBA-MIRIM-SP,,,SP,,,,"896,41",,,,,,-,,,,,"896,41",,,,,"896,41",,,,,,,,,
CAIEIRAS-SP,,,SP,,,,"1.128,82",,,,,,-,,,,,"1.128,82",,,,,"1.128,82",,,,,,,,,
CAJAMAR-SP,,,SP,,,,"1.062,42",,,,,,-,,,,,"1.062,42",,,,,"1.062,42",,,,,,,,,
CAJATI-SP,,,SP,,,,"929,61",,,,,,-,,,,,"929,61",,,,,"929,61",,,,,,,,,
CANANEIA-SP,,,SP,,,,"31.919,95",,,,,,"54.057,24",,,,,"85.977,19",,,,,"85.977,19",,,,,,,,,
CARAGUATATUBA-SP,,,SP,,,,-,,,,,,"1.461.751,68",,,,,"1.461.751,68",,,,,"1.461.751,68",,,,,,,,,
CARAPICUIBA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
COTIA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBATAO-SP,,,SP,,,,"53.683,55",,,,,,-,,,,,"53.683,55",,,,,"53.683,55",,,,,,,,,
DIADEMA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
ELDORADO-SP,,,SP,,,,"763,61",,,,,,-,,,,,"763,61",,,,,"763,61",,,,,,,,,
EMBU-GUACU-SP,,,SP,,,,"1.095,62",,,,,,-,,,,,"1.095,62",,,,,"1.095,62",,,,,,,,,
EMBU-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
FERRAZ DE VASCONCELOS-SP,,,SP,,,,"1.294,82",,,,,,-,,,,,"1.294,82",,,,,"1.294,82",,,,,,,,,
FRANCISCO MORATO-SP,,,SP,,,,"1.294,82",,,,,,-,,,,,"1.294,82",,,,,"1.294,82",,,,,,,,,
FRANCO DA ROCHA-SP,,,SP,,,,"1.228,42",,,,,,-,,,,,"1.228,42",,,,,"1.228,42",,,,,,,,,
GUARAREMA-SP,,,SP,,,,"863,21",,,,,,-,,,,,"863,21",,,,,"863,21",,,,,,,,,
GUARUJA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
GUARULHOS-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
IGUAPE-SP,,,SP,,,,"896,41",,,,,,-,,,,,"896,41",,,,,"896,41",,,,,,,,,
ILHA COMPRIDA-SP,,,SP,,,,"664,01",,,,,,-,,,,,"664,01",,,,,"664,01",,,,,,,,,
ILHABELA-SP,,,SP,,,,-,,,,,,"1.461.751,68",,,,,"1.461.751,68",,,,,"1.461.751,68",,,,,,,,,
ITANHAEM-SP,,,SP,,,,"1.128,82",,,,,,-,,,,,"1.128,82",,,,,"1.128,82",,,,,,,,,
ITAPECERICA DA SERRA-SP,,,SP,,,,"1.294,82",,,,,,-,,,,,"1.294,82",,,,,"1.294,82",,,,,,,,,
ITAPEVI-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
ITAQUAQUECETUBA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
ITARIRI-SP,,,SP,,,,"730,41",,,,,,-,,,,,"730,41",,,,,"730,41",,,,,,,,,
JACUPIRANGA-SP,,,SP,,,,"796,81",,,,,,-,,,,,"796,81",,,,,"796,81",,,,,,,,,
JANDIRA-SP,,,SP,,,,"1.195,22",,,,,,-,,,,,"1.195,22",,,,,"1.195,22",,,,,,,,,
JUQUIA-SP,,,SP,,,,"863,21",,,,,,-,,,,,"863,21",,,,,"863,21",,,,,,,,,
JUQUITIBA-SP,,,SP,,,,"896,41",,,,,,-,,,,,"896,41",,,,,"896,41",,,,,,,,,
MAIRIPORA-SP,,,SP,,,,"1.095,62",,,,,,-,,,,,"1.095,62",,,,,"1.095,62",,,,,,,,,
MAUA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
MIRACATU-SP,,,SP,,,,"863,21",,,,,,-,,,,,"863,21",,,,,"863,21",,,,,,,,,
MOJI DAS CRUZES-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
MONGAGUA-SP,,,SP,,,,"962,81",,,,,,-,,,,,"962,81",,,,,"962,81",,,,,,,,,
OSASCO-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
PARIQUERA-ACU-SP,,,SP,,,,"796,81",,,,,,-,,,,,"796,81",,,,,"796,81",,,,,,,,,
PEDRO DE TOLEDO-SP,,,SP,,,,"664,01",,,,,,-,,,,,"664,01",,,,,"664,01",,,,,,,,,
PERUIBE-SP,,,SP,,,,"1.062,42",,,,,,-,,,,,"1.062,42",,,,,"1.062,42",,,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,SP,,,,"730,41",,,,,,-,,,,,"730,41",,,,,"730,41",,,,,,,,,
POA-SP,,,SP,,,,"1.195,22",,,,,,-,,,,,"1.195,22",,,,,"1.195,22",,,,,,,,,
PRAIA GRANDE-SP,,,SP,,,,"10.519,07",,,,,,-,,,,,"10.519,07",,,,,"10.519,07",,,,,,,,,
REGISTRO-SP,,,SP,,,,"1.062,42",,,,,,-,,,,,"1.062,42",,,,,"1.062,42",,,,,,,,,
RIBEIRAO PIRES-SP,,,SP,,,,"1.228,42",,,,,,-,,,,,"1.228,42",,,,,"1.228,42",,,,,,,,,
RIO GRANDE DA SERRA-SP,,,SP,,,,"996,01",,,,,,-,,,,,"996,01",,,,,"996,01",,,,,,,,,
SALESOPOLIS-SP,,,SP,,,,"763,61",,,,,,-,,,,,"763,61",,,,,"763,61",,,,,,,,,
SANTA ISABEL-SP,,,SP,,,,"1.029,22",,,,,,-,,,,,"1.029,22",,,,,"1.029,22",,,,,,,,,
SANTANA DE PARNAIBA-SP,,,SP,,,,"1.162,02",,,,,,-,,,,,"1.162,02",,,,,"1.162,02",,,,,,,,,
SANTO ANDRE-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
SANTOS-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
SAO BERNARDO DO CAMPO-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
SAO CAETANO DO SUL-SP,,,SP,,,,"1.294,82",,,,,,-,,,,,"1.294,82",,,,,"1.294,82",,,,,,,,,
SAO LOURENCO DA SERRA-SP,,,SP,,,,"730,41",,,,,,-,,,,,"730,41",,,,,"730,41",,,,,,,,,
SAO PAULO-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
SAO SEBASTIAO-SP,,,SP,,,,"1.197.918,85",,,,,,"2.923.503,37",,,,,"4.121.422,22",,,,,"4.121.422,22",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO VICENTE-SP,,,SP,,,,"10.519,07",,,,,,-,,,,,"10.519,07",,,,,"10.519,07",,,,,,,,,
SETE BARRAS-SP,,,SP,,,,"730,41",,,,,,-,,,,,"730,41",,,,,"730,41",,,,,,,,,
SUZANO-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
TABOAO DA SERRA-SP,,,SP,,,,"1.328,02",,,,,,-,,,,,"1.328,02",,,,,"1.328,02",,,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,SP,,,,"962,81",,,,,,-,,,,,"962,81",,,,,"962,81",,,,,,,,,
SÃO PAULO TOTAL,,,,,,,"1.407.204,41",,,,,,"7.419.208,69",,,,,"8.826.413,10",,,,,"8.826.413,10",,,,,,,,,
