SUMIDOURO-RJ,,,,RJ,,,,"40.265,73",,,,,,,,-,,,,,,"40.265,73",,,,,,,,,"94.855,29",,,,,,,,,,,,,,
TERESOPOLIS-RJ,,,,RJ,,,,"69.549,90",,,,,,,,-,,,,,,"69.549,90",,,,,,,,,"163.840,96",,,,,,,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,RJ,,,,"38.435,47",,,,,,,,-,,,,,,"38.435,47",,,,,,,,,"90.543,68",,,,,,,,,,,,,,
VARRE-SAI-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
VOLTA REDONDA-RJ,,,,RJ,,,,"46.420,85",,,,,,,,-,,,,,,"46.420,85",,,,,,,,,"110.130,52",,,,,,,,,,,,,,
ACARI-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
ACU-RN,,,,RN,,,,"38.129,77",,,,,,,,"14.421,81",,,,,,"52.551,58",,,,,,,,,"124.312,67",,,,,,,,,,,,,,
AFONSO BEZERRA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
AGUA NOVA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
ALEXANDRIA-RN,,,,RN,,,,"562,92",,,,,,,,-,,,,,,"562,92",,,,,,,,,"1.369,56",,,,,,,,,,,,,,
ALMINO AFONSO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
ALTO DO RODRIGUES-RN,,,,RN,,,,"56.365,30",,,,,,,,"21.631,21",,,,,,"77.996,51",,,,,,,,,"196.176,27",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTONIO MARTINS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
APODI-RN,,,,RN,,,,"42.833,72",,,,,,,,"26.603,39",,,,,,"69.437,11",,,,,,,,,"185.641,81",,,,,,,,,,,,,,
AREIA BRANCA-RN,,,,RN,,,,"91.467,90",,,,,,,,"65.796,50",,,,,,"157.264,40",,,,,,,,,"378.116,76",,,,,,,,,,,,,,
AUGUSTO SEVERO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
BARAUNA-RN,,,,RN,,,,"614,1",,,,,,,,-,,,,,,"614,1",,,,,,,,,"1.494,07",,,,,,,,,,,,,,
CAICO-RN,,,,RN,,,,"818,8",,,,,,,,-,,,,,,"818,8",,,,,,,,,"1.992,09",,,,,,,,,,,,,,
CARAUBAS-RN,,,,RN,,,,"14.215,96",,,,,,,,"5.228,93",,,,,,"19.444,89",,,,,,,,,"53.351,61",,,,,,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
CARNAUBAIS-RN,,,,RN,,,,"29.938,81",,,,,,,,"10.643,85",,,,,,"40.582,66",,,,,,,,,"97.031,27",,,,,,,,,,,,,,
CERRO CORA-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
CORONEL JOAO PESSOA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
CRUZETA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
CURRAIS NOVOS-RN,,,,RN,,,,"793,21",,,,,,,,-,,,,,,"793,21",,,,,,,,,"1.929,84",,,,,,,,,,,,,,
DOUTOR SEVERIANO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
ENCANTO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
EQUADOR-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
FELIPE GUERRA-RN,,,,RN,,,,"20.554,55",,,,,,,,"9.424,87",,,,,,"29.979,42",,,,,,,,,"69.591,86",,,,,,,,,,,,,,
FLORANIA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
FRANCISCO DANTAS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
FRUTUOSO GOMES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
GALINHOS-RN,,,,RN,,,,"511,75",,,,,,,,"33,94",,,,,,"545,69",,,,,,,,,"1.318,41",,,,,,,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,RN,,,,"23.684,78",,,,,,,,"12.465,77",,,,,,"36.150,55",,,,,,,,,"90.832,35",,,,,,,,,,,,,,
GROSSOS-RN,,,,RN,,,,"8.088,42",,,,,,,,"21.391,77",,,,,,"29.480,19",,,,,,,,,"71.175,44",,,,,,,,,,,,,,
GUAMARE-RN,,,,RN,,,,"77.166,34",,,,,,,,"222.935,35",,,,,,"300.101,69",,,,,,,,,"658.179,49",,,,,,,,,,,,,,
IPANGUACU-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
IPUEIRA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
ITAJA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
ITAU-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
JANDAIRA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
JANDUIS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
JARDIM DE PIRANHAS-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
JARDIM DO SERIDO-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
JOAO DIAS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
JOSE DA PENHA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
JUCURUTU-RN,,,,RN,,,,"614,1",,,,,,,,-,,,,,,"614,1",,,,,,,,,"1.494,07",,,,,,,,,,,,,,
LAGOA NOVA-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
LUCRECIA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
LUIS GOMES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
MACAU-RN,,,,RN,,,,"115.757,36",,,,,,,,"54.608,56",,,,,,"170.365,92",,,,,,,,,"401.294,74",,,,,,,,,,,,,,
MAJOR SALES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
MARCELINO VIEIRA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
MARTINS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
MESSIAS TARGINO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
MOSSORO-RN,,,,RN,,,,"116.470,48",,,,,,,,"81.814,18",,,,,,"198.284,66",,,,,,,,,"488.106,15",,,,,,,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
OURO BRANCO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
PARANA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
PARAU-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
PARELHAS-RN,,,,RN,,,,"639,69",,,,,,,,-,,,,,,"639,69",,,,,,,,,"1.556,32",,,,,,,,,,,,,,
PATU-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
PAU DOS FERROS-RN,,,,RN,,,,"665,27",,,,,,,,-,,,,,,"665,27",,,,,,,,,"1.618,57",,,,,,,,,,,,,,
PEDRO AVELINO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENDENCIAS-RN,,,,RN,,,,"24.660,06",,,,,,,,"10.554,63",,,,,,"35.214,69",,,,,,,,,"78.369,24",,,,,,,,,,,,,,
PILOES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
PORTALEGRE-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
PORTO DO MANGUE-RN,,,,RN,,,,"14.669,46",,,,,,,,"8.432,97",,,,,,"23.102,43",,,,,,,,,"57.516,87",,,,,,,,,,,,,,
RAFAEL FERNANDES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
RAFAEL GODEIRO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
RIACHO DA CRUZ-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
RIACHO DE SANTANA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
RODOLFO FERNANDES-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SANTANA DO SERIDO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SAO FERNANDO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SAO JOAO DO SABUGI-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SAO JOSE DO SERIDO-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SAO MIGUEL-RN,,,,RN,,,,"639,69",,,,,,,,-,,,,,,"639,69",,,,,,,,,"1.556,32",,,,,,,,,,,,,,
SAO RAFAEL-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SAO VICENTE-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SERRA DO MEL-RN,,,,RN,,,,"11.753,14",,,,,,,,"3.547,58",,,,,,"15.300,72",,,,,,,,,"38.244,66",,,,,,,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SERRINHA DOS PINTOS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
SEVERIANO MELO-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
TABOLEIRO GRANDE-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
TENENTE ANANIAS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
TIBAU-RN,,,,RN,,,,"8.088,42",,,,,,,,"3.062,51",,,,,,"11.150,93",,,,,,,,,"26.775,23",,,,,,,,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
TRIUNFO POTIGUAR-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
UMARIZAL-RN,,,,RN,,,,"537,34",,,,,,,,-,,,,,,"537,34",,,,,,,,,"1.307,31",,,,,,,,,,,,,,
UPANEMA-RN,,,,RN,,,,"21.418,55",,,,,,,,"10.534,64",,,,,,"31.953,19",,,,,,,,,"79.914,39",,,,,,,,,,,,,,
VENHA-VER-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
VICOSA-RN,,,,RN,,,,"511,75",,,,,,,,-,,,,,,"511,75",,,,,,,,,"1.245,05",,,,,,,,,,,,,,
CIDREIRA-RS,,,,RS,,,,-,,,,,,,,"7.738,05",,,,,,"7.738,05",,,,,,,,,"26.203,26",,,,,,,,,,,,,,
IMBE-RS,,,,RS,,,,"52.941,19",,,,,,,,"7.738,05",,,,,,"60.679,24",,,,,,,,,"152.708,19",,,,,,,,,,,,,,
OSORIO-RS,,,,RS,,,,"52.941,19",,,,,,,,"7.738,05",,,,,,"60.679,24",,,,,,,,,"152.708,19",,,,,,,,,,,,,,
RIO GRANDE-RS,,,,RS,,,,-,,,,,,,,"3.458,96",,,,,,"3.458,96",,,,,,,,,"14.747,70",,,,,,,,,,,,,,
SAO JOSE DO NORTE-RS,,,,RS,,,,-,,,,,,,,"2.305,98",,,,,,"2.305,98",,,,,,,,,"9.831,80",,,,,,,,,,,,,,
TRAMANDAI-RS,,,,RS,,,,"52.941,19",,,,,,,,"34.821,27",,,,,,"87.762,46",,,,,,,,,"244.419,69",,,,,,,,,,,,,,
BARRA VELHA-SC,,,,SC,,,,-,,,,,,,,"18,39",,,,,,"18,39",,,,,,,,,"3.969,05",,,,,,,,,,,,,,
NAVEGANTES-SC,,,,SC,,,,-,,,,,,,,"388,25",,,,,,"388,25",,,,,,,,,"983,88",,,,,,,,,,,,,,
PENHA-SC,,,,SC,,,,-,,,,,,,,"1.133,10",,,,,,"1.133,10",,,,,,,,,"6.218,39",,,,,,,,,,,,,,
PICARRAS-SC,,,,SC,,,,-,,,,,,,,"699,16",,,,,,"699,16",,,,,,,,,"3.904,53",,,,,,,,,,,,,,
SAO FRANCISCO DO SUL-SC,,,,SC,,,,"52.941,19",,,,,,,,"158.754,00",,,,,,"211.695,19",,,,,,,,,"534.277,14",,,,,,,,,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
AQUIDABA-SE,,,,SE,,,,"652,19",,,,,,,,-,,,,,,"652,19",,,,,,,,,"1.644,61",,,,,,,,,,,,,,
ARACAJU-SE,,,,SE,,,,"81.780,09",,,,,,,,"145.398,41",,,,,,"227.178,50",,,,,,,,,"535.981,42",,,,,,,,,,,,,,
ARAUA-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
AREIA BRANCA-SE,,,,SE,,,,"721,93",,,,,,,,"62,28",,,,,,"784,21",,,,,,,,,"2.014,00",,,,,,,,,,,,,,
BARRA DOS COQUEIROS-SE,,,,SE,,,,"14.993,27",,,,,,,,"20.812,14",,,,,,"35.805,41",,,,,,,,,"85.354,10",,,,,,,,,,,,,,
BOQUIM-SE,,,,SE,,,,"706,54",,,,,,,,-,,,,,,"706,54",,,,,,,,,"1.781,66",,,,,,,,,,,,,,
BREJO GRANDE-SE,,,,SE,,,,"9.254,77",,,,,,,,"1.415,71",,,,,,"10.670,48",,,,,,,,,"26.155,90",,,,,,,,,,,,,,
CAMPO DO BRITO-SE,,,,SE,,,,"625,01",,,,,,,,-,,,,,,"625,01",,,,,,,,,"1.576,08",,,,,,,,,,,,,,
CANHOBA-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,,SE,,,,"625,01",,,,,,,,-,,,,,,"625,01",,,,,,,,,"1.576,08",,,,,,,,,,,,,,
CAPELA-SE,,,,SE,,,,"975,96",,,,,,,,"155,89",,,,,,"1.131,85",,,,,,,,,"2.896,98",,,,,,,,,,,,,,
CARIRA-SE,,,,SE,,,,"652,19",,,,,,,,-,,,,,,"652,19",,,,,,,,,"1.644,61",,,,,,,,,,,,,,
CARMOPOLIS-SE,,,,SE,,,,"39.964,08",,,,,,,,"24.307,66",,,,,,"64.271,74",,,,,,,,,"147.619,32",,,,,,,,,,,,,,
CEDRO DE SAO JOAO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
CRISTINAPOLIS-SE,,,,SE,,,,"597,84",,,,,,,,-,,,,,,"597,84",,,,,,,,,"1.507,56",,,,,,,,,,,,,,
CUMBE-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
DIVINA PASTORA-SE,,,,SE,,,,"16.974,16",,,,,,,,"6.408,83",,,,,,"23.382,99",,,,,,,,,"54.774,26",,,,,,,,,,,,,,
ESTANCIA-SE,,,,SE,,,,"896,76",,,,,,,,-,,,,,,"896,76",,,,,,,,,"2.261,34",,,,,,,,,,,,,,
FEIRA NOVA-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
FREI PAULO-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
GARARU-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
GENERAL MAYNARD-SE,,,,SE,,,,"7.463,66",,,,,,,,"300,94",,,,,,"7.764,60",,,,,,,,,"19.308,79",,,,,,,,,,,,,,
GRACHO CARDOSO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
ILHA DAS FLORES-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
INDIAROBA-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
ITABAIANA-SE,,,,SE,,,,"951,11",,,,,,,,-,,,,,,"951,11",,,,,,,,,"2.398,39",,,,,,,,,,,,,,
ITABAIANINHA-SE,,,,SE,,,,"788,06",,,,,,,,-,,,,,,"788,06",,,,,,,,,"1.987,24",,,,,,,,,,,,,,
ITABI-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
ITAPORANGA D'AJUDA-SE,,,,SE,,,,"22.763,05",,,,,,,,"23.213,84",,,,,,"45.976,89",,,,,,,,,"116.692,51",,,,,,,,,,,,,,
JAPARATUBA-SE,,,,SE,,,,"58.785,88",,,,,,,,"33.753,00",,,,,,"92.538,88",,,,,,,,,"210.869,91",,,,,,,,,,,,,,
JAPOATA-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
LAGARTO-SE,,,,SE,,,,"951,11",,,,,,,,-,,,,,,"951,11",,,,,,,,,"2.398,39",,,,,,,,,,,,,,
LARANJEIRAS-SE,,,,SE,,,,"7.226,88",,,,,,,,-,,,,,,"7.226,88",,,,,,,,,"18.156,07",,,,,,,,,,,,,,
MACAMBIRA-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
MALHADA DOS BOIS-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
MALHADOR-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
MARUIM-SE,,,,SE,,,,"8.898,19",,,,,,,,"1.286,54",,,,,,"10.184,73",,,,,,,,,"25.599,12",,,,,,,,,,,,,,
MOITA BONITA-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
MURIBECA-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
NEOPOLIS-SE,,,,SE,,,,"652,19",,,,,,,,-,,,,,,"652,19",,,,,,,,,"1.644,61",,,,,,,,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,SE,,,,"733,71",,,,,,,,-,,,,,,"733,71",,,,,,,,,"1.850,18",,,,,,,,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,,SE,,,,"706,54",,,,,,,,-,,,,,,"706,54",,,,,,,,,"1.781,66",,,,,,,,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,SE,,,,"7.525,80",,,,,,,,-,,,,,,"7.525,80",,,,,,,,,"18.909,85",,,,,,,,,,,,,,
PACATUBA-SE,,,,SE,,,,"66.060,31",,,,,,,,"209,8",,,,,,"66.270,11",,,,,,,,,"162.984,39",,,,,,,,,,,,,,
PEDRA MOLE-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
PEDRINHAS-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
PINHAO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
PIRAMBU-SE,,,,SE,,,,"19.374,69",,,,,,,,"661,72",,,,,,"20.036,41",,,,,,,,,"50.641,84",,,,,,,,,,,,,,
POCO REDONDO-SE,,,,SE,,,,"679,36",,,,,,,,-,,,,,,"679,36",,,,,,,,,"1.713,13",,,,,,,,,,,,,,
POCO VERDE-SE,,,,SE,,,,"652,19",,,,,,,,-,,,,,,"652,19",,,,,,,,,"1.644,61",,,,,,,,,,,,,,
PORTO DA FOLHA-SE,,,,SE,,,,"706,54",,,,,,,,-,,,,,,"706,54",,,,,,,,,"1.781,66",,,,,,,,,,,,,,
PROPRIA-SE,,,,SE,,,,"733,71",,,,,,,,-,,,,,,"733,71",,,,,,,,,"1.850,18",,,,,,,,,,,,,,
RIACHAO DO DANTAS-SE,,,,SE,,,,"652,19",,,,,,,,-,,,,,,"652,19",,,,,,,,,"1.644,61",,,,,,,,,,,,,,
RIACHUELO-SE,,,,SE,,,,"9.815,34",,,,,,,,"1.772,12",,,,,,"11.587,46",,,,,,,,,"29.230,98",,,,,,,,,,,,,,
RIBEIROPOLIS-SE,,,,SE,,,,"625,01",,,,,,,,-,,,,,,"625,01",,,,,,,,,"1.576,08",,,,,,,,,,,,,,
ROSARIO DO CATETE-SE,,,,SE,,,,"13.207,12",,,,,,,,"4.408,81",,,,,,"17.615,93",,,,,,,,,"42.856,64",,,,,,,,,,,,,,
SALGADO-SE,,,,SE,,,,"652,19",,,,,,,,-,,,,,,"652,19",,,,,,,,,"1.644,61",,,,,,,,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,,SE,,,,"570,66",,,,,,,,-,,,,,,"570,66",,,,,,,,,"1.439,03",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA ROSA DE LIMA-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,,SE,,,,"8.130,04",,,,,,,,"744,06",,,,,,"8.874,10",,,,,,,,,"21.857,29",,,,,,,,,,,,,,
SAO CRISTOVAO-SE,,,,SE,,,,"7.827,50",,,,,,,,"8.311,19",,,,,,"16.138,69",,,,,,,,,"39.641,69",,,,,,,,,,,,,,
SAO DOMINGOS-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
SAO FRANCISCO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,,SE,,,,"543,49",,,,,,,,-,,,,,,"543,49",,,,,,,,,"1.370,50",,,,,,,,,,,,,,
SIMAO DIAS-SE,,,,SE,,,,"788,06",,,,,,,,-,,,,,,"788,06",,,,,,,,,"1.987,24",,,,,,,,,,,,,,
SIRIRI-SE,,,,SE,,,,"14.191,47",,,,,,,,"4.591,00",,,,,,"18.782,47",,,,,,,,,"44.914,48",,,,,,,,,,,,,,
