CIDREIRA-RS,,,,,RS,,,,,-,,,,,,,,"16.986,67",,,,,,"16.986,67",,,,,,,,"101.258,93"
IMBE-RS,,,,,RS,,,,,"130.663,02",,,,,,,,"16.986,67",,,,,,"147.649,69",,,,,,,,"1.041.208,16"
OSORIO-RS,,,,,RS,,,,,"130.663,02",,,,,,,,"16.986,67",,,,,,"147.649,69",,,,,,,,"1.041.208,16"
RIO GRANDE-RS,,,,,RS,,,,,"15.584,13",,,,,,,,"2.756,46",,,,,,"18.340,59",,,,,,,,"83.377,70"
SAO JOSE DO NORTE-RS,,,,,RS,,,,,-,,,,,,,,"1.837,64",,,,,,"1.837,64",,,,,,,,"18.432,48"
TRAMANDAI-RS,,,,,RS,,,,,"130.663,02",,,,,,,,"76.440,04",,,,,,"207.103,06",,,,,,,,"1.395.614,71"
BARRA VELHA-SC,,,,,SC,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"3.969,05"
NAVEGANTES-SC,,,,,SC,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"4.307,25"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENHA-SC,,,,,SC,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"6.218,39"
PICARRAS-SC,,,,,SC,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"3.904,53"
SAO FRANCISCO DO SUL-SC,,,,,SC,,,,,"130.663,02",,,,,,,,"459.734,37",,,,,,"590.397,39",,,,,,,,"3.796.818,64"
AMPARO DE SAO FRANCISCO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
AQUIDABA-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
ARACAJU-SE,,,,,SE,,,,,"211.140,50",,,,,,,,"425.563,80",,,,,,"636.704,30",,,,,,,,"4.362.573,49"
ARAUA-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
AREIA BRANCA-SE,,,,,SE,,,,,"1.967,30",,,,,,,,"144,86",,,,,,"2.112,16",,,,,,,,"16.062,53"
BARRA DOS COQUEIROS-SE,,,,,SE,,,,,"41.796,89",,,,,,,,"42.448,03",,,,,,"84.244,92",,,,,,,,"650.675,67"
BOQUIM-SE,,,,,SE,,,,,"1.969,63",,,,,,,,-,,,,,,"1.969,63",,,,,,,,"14.167,08"
BREJO GRANDE-SE,,,,,SE,,,,,"24.703,15",,,,,,,,"4.898,58",,,,,,"29.601,73",,,,,,,,"210.401,53"
CAMPO DO BRITO-SE,,,,,SE,,,,,"1.742,36",,,,,,,,-,,,,,,"1.742,36",,,,,,,,"12.532,41"
CANHOBA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
CANINDE DE SAO FRANCISCO-SE,,,,,SE,,,,,"1.742,36",,,,,,,,-,,,,,,"1.742,36",,,,,,,,"12.532,41"
CAPELA-SE,,,,,SE,,,,,"2.708,96",,,,,,,,"426,96",,,,,,"3.135,92",,,,,,,,"23.942,63"
CARIRA-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
CARMOPOLIS-SE,,,,,SE,,,,,"108.548,19",,,,,,,,"61.581,12",,,,,,"170.129,31",,,,,,,,"1.185.313,55"
CEDRO DE SAO JOAO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
CRISTINAPOLIS-SE,,,,,SE,,,,,"1.666,61",,,,,,,,-,,,,,,"1.666,61",,,,,,,,"11.987,52"
CUMBE-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
DIVINA PASTORA-SE,,,,,SE,,,,,"47.230,55",,,,,,,,"19.451,15",,,,,,"66.681,70",,,,,,,,"448.634,86"
ESTANCIA-SE,,,,,SE,,,,,"2.499,92",,,,,,,,-,,,,,,"2.499,92",,,,,,,,"17.981,31"
FEIRA NOVA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
FREI PAULO-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
GARARU-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
GENERAL MAYNARD-SE,,,,,SE,,,,,"17.661,00",,,,,,,,"416,85",,,,,,"18.077,85",,,,,,,,"137.782,75"
GRACHO CARDOSO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
ILHA DAS FLORES-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
INDIAROBA-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
ITABAIANA-SE,,,,,SE,,,,,"2.651,43",,,,,,,,-,,,,,,"2.651,43",,,,,,,,"19.071,08"
ITABAIANINHA-SE,,,,,SE,,,,,"2.196,90",,,,,,,,-,,,,,,"2.196,90",,,,,,,,"15.801,75"
ITABI-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
ITAPORANGA D'AJUDA-SE,,,,,SE,,,,,"60.864,14",,,,,,,,"51.658,54",,,,,,"112.522,68",,,,,,,,"836.807,17"
JAPARATUBA-SE,,,,,SE,,,,,"160.135,41",,,,,,,,"92.891,87",,,,,,"253.027,28",,,,,,,,"1.721.326,88"
JAPOATA-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
LAGARTO-SE,,,,,SE,,,,,"2.651,43",,,,,,,,-,,,,,,"2.651,43",,,,,,,,"19.071,08"
LARANJEIRAS-SE,,,,,SE,,,,,"17.553,81",,,,,,,,-,,,,,,"17.553,81",,,,,,,,"130.044,62"
MACAMBIRA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
MALHADA DOS BOIS-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
MALHADOR-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
MARUIM-SE,,,,,SE,,,,,"21.473,21",,,,,,,,"3.021,03",,,,,,"24.494,24",,,,,,,,"186.512,07"
MOITA BONITA-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
MONTE ALEGRE DE SERGIPE-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
MURIBECA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
NEOPOLIS-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
NOSSA SENHORA APARECIDA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
NOSSA SENHORA DA GLORIA-SE,,,,,SE,,,,,"2.045,39",,,,,,,,-,,,,,,"2.045,39",,,,,,,,"14.711,95"
NOSSA SENHORA DAS DORES-SE,,,,,SE,,,,,"1.969,63",,,,,,,,-,,,,,,"1.969,63",,,,,,,,"14.167,08"
NOSSA SENHORA DE LOURDES-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
NOSSA SENHORA DO SOCORRO-SE,,,,,SE,,,,,"18.387,12",,,,,,,,-,,,,,,"18.387,12",,,,,,,,"136.038,40"
PACATUBA-SE,,,,,SE,,,,,"167.235,30",,,,,,,,"5.189,39",,,,,,"172.424,69",,,,,,,,"1.232.929,91"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRA MOLE-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
PEDRINHAS-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
PINHAO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
PIRAMBU-SE,,,,,SE,,,,,"51.236,14",,,,,,,,"2.180,91",,,,,,"53.417,05",,,,,,,,"382.403,90"
POCO REDONDO-SE,,,,,SE,,,,,"1.893,88",,,,,,,,-,,,,,,"1.893,88",,,,,,,,"13.622,18"
POCO VERDE-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
PORTO DA FOLHA-SE,,,,,SE,,,,,"1.969,63",,,,,,,,-,,,,,,"1.969,63",,,,,,,,"14.167,08"
PROPRIA-SE,,,,,SE,,,,,"2.045,39",,,,,,,,-,,,,,,"2.045,39",,,,,,,,"14.711,95"
RIACHAO DO DANTAS-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
RIACHUELO-SE,,,,,SE,,,,,"25.098,13",,,,,,,,"5.160,87",,,,,,"30.259,00",,,,,,,,"219.546,29"
RIBEIROPOLIS-SE,,,,,SE,,,,,"1.742,36",,,,,,,,-,,,,,,"1.742,36",,,,,,,,"12.532,41"
ROSARIO DO CATETE-SE,,,,,SE,,,,,"30.647,63",,,,,,,,"9.654,52",,,,,,"40.302,15",,,,,,,,"302.451,49"
SALGADO-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
SANTA LUZIA DO ITANHY-SE,,,,,SE,,,,,"1.590,85",,,,,,,,-,,,,,,"1.590,85",,,,,,,,"11.442,60"
SANTA ROSA DE LIMA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
SANTANA DO SAO FRANCISCO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
SANTO AMARO DAS BROTAS-SE,,,,,SE,,,,,"19.980,55",,,,,,,,"1.979,00",,,,,,"21.959,55",,,,,,,,"157.929,55"
SAO CRISTOVAO-SE,,,,,SE,,,,,"18.824,78",,,,,,,,"477,29",,,,,,"19.302,07",,,,,,,,"207.169,66"
SAO DOMINGOS-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
SAO FRANCISCO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
SAO MIGUEL DO ALEIXO-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
SIMAO DIAS-SE,,,,,SE,,,,,"2.196,90",,,,,,,,-,,,,,,"2.196,90",,,,,,,,"15.801,75"
SIRIRI-SE,,,,,SE,,,,,"37.759,33",,,,,,,,"13.300,98",,,,,,"51.060,31",,,,,,,,"355.827,39"
TELHA-SE,,,,,SE,,,,,"1.515,10",,,,,,,,-,,,,,,"1.515,10",,,,,,,,"10.897,72"
TOBIAS BARRETO-SE,,,,,SE,,,,,"2.348,41",,,,,,,,-,,,,,,"2.348,41",,,,,,,,"16.891,52"
TOMAR DO GERU-SE,,,,,SE,,,,,"1.666,61",,,,,,,,-,,,,,,"1.666,61",,,,,,,,"11.987,52"
UMBAUBA-SE,,,,,SE,,,,,"1.818,12",,,,,,,,-,,,,,,"1.818,12",,,,,,,,"13.077,29"
ARUJA-SP,,,,,SP,,,,,"674,27",,,,,,,,-,,,,,,"674,27",,,,,,,,"7.050,79"
BARRA DO TURVO-SP,,,,,SP,,,,,"421,41",,,,,,,,-,,,,,,"421,41",,,,,,,,"4.406,72"
BARUERI-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
BERTIOGA-SP,,,,,SP,,,,,"23.249,88",,,,,,,,"35.059,29",,,,,,"58.309,17",,,,,,,,"609.258,05"
BIRITIBA-MIRIM-SP,,,,,SP,,,,,"547,84",,,,,,,,-,,,,,,"547,84",,,,,,,,"5.728,76"
CAIEIRAS-SP,,,,,SP,,,,,"695,34",,,,,,,,-,,,,,,"695,34",,,,,,,,"7.271,13"
CAJAMAR-SP,,,,,SP,,,,,"653,20",,,,,,,,-,,,,,,"653,20",,,,,,,,"6.830,45"
CAJATI-SP,,,,,SP,,,,,"568,91",,,,,,,,-,,,,,,"568,91",,,,,,,,"5.949,11"
CANANEIA-SP,,,,,SP,,,,,"19.374,90",,,,,,,,"33.607,13",,,,,,"52.982,03",,,,,,,,"553.572,11"
CARAPICUIBA-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
COTIA-SP,,,,,SP,,,,,"800,69",,,,,,,,-,,,,,,"800,69",,,,,,,,"8.372,83"
DIADEMA-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
ELDORADO-SP,,,,,SP,,,,,"463,56",,,,,,,,-,,,,,,"463,56",,,,,,,,"4.847,39"
EMBU-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
EMBU-GUACU-SP,,,,,SP,,,,,"653,20",,,,,,,,-,,,,,,"653,20",,,,,,,,"6.830,45"
FERRAZ DE VASCONCELOS-SP,,,,,SP,,,,,"800,69",,,,,,,,-,,,,,,"800,69",,,,,,,,"8.372,83"
FRANCISCO MORATO-SP,,,,,SP,,,,,"779,62",,,,,,,,-,,,,,,"779,62",,,,,,,,"8.152,49"
FRANCO DA ROCHA-SP,,,,,SP,,,,,"779,62",,,,,,,,-,,,,,,"779,62",,,,,,,,"8.152,49"
GUARUJA-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
GUARULHOS-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
IGUAPE-SP,,,,,SP,,,,,"568,91",,,,,,,,-,,,,,,"568,91",,,,,,,,"5.949,11"
ILHA COMPRIDA-SP,,,,,SP,,,,,"421,41",,,,,,,,-,,,,,,"421,41",,,,,,,,"4.406,72"
ILHABELA-SP,,,,,SP,,,,,-,,,,,,,,"586.918,56",,,,,,"586.918,56",,,,,,,,"4.318.008,95"
ITANHAEM-SP,,,,,SP,,,,,"695,34",,,,,,,,-,,,,,,"695,34",,,,,,,,"7.271,13"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPECERICA DA SERRA-SP,,,,,SP,,,,,"779,62",,,,,,,,-,,,,,,"779,62",,,,,,,,"8.152,49"
ITAPEVI-SP,,,,,SP,,,,,"821,76",,,,,,,,-,,,,,,"821,76",,,,,,,,"8.593,17"
ITAQUAQUECETUBA-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
ITARIRI-SP,,,,,SP,,,,,"442,49",,,,,,,,-,,,,,,"442,49",,,,,,,,"4.627,07"
JACUPIRANGA-SP,,,,,SP,,,,,"484,63",,,,,,,,-,,,,,,"484,63",,,,,,,,"5.067,74"
JANDIRA-SP,,,,,SP,,,,,"737,48",,,,,,,,-,,,,,,"737,48",,,,,,,,"7.711,81"
JUQUIA-SP,,,,,SP,,,,,"526,77",,,,,,,,-,,,,,,"526,77",,,,,,,,"5.508,43"
JUQUITIBA-SP,,,,,SP,,,,,"547,84",,,,,,,,-,,,,,,"547,84",,,,,,,,"5.728,76"
MAIRIPORA-SP,,,,,SP,,,,,"674,27",,,,,,,,-,,,,,,"674,27",,,,,,,,"7.050,79"
MIRACATU-SP,,,,,SP,,,,,"547,84",,,,,,,,-,,,,,,"547,84",,,,,,,,"5.728,76"
MOJI DAS CRUZES-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
MONGAGUA-SP,,,,,SP,,,,,"568,91",,,,,,,,-,,,,,,"568,91",,,,,,,,"5.949,11"
OSASCO-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
PARIQUERA-ACU-SP,,,,,SP,,,,,"484,63",,,,,,,,-,,,,,,"484,63",,,,,,,,"5.067,74"
PEDRO DE TOLEDO-SP,,,,,SP,,,,,"421,41",,,,,,,,-,,,,,,"421,41",,,,,,,,"4.406,72"
PERUIBE-SP,,,,,SP,,,,,"653,20",,,,,,,,-,,,,,,"653,20",,,,,,,,"6.830,45"
PIRAPORA DO BOM JESUS-SP,,,,,SP,,,,,"442,49",,,,,,,,-,,,,,,"442,49",,,,,,,,"4.627,07"
POA-SP,,,,,SP,,,,,"758,55",,,,,,,,-,,,,,,"758,55",,,,,,,,"7.932,14"
PRAIA GRANDE-SP,,,,,SP,,,,,"6.539,02",,,,,,,,-,,,,,,"6.539,02",,,,,,,,"32.430,31"
REGISTRO-SP,,,,,SP,,,,,"674,27",,,,,,,,-,,,,,,"674,27",,,,,,,,"7.050,79"
RIBEIRAO PIRES-SP,,,,,SP,,,,,"779,62",,,,,,,,-,,,,,,"779,62",,,,,,,,"8.152,49"
RIO GRANDE DA SERRA-SP,,,,,SP,,,,,"611,05",,,,,,,,-,,,,,,"611,05",,,,,,,,"6.389,78"
SALESOPOLIS-SP,,,,,SP,,,,,"463,56",,,,,,,,-,,,,,,"463,56",,,,,,,,"4.847,39"
SANTA ISABEL-SP,,,,,SP,,,,,"653,20",,,,,,,,-,,,,,,"653,20",,,,,,,,"6.830,45"
SANTANA DE PARNAIBA-SP,,,,,SP,,,,,"695,34",,,,,,,,-,,,,,,"695,34",,,,,,,,"7.271,13"
SANTO ANDRE-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
SANTOS-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
SAO BERNARDO DO CAMPO-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
SAO CAETANO DO SUL-SP,,,,,SP,,,,,"821,76",,,,,,,,-,,,,,,"821,76",,,,,,,,"8.593,17"
SAO LOURENCO DA SERRA-SP,,,,,SP,,,,,"442,49",,,,,,,,-,,,,,,"442,49",,,,,,,,"4.627,07"
SAO PAULO-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
SAO SEBASTIAO-SP,,,,,SP,,,,,"131.316,22",,,,,,,,"880.377,85",,,,,,"1.011.694,07",,,,,,,,"7.423.793,25"
SAO VICENTE-SP,,,,,SP,,,,,"6.539,02",,,,,,,,-,,,,,,"6.539,02",,,,,,,,"68.378,54"
SETE BARRAS-SP,,,,,SP,,,,,"463,56",,,,,,,,-,,,,,,"463,56",,,,,,,,"4.847,39"
TABOAO DA SERRA-SP,,,,,SP,,,,,"842,83",,,,,,,,-,,,,,,"842,83",,,,,,,,"8.813,51"
VARGEM GRANDE PAULISTA-SP,,,,,SP,,,,,"568,91",,,,,,,,-,,,,,,"568,91",,,,,,,,"5.949,11"
