MANACAPURU-AM,,,,AM,,,,-,,,,,,"2.418,42",,,,,,,"2.418,42",,,,,,,"13.124,14",,,,,,,,,,
MANAQUIRI-AM,,,,AM,,,,-,,,,,,"2.418,42",,,,,,,"2.418,42",,,,,,,"13.124,14",,,,,,,,,,
MANAUS-AM,,,,AM,,,,"1.276.864,06",,,,,,"66.999,35",,,,,,,"1.343.863,41",,,,,,,"6.883.485,74",,,,,,,,,,
PARINTINS-AM,,,,AM,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
SILVES-AM,,,,AM,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
URUCARA-AM,,,,AM,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
URUCURITUBA-AM,,,,AM,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
AMAZONAS TOTAL,,,,,,,,"3.300.339,93",,,,,,"2.027.244,55",,,,,,,"5.327.584,48",,,,,,,"27.905.254,65",,,,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
MACAPA-AP,,,,AP,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
MAZAGAO-AP,,,,AP,,,,-,,,,,,"5.758,81",,,,,,,"5.758,81",,,,,,,"36.014,51",,,,,,,,,,
AMAPA TOTAL,,,,,,,,-,,,,,,"17.276,43",,,,,,,"17.276,43",,,,,,,"108.043,53",,,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
ADUSTINA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
AGUA FRIA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
AIQUARA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,"208.379,04",,,,,,"129.337,83",,,,,,,"337.716,87",,,,,,,"2.093.133,59",,,,,,,,,,
AMARGOSA-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
ANAGE-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
ANGUERA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ANTAS-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
APORA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
APUAREMA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ARACAS-BA,,,,BA,,,,"245.897,85",,,,,,"109.903,35",,,,,,,"355.801,20",,,,,,,"1.988.867,07",,,,,,,,,,
ARACI-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
ARAMARI-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ARATUIPE-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
BANZAE-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
BARROCAS-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
BELO CAMPO-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
BIRITINGA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
BOA NOVA-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
BREJOES-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
CAATIBA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
CACHOEIRA-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
CAEM-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
CAETANOS-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
CAMACARI-BA,,,,BA,,,,"172,07",,,,,,"35,58",,,,,,,"207,65",,,,,,,"1.951,19",,,,,,,,,,
CANDEAL-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
CANDEIAS-BA,,,,BA,,,,"225.232,35",,,,,,"305.397,05",,,,,,,"530.629,40",,,,,,,"2.893.846,00",,,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
CANSANCAO-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
CANUDOS-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,"145.113,13",,,,,,"41.742,56",,,,,,,"186.855,69",,,,,,,"998.726,25",,,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
CATU-BA,,,,BA,,,,"257.842,28",,,,,,"134.483,03",,,,,,,"392.325,31",,,,,,,"2.165.363,95",,,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
CIPO-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,"90,46",,,,,,-,,,,,,,"90,46",,,,,,,"629,18",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
CONDE-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"564,19",,,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,"87,71",,,,,,-,,,,,,,"87,71",,,,,,,"610,10",,,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,"79,49",,,,,,-,,,,,,,"79,49",,,,,,,"552,90",,,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,"242.036,67",,,,,,"146.142,86",,,,,,,"388.179,53",,,,,,,"2.419.029,33",,,,,,,,,,
ESPLANADA-BA,,,,BA,,,,"508.065,71",,,,,,"315.283,93",,,,,,,"823.349,64",,,,,,,"4.460.712,72",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,"87,71",,,,,,-,,,,,,,"87,71",,,,,,,"610,10",,,,,,,,,,
FATIMA-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,"109,64",,,,,,-,,,,,,,"109,64",,,,,,,"762,63",,,,,,,,,,
GAVIAO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
GLORIA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IACU-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
IBIQUERA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ICHU-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
INHAMBUPE-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
IPECAETA-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
IPIRA-BA,,,,BA,,,,"90,46",,,,,,-,,,,,,,"90,46",,,,,,,"629,18",,,,,,,,,,
IRAJUBA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
IRARA-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
ITABERABA-BA,,,,BA,,,,"90,46",,,,,,-,,,,,,,"90,46",,,,,,,"629,18",,,,,,,,,,
ITAGI-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
ITAMBE-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
ITANAGRA-BA,,,,BA,,,,"98.888,35",,,,,,"13.495,15",,,,,,,"112.383,50",,,,,,,"619.094,23",,,,,,,,,,
ITAPARICA-BA,,,,BA,,,,"2.867,36",,,,,,"189.944,28",,,,,,,"192.811,64",,,,,,,"954.208,84",,,,,,,,,,
ITAPETINGA-BA,,,,BA,,,,"90,46",,,,,,-,,,,,,,"90,46",,,,,,,"629,18",,,,,,,,,,
ITAPICURU-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
ITAQUARA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
ITARANTIM-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
ITATIM-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
ITIRUCU-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
ITIUBA-BA,,,,BA,,,,"79,49",,,,,,-,,,,,,,"79,49",,,,,,,"552,90",,,,,,,,,,
JACOBINA-BA,,,,BA,,,,"95,94",,,,,,-,,,,,,,"95,94",,,,,,,"667,30",,,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
JAGUARIPE-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
JANDAIRA-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
JEQUIE-BA,,,,BA,,,,"109,64",,,,,,-,,,,,,,"109,64",,,,,,,"762,63",,,,,,,,,,
JEREMOABO-BA,,,,BA,,,,"79,49",,,,,,-,,,,,,,"79,49",,,,,,,"552,90",,,,,,,,,,
JIQUIRICA-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
JITAUNA-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
LAJE-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
LAJEDINHO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
LAMARAO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,"104,16",,,,,,-,,,,,,,"104,16",,,,,,,"724,51",,,,,,,,,,
MACAJUBA-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
MACARANI-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,"1.278.532,95",,,,,,"876.379,24",,,,,,,"2.154.912,19",,,,,,,"10.602.306,13",,,,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
MAIRI-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
MARACAS-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,,"185.164,21",,,,,,"77.511,23",,,,,,,"262.675,44",,,,,,,"1.473.663,43",,,,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
MILAGRES-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
MIRANTE-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
MONTE SANTO-BA,,,,BA,,,,"87,71",,,,,,-,,,,,,,"87,71",,,,,,,"610,10",,,,,,,,,,
MUNDO NOVO-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURITIBA-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
MUTUIPE-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
NAZARE-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
NORDESTINA-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
NOVA CANAA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
