FLEXEIRAS-AL,,,,AL,,,"635,65",,,,,,,-,,,,,,"635,65",,,,,"635,65",,,,,,,,,
IBATEGUARA-AL,,,,AL,,,"696,19",,,,,,,-,,,,,,"696,19",,,,,"696,19",,,,,,,,,
IGREJA NOVA-AL,,,,AL,,,"786,99",,,,,,,-,,,,,,"786,99",,,,,"786,99",,,,,,,,,
JACUIPE-AL,,,,AL,,,"605,38",,,,,,,-,,,,,,"605,38",,,,,"605,38",,,,,,,,,
JAPARATINGA-AL,,,,AL,,,"605,38",,,,,,,-,,,,,,"605,38",,,,,"605,38",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,AL,,,"985,06",,,,,,,"146,75",,,,,,"1.131,81",,,,,"1.131,81",,,,,,,,,
JOAQUIM GOMES-AL,,,,AL,,,"786,99",,,,,,,-,,,,,,"786,99",,,,,"786,99",,,,,,,,,
JUNDIA-AL,,,,AL,,,"605,38",,,,,,,-,,,,,,"605,38",,,,,"605,38",,,,,,,,,
JUNQUEIRO-AL,,,,AL,,,"817,26",,,,,,,-,,,,,,"817,26",,,,,"817,26",,,,,,,,,
MACEIO-AL,,,,AL,,,"105.125,84",,,,,,,"29.656,27",,,,,,"134.782,11",,,,,"134.782,11",,,,,,,,,
MARAGOGI-AL,,,,AL,,,"817,26",,,,,,,-,,,,,,"817,26",,,,,"817,26",,,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,"124.802,96",,,,,,,"108.202,15",,,,,,"233.005,11",,,,,"233.005,11",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,"817,26",,,,,,,-,,,,,,"817,26",,,,,"817,26",,,,,,,,,
MESSIAS-AL,,,,AL,,,"696,19",,,,,,,-,,,,,,"696,19",,,,,"696,19",,,,,,,,,
MURICI-AL,,,,AL,,,"817,26",,,,,,,-,,,,,,"817,26",,,,,"817,26",,,,,,,,,
NOVO LINO-AL,,,,AL,,,"635,65",,,,,,,-,,,,,,"635,65",,,,,"635,65",,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,"605,38",,,,,,,"7.892,96",,,,,,"8.498,34",,,,,"8.498,34",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,"665,92",,,,,,,-,,,,,,"665,92",,,,,"665,92",,,,,,,,,
PENEDO-AL,,,,AL,,,"998,88",,,,,,,-,,,,,,"998,88",,,,,"998,88",,,,,,,,,
PIACABUCU-AL,,,,AL,,,"726,45",,,,,,,-,,,,,,"726,45",,,,,"726,45",,,,,,,,,
PILAR-AL,,,,AL,,,"180.458,99",,,,,,,"115.849,39",,,,,,"296.308,38",,,,,"296.308,38",,,,,,,,,
PINDOBA-AL,,,,AL,,,"605,38",,,,,,,-,,,,,,"605,38",,,,,"605,38",,,,,,,,,
PORTO CALVO-AL,,,,AL,,,"817,26",,,,,,,-,,,,,,"817,26",,,,,"817,26",,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,"635,65",,,,,,,-,,,,,,"635,65",,,,,"635,65",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,"726,45",,,,,,,-,,,,,,"726,45",,,,,"726,45",,,,,,,,,
RIO LARGO-AL,,,,AL,,,"13.248,15",,,,,,,"7.881,25",,,,,,"21.129,40",,,,,"21.129,40",,,,,,,,,
ROTEIRO-AL,,,,AL,,,"2.098,58",,,,,,,"963,11",,,,,,"3.061,69",,,,,"3.061,69",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,"1.855,97",,,,,,,"806,63",,,,,,"2.662,60",,,,,"2.662,60",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,"635,65",,,,,,,-,,,,,,"635,65",,,,,"635,65",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,"786,99",,,,,,,-,,,,,,"786,99",,,,,"786,99",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,"847,53",,,,,,,-,,,,,,"847,53",,,,,"847,53",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,"340.787,71",,,,,,,"236.484,41",,,,,,"577.272,12",,,,,"577.272,12",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,"605,38",,,,,,,-,,,,,,"605,38",,,,,"605,38",,,,,,,,,
SATUBA-AL,,,,AL,,,"545.316,27",,,,,,,"24.509,62",,,,,,"569.825,89",,,,,"569.825,89",,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,"938,34",,,,,,,-,,,,,,"938,34",,,,,"938,34",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,"998,88",,,,,,,-,,,,,,"998,88",,,,,"998,88",,,,,,,,,
VICOSA-AL,,,,AL,,,"817,26",,,,,,,-,,,,,,"817,26",,,,,"817,26",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,"2.297.616,02",,,,,,,"631.033,11",,,,,,"2.928.649,13",,,,,"2.928.649,13",,,,,,,,,
ANAMA-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
ANORI-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
AUTAZES-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
BERURI-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
CAREIRO-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
COARI-AM,,,,AM,,,"1.871.827,90",,,,,,,"1.921.085,88",,,,,,"3.792.913,78",,,,,"3.792.913,78",,,,,,,,,
CODAJAS-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
IRANDUBA-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
ITACOATIARA-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
ITAPIRANGA-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
MANACAPURU-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
MANAQUIRI-AM,,,,AM,,,-,,,,,,,"2.648,05",,,,,,"2.648,05",,,,,"2.648,05",,,,,,,,,
MANAUS-AM,,,,AM,,,"960.461,54",,,,,,,"78.228,09",,,,,,"1.038.689,63",,,,,"1.038.689,63",,,,,,,,,
PARINTINS-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
SILVES-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
URUCARA-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
URUCURITUBA-AM,,,,AM,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,"2.832.289,44",,,,,,,"2.076.866,47",,,,,,"4.909.155,91",,,,,"4.909.155,91",,,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
MACAPA-AP,,,,AP,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
MAZAGAO-AP,,,,AP,,,-,,,,,,,"6.557,35",,,,,,"6.557,35",,,,,"6.557,35",,,,,,,,,
AMAPA  TOTAL,,,,,,,-,,,,,,,"19.672,05",,,,,,"19.672,05",,,,,"19.672,05",,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
ADUSTINA-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
AGUA FRIA-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
AIQUARA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,"327.986,47",,,,,,,"179.779,37",,,,,,"507.765,84",,,,,"507.765,84",,,,,,,,,
ALCOBACA-BA,,,,BA,,,"763,13",,,,,,,-,,,,,,"763,13",,,,,"763,13",,,,,,,,,
ALMADINA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
AMARGOSA-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,"793,91",,,,,,,-,,,,,,"793,91",,,,,"793,91",,,,,,,,,
ANAGE-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
ANGUERA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ANTAS-BA,,,,BA,,,"744,96",,,,,,,-,,,,,,"744,96",,,,,"744,96",,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,"683,42",,,,,,,-,,,,,,"683,42",,,,,"683,42",,,,,,,,,
APORA-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
APUAREMA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ARACAS-BA,,,,BA,,,"289.573,41",,,,,,,"146.713,03",,,,,,"436.286,44",,,,,"436.286,44",,,,,,,,,
ARACI-BA,,,,BA,,,"991,19",,,,,,,-,,,,,,"991,19",,,,,"991,19",,,,,,,,,
ARAMARI-BA,,,,BA,,,"2.767,26",,,,,,,"903,71",,,,,,"3.670,97",,,,,"3.670,97",,,,,,,,,
ARATACA-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARATUIPE-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
AURELINO LEAL-BA,,,,BA,,,"701,58",,,,,,,-,,,,,,"701,58",,,,,"701,58",,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
BANZAE-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,"879,94",,,,,,,-,,,,,,"879,94",,,,,"879,94",,,,,,,,,
BARRA DO ROCHA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
BARRO PRETO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
BARROCAS-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
BELMONTE-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
BELO CAMPO-BA,,,,BA,,,"701,58",,,,,,,-,,,,,,"701,58",,,,,"701,58",,,,,,,,,
BIRITINGA-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
BOA NOVA-BA,,,,BA,,,"726,04",,,,,,,-,,,,,,"726,04",,,,,"726,04",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,"732,35",,,,,,,-,,,,,,"732,35",,,,,"732,35",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
BREJOES-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
BUERAREMA-BA,,,,BA,,,"769,44",,,,,,,-,,,,,,"769,44",,,,,"769,44",,,,,,,,,
CAATIBA-BA,,,,BA,,,"633,71",,,,,,,-,,,,,,"633,71",,,,,"633,71",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,"744,96",,,,,,,-,,,,,,"744,96",,,,,"744,96",,,,,,,,,
CACHOEIRA-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
CAEM-BA,,,,BA,,,"640,02",,,,,,,-,,,,,,"640,02",,,,,"640,02",,,,,,,,,
CAETANOS-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
CAIRU-BA,,,,BA,,,"27.864,12",,,,,,,"289.158,13",,,,,,"317.022,25",,,,,"317.022,25",,,,,,,,,
CAMACAN-BA,,,,BA,,,"861,77",,,,,,,-,,,,,,"861,77",,,,,"861,77",,,,,,,,,
CAMACARI-BA,,,,BA,,,"2.380,49",,,,,,,"497,10",,,,,,"2.877,59",,,,,"2.877,59",,,,,,,,,
CAMAMU-BA,,,,BA,,,"892,55",,,,,,,-,,,,,,"892,55",,,,,"892,55",,,,,,,,,
CANAVIEIRAS-BA,,,,BA,,,"892,55",,,,,,,-,,,,,,"892,55",,,,,"892,55",,,,,,,,,
CANDEAL-BA,,,,BA,,,"609,25",,,,,,,-,,,,,,"609,25",,,,,"609,25",,,,,,,,,
CANDEIAS-BA,,,,BA,,,"227.575,27",,,,,,,"291.738,76",,,,,,"519.314,03",,,,,"519.314,03",,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
CANSANCAO-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
CANUDOS-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,"683,42",,,,,,,-,,,,,,"683,42",,,,,"683,42",,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,"837,30",,,,,,,-,,,,,,"837,30",,,,,"837,30",,,,,,,,,
CARAVELAS-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,"131.638,36",,,,,,,"36.989,45",,,,,,"168.627,81",,,,,"168.627,81",,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
CATU-BA,,,,BA,,,"223.001,90",,,,,,,"120.560,64",,,,,,"343.562,54",,,,,"343.562,54",,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,"861,77",,,,,,,-,,,,,,"861,77",,,,,"861,77",,,,,,,,,
CIPO-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
COARACI-BA,,,,BA,,,"793,91",,,,,,,-,,,,,,"793,91",,,,,"793,91",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,"775,75",,,,,,,-,,,,,,"775,75",,,,,"775,75",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,"732,35",,,,,,,-,,,,,,"732,35",,,,,"732,35",,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,"1.015,66",,,,,,,-,,,,,,"1.015,66",,,,,"1.015,66",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
CONDE-BA,,,,BA,,,"3.901,86",,,,,,,"2.000,56",,,,,,"5.902,42",,,,,"5.902,42",,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,"769,44",,,,,,,-,,,,,,"769,44",,,,,"769,44",,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,"769,44",,,,,,,-,,,,,,"769,44",,,,,"769,44",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,"984,88",,,,,,,-,,,,,,"984,88",,,,,"984,88",,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,"991,19",,,,,,,-,,,,,,"991,19",,,,,"991,19",,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,"781,29",,,,,,,-,,,,,,"781,29",,,,,"781,29",,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,"233.863,46",,,,,,,"160.211,02",,,,,,"394.074,48",,,,,"394.074,48",,,,,,,,,
ESPLANADA-BA,,,,BA,,,"749.174,55",,,,,,,"502.453,46",,,,,,"1.251.628,01",,,,,"1.251.628,01",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,"1.021,96",,,,,,,-,,,,,,"1.021,96",,,,,"1.021,96",,,,,,,,,
EUNAPOLIS-BA,,,,BA,,,"1.107,98",,,,,,,-,,,,,,"1.107,98",,,,,"1.107,98",,,,,,,,,
FATIMA-BA,,,,BA,,,"769,44",,,,,,,-,,,,,,"769,44",,,,,"769,44",,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,"1.231,10",,,,,,,-,,,,,,"1.231,10",,,,,"1.231,10",,,,,,,,,
FIRMINO ALVES-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
FLORESTA AZUL-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
GANDU-BA,,,,BA,,,"868,08",,,,,,,-,,,,,,"868,08",,,,,"868,08",,,,,,,,,
GAVIAO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
GLORIA-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
GONGOGI-BA,,,,BA,,,"609,25",,,,,,,-,,,,,,"609,25",,,,,"609,25",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,"775,75",,,,,,,-,,,,,,"775,75",,,,,"775,75",,,,,,,,,
GUARATINGA-BA,,,,BA,,,"793,91",,,,,,,-,,,,,,"793,91",,,,,"793,91",,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
IACU-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
IBICARAI-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
IBICUI-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
IBIQUERA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
IBIRAPITANGA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
IBIRAPUA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
IBIRATAIA-BA,,,,BA,,,"793,91",,,,,,,-,,,,,,"793,91",,,,,"793,91",,,,,,,,,
ICHU-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
IGRAPIUNA-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
IGUAI-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
ILHEUS-BA,,,,BA,,,"1.231,10",,,,,,,-,,,,,,"1.231,10",,,,,"1.231,10",,,,,,,,,
INHAMBUPE-BA,,,,BA,,,"2.339,95",,,,,,,"734,95",,,,,,"3.074,90",,,,,"3.074,90",,,,,,,,,
IPECAETA-BA,,,,BA,,,"732,35",,,,,,,-,,,,,,"732,35",,,,,"732,35",,,,,,,,,
IPIAU-BA,,,,BA,,,"954,10",,,,,,,-,,,,,,"954,10",,,,,"954,10",,,,,,,,,
IPIRA-BA,,,,BA,,,"1.015,66",,,,,,,-,,,,,,"1.015,66",,,,,"1.015,66",,,,,,,,,
IRAJUBA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
IRARA-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
ITABELA-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
ITABERABA-BA,,,,BA,,,"1.015,66",,,,,,,-,,,,,,"1.015,66",,,,,"1.015,66",,,,,,,,,
ITABUNA-BA,,,,BA,,,"1.231,10",,,,,,,-,,,,,,"1.231,10",,,,,"1.231,10",,,,,,,,,
ITACARE-BA,,,,BA,,,"843,61",,,,,,,-,,,,,,"843,61",,,,,"843,61",,,,,,,,,
ITAGI-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
ITAGIBA-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
ITAGIMIRIM-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ITAJU DO COLONIA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ITAJUIPE-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
ITAMARAJU-BA,,,,BA,,,"1.046,44",,,,,,,-,,,,,,"1.046,44",,,,,"1.046,44",,,,,,,,,
ITAMARI-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
ITANAGRA-BA,,,,BA,,,"95.810,33",,,,,,,"15.757,78",,,,,,"111.568,11",,,,,"111.568,11",,,,,,,,,
ITANHEM-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
ITAPARICA-BA,,,,BA,,,"32.570,39",,,,,,,"192.619,60",,,,,,"225.189,99",,,,,"225.189,99",,,,,,,,,
ITAPE-BA,,,,BA,,,"633,71",,,,,,,-,,,,,,"633,71",,,,,"633,71",,,,,,,,,
ITAPEBI-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
ITAPETINGA-BA,,,,BA,,,"1.015,66",,,,,,,-,,,,,,"1.015,66",,,,,"1.015,66",,,,,,,,,
ITAPICURU-BA,,,,BA,,,"868,08",,,,,,,-,,,,,,"868,08",,,,,"868,08",,,,,,,,,
ITAPITANGA-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
ITAQUARA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
ITARANTIM-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
ITATIM-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
ITIRUCU-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
ITIUBA-BA,,,,BA,,,"892,55",,,,,,,-,,,,,,"892,55",,,,,"892,55",,,,,,,,,
ITORORO-BA,,,,BA,,,"806,52",,,,,,,-,,,,,,"806,52",,,,,"806,52",,,,,,,,,
ITUBERA-BA,,,,BA,,,"793,91",,,,,,,-,,,,,,"793,91",,,,,"793,91",,,,,,,,,
JACOBINA-BA,,,,BA,,,"1.077,21",,,,,,,-,,,,,,"1.077,21",,,,,"1.077,21",,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,"954,10",,,,,,,-,,,,,,"954,10",,,,,"954,10",,,,,,,,,
JAGUARIPE-BA,,,,BA,,,"40.332,00",,,,,,,-,,,,,,"40.332,00",,,,,"40.332,00",,,,,,,,,
JANDAIRA-BA,,,,BA,,,"609,25",,,,,,,-,,,,,,"609,25",,,,,"609,25",,,,,,,,,
JEQUIE-BA,,,,BA,,,"1.231,10",,,,,,,-,,,,,,"1.231,10",,,,,"1.231,10",,,,,,,,,
JEREMOABO-BA,,,,BA,,,"929,63",,,,,,,-,,,,,,"929,63",,,,,"929,63",,,,,,,,,
JIQUIRICA-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
