UNIAO DOS PALMARES-AL,,,,,,,AL,,"749,20",,,,,,-,,,,,"749,20",,,,,,"749,20",,,,,,,,
VICOSA-AL,,,,,,,AL,,"612,98",,,,,,-,,,,,"612,98",,,,,,"612,98",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,"5.948.029,15",,,,,,"387.042,56",,,,,"6.335.071,71",,,,,,"6.335.071,71",,,,,,,,
ANAMA-AM,,,,,,,AM,,"47.523,48",,,,,,"2.376,76",,,,,"49.900,24",,,,,,"49.900,24",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,AM,,"47.523,48",,,,,,"2.526,82",,,,,"50.050,30",,,,,,"50.050,30",,,,,,,,
AUTAZES-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
BERURI-AM,,,,,,,AM,,-,,,,,,"2.148,52",,,,,"2.148,52",,,,,,"2.148,52",,,,,,,,
CAAPIRANGA-AM,,,,,,,AM,,"47.523,48",,,,,,"226,03",,,,,"47.749,51",,,,,,"47.749,51",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
CAREIRO-AM,,,,,,,AM,,-,,,,,,"2.148,52",,,,,"2.148,52",,,,,,"2.148,52",,,,,,,,
COARI-AM,,,,,,,AM,,"2.507.913,31",,,,,,"2.347.776,47",,,,,"4.855.689,78",,,,,,"4.855.689,78",,,,,,,,
CODAJAS-AM,,,,,,,AM,,"47.325,03",,,,,,"2.693,45",,,,,"50.018,48",,,,,,"50.018,48",,,,,,,,
IRANDUBA-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
ITACOATIARA-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
ITAPIRANGA-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
MANACAPURU-AM,,,,,,,AM,,-,,,,,,"2.148,52",,,,,"2.148,52",,,,,,"2.148,52",,,,,,,,
MANAQUIRI-AM,,,,,,,AM,,-,,,,,,"2.148,52",,,,,"2.148,52",,,,,,"2.148,52",,,,,,,,
MANAUS-AM,,,,,,,AM,,"335.537,16",,,,,,"234.896,60",,,,,"570.433,76",,,,,,"570.433,76",,,,,,,,
PARINTINS-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
SILVES-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
TEFE-AM,,,,,,,AM,,"181.991,72",,,,,,"65.517,02",,,,,"247.508,74",,,,,,"247.508,74",,,,,,,,
URUCARA-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
URUCURITUBA-AM,,,,,,,AM,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,"3.215.337,66",,,,,,"2.736.968,67",,,,,"5.952.306,33",,,,,,"5.952.306,33",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,AP,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
MACAPA-AP,,,,,,,AP,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
MAZAGAO-AP,,,,,,,AP,,-,,,,,,"8.040,16",,,,,"8.040,16",,,,,,"8.040,16",,,,,,,,
AMAPA  TOTAL,,,,,,,,,-,,,,,,"24.120,48",,,,,"24.120,48",,,,,,"24.120,48",,,,,,,,
ACAJUTIBA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
ADUSTINA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
AGUA FRIA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
AIQUARA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ALAGOINHAS-BA,,,,,,,BA,,"340.943,86",,,,,,"221.655,56",,,,,"562.599,42",,,,,,"562.599,42",,,,,,,,
ALCOBACA-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
ALMADINA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
AMARGOSA-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
ANAGE-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
ANGUERA-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
ANTAS-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
APORA-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
APUAREMA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ARACAS-BA,,,,,,,BA,,"442.675,37",,,,,,"263.324,87",,,,,"706.000,24",,,,,,"706.000,24",,,,,,,,
ARACI-BA,,,,,,,BA,,"1.981,12",,,,,,-,,,,,"1.981,12",,,,,,"1.981,12",,,,,,,,
ARAMARI-BA,,,,,,,BA,,"3.079,81",,,,,,"747,47",,,,,"3.827,28",,,,,,"3.827,28",,,,,,,,
ARATACA-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
ARATUIPE-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
AURELINO LEAL-BA,,,,,,,BA,,"1.362,02",,,,,,-,,,,,"1.362,02",,,,,,"1.362,02",,,,,,,,
BAIXA GRANDE-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
BANZAE-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
BARRO PRETO-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
BARROCAS-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
BELMONTE-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
BELO CAMPO-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
BIRITINGA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
BOA NOVA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
BUERAREMA-BA,,,,,,,BA,,"1.547,75",,,,,,-,,,,,"1.547,75",,,,,,"1.547,75",,,,,,,,
CAATIBA-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
CACHOEIRA-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
CAEM-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
CAETANOS-BA,,,,,,,BA,,"1.362,02",,,,,,-,,,,,"1.362,02",,,,,,"1.362,02",,,,,,,,
CAIRU-BA,,,,,,,BA,,"42.774,32",,,,,,"491.830,01",,,,,"534.604,33",,,,,,"534.604,33",,,,,,,,
CAMACAN-BA,,,,,,,BA,,"1.733,48",,,,,,-,,,,,"1.733,48",,,,,,"1.733,48",,,,,,,,
CAMACARI-BA,,,,,,,BA,,"338.924,65",,,,,,"166.762,57",,,,,"505.687,22",,,,,,"505.687,22",,,,,,,,
CAMAMU-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
CANAVIEIRAS-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
CANDEAL-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
CANDEIAS-BA,,,,,,,BA,,"510.319,84",,,,,,"425.085,28",,,,,"935.405,12",,,,,,"935.405,12",,,,,,,,
CANDIDO SALES-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
CANSANCAO-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
CANUDOS-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
CAPIM GROSSO-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
CARAVELAS-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,BA,,"95.639,42",,,,,,"30.615,40",,,,,"126.254,82",,,,,,"126.254,82",,,,,,,,
CASTRO ALVES-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
CATU-BA,,,,,,,BA,,"251.027,85",,,,,,"121.365,95",,,,,"372.393,80",,,,,,"372.393,80",,,,,,,,
CICERO DANTAS-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
CIPO-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
COARACI-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,BA,,"2.043,03",,,,,,-,,,,,"2.043,03",,,,,,"2.043,03",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,BA,,"1.733,48",,,,,,-,,,,,"1.733,48",,,,,,"1.733,48",,,,,,,,
CONDE-BA,,,,,,,BA,,"3.346,49",,,,,,"1.120,25",,,,,"4.466,74",,,,,,"4.466,74",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
CRAVOLANDIA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
CRISOPOLIS-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,BA,,"2.043,03",,,,,,-,,,,,"2.043,03",,,,,,"2.043,03",,,,,,,,
DARIO MEIRA-BA,,,,,,,BA,,"1.362,02",,,,,,-,,,,,"1.362,02",,,,,,"1.362,02",,,,,,,,
DIAS D'AVILA-BA,,,,,,,BA,,"2.104,94",,,,,,-,,,,,"2.104,94",,,,,,"2.104,94",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ENCRUZILHADA-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
ENTRE RIOS-BA,,,,,,,BA,,"281.114,56",,,,,,"202.400,98",,,,,"483.515,54",,,,,,"483.515,54",,,,,,,,
ESPLANADA-BA,,,,,,,BA,,"483.395,86",,,,,,"373.550,05",,,,,"856.945,91",,,,,,"856.945,91",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,BA,,"2.043,03",,,,,,-,,,,,"2.043,03",,,,,,"2.043,03",,,,,,,,
EUNAPOLIS-BA,,,,,,,BA,,"290.421,50",,,,,,"6.017,66",,,,,"296.439,16",,,,,,"296.439,16",,,,,,,,
FATIMA-BA,,,,,,,BA,,"1.485,84",,,,,,-,,,,,"1.485,84",,,,,,"1.485,84",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,BA,,"2.476,41",,,,,,-,,,,,"2.476,41",,,,,,"2.476,41",,,,,,,,
FIRMINO ALVES-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
FLORESTA AZUL-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
GANDU-BA,,,,,,,BA,,"1.733,48",,,,,,-,,,,,"1.733,48",,,,,,"1.733,48",,,,,,,,
GAVIAO-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
GLORIA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
GONGOGI-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,BA,,"1.547,75",,,,,,-,,,,,"1.547,75",,,,,,"1.547,75",,,,,,,,
GUARATINGA-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
HELIOPOLIS-BA,,,,,,,BA,,"1.362,02",,,,,,-,,,,,"1.362,02",,,,,,"1.362,02",,,,,,,,
IACU-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
IBICUI-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
IBIQUERA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
IBIRAPITANGA-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
IBIRAPUA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
IBIRATAIA-BA,,,,,,,BA,,"1.547,75",,,,,,-,,,,,"1.547,75",,,,,,"1.547,75",,,,,,,,
ICHU-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
IGRAPIUNA-BA,,,,,,,BA,,"1.362,02",,,,,,-,,,,,"1.362,02",,,,,,"1.362,02",,,,,,,,
IGUAI-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
ILHEUS-BA,,,,,,,BA,,"2.476,41",,,,,,-,,,,,"2.476,41",,,,,,"2.476,41",,,,,,,,
INHAMBUPE-BA,,,,,,,BA,,"2.863,93",,,,,,"513,38",,,,,"3.377,31",,,,,,"3.377,31",,,,,,,,
IPECAETA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
IPIAU-BA,,,,,,,BA,,"1.919,21",,,,,,-,,,,,"1.919,21",,,,,,"1.919,21",,,,,,,,
IPIRA-BA,,,,,,,BA,,"2.043,03",,,,,,-,,,,,"2.043,03",,,,,,"2.043,03",,,,,,,,
IRAJUBA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
IRARA-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
ITABELA-BA,,,,,,,BA,,"1.733,48",,,,,,-,,,,,"1.733,48",,,,,,"1.733,48",,,,,,,,
ITABERABA-BA,,,,,,,BA,,"2.043,03",,,,,,-,,,,,"2.043,03",,,,,,"2.043,03",,,,,,,,
ITABUNA-BA,,,,,,,BA,,"290.607,23",,,,,,"1.026,66",,,,,"291.633,89",,,,,,"291.633,89",,,,,,,,
ITACARE-BA,,,,,,,BA,,"1.671,57",,,,,,-,,,,,"1.671,57",,,,,,"1.671,57",,,,,,,,
ITAGI-BA,,,,,,,BA,,"1.362,02",,,,,,-,,,,,"1.362,02",,,,,,"1.362,02",,,,,,,,
ITAGIBA-BA,,,,,,,BA,,"1.423,93",,,,,,-,,,,,"1.423,93",,,,,,"1.423,93",,,,,,,,
ITAGIMIRIM-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ITAJUIPE-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
ITAMARAJU-BA,,,,,,,BA,,"2.043,03",,,,,,-,,,,,"2.043,03",,,,,,"2.043,03",,,,,,,,
ITAMARI-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ITAMBE-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
ITANAGRA-BA,,,,,,,BA,,"67.751,02",,,,,,"14.775,89",,,,,"82.526,91",,,,,,"82.526,91",,,,,,,,
ITANHEM-BA,,,,,,,BA,,"1.609,66",,,,,,-,,,,,"1.609,66",,,,,,"1.609,66",,,,,,,,
ITAPARICA-BA,,,,,,,BA,,"96.460,33",,,,,,"327.065,79",,,,,"423.526,12",,,,,,"423.526,12",,,,,,,,
ITAPE-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
ITAPEBI-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
ITAPETINGA-BA,,,,,,,BA,,"2.104,94",,,,,,-,,,,,"2.104,94",,,,,,"2.104,94",,,,,,,,
ITAPICURU-BA,,,,,,,BA,,"1.795,39",,,,,,-,,,,,"1.795,39",,,,,,"1.795,39",,,,,,,,
ITAPITANGA-BA,,,,,,,BA,,"1.300,11",,,,,,-,,,,,"1.300,11",,,,,,"1.300,11",,,,,,,,
ITAQUARA-BA,,,,,,,BA,,"1.238,20",,,,,,-,,,,,"1.238,20",,,,,,"1.238,20",,,,,,,,
ITARANTIM-BA,,,,,,,BA,,"1.547,75",,,,,,-,,,,,"1.547,75",,,,,,"1.547,75",,,,,,,,
