MARECHAL DEODORO,,,,,AL,,,"114.232,14",,,,,"66.923,56",,,,,,,"181.155,70",,,,,,,"1.913.484,16",,,,,,,,
MATRIZ DE CAMARAGIBE,,,,,AL,,,"680,91",,,,,-,,,,,,,"680,91",,,,,,,"6.602,61",,,,,,,,
MESSIAS,,,,,AL,,,"549,97",,,,,-,,,,,,,"549,97",,,,,,,"5.332,87",,,,,,,,
MURICI,,,,,AL,,,"707,10",,,,,-,,,,,,,"707,10",,,,,,,"6.856,56",,,,,,,,
NOVO LINO,,,,,AL,,,"549,97",,,,,-,,,,,,,"549,97",,,,,,,"5.332,87",,,,,,,,
PARIPUEIRA,,,,,AL,,,"523,78",,,,,"7.803,01",,,,,,,"8.326,79",,,,,,,"61.491,97",,,,,,,,
PASSO DE CAMARAGIBE,,,,,AL,,,"576,15",,,,,-,,,,,,,"576,15",,,,,,,"5.586,81",,,,,,,,
PENEDO,,,,,AL,,,"864,23",,,,,-,,,,,,,"864,23",,,,,,,"8.380,24",,,,,,,,
PIACABUCU,,,,,AL,,,"628,53",,,,,-,,,,,,,"628,53",,,,,,,"6.094,70",,,,,,,,
PILAR,,,,,AL,,,"105.793,02",,,,,"67.763,52",,,,,,,"173.556,54",,,,,,,"1.741.323,41",,,,,,,,
PINDOBA,,,,,AL,,,"523,78",,,,,-,,,,,,,"523,78",,,,,,,"5.078,91",,,,,,,,
PORTO CALVO,,,,,AL,,,"680,91",,,,,-,,,,,,,"680,91",,,,,,,"6.602,61",,,,,,,,
PORTO DE PEDRAS,,,,,AL,,,"549,97",,,,,-,,,,,,,"549,97",,,,,,,"5.332,87",,,,,,,,
PORTO REAL DO COLEGIO,,,,,AL,,,"654,72",,,,,-,,,,,,,"654,72",,,,,,,"6.348,65",,,,,,,,
RIO LARGO,,,,,AL,,,"6.419,26",,,,,"3.582,99",,,,,,,"10.002,25",,,,,,,"47.058,23",,,,,,,,
ROTEIRO,,,,,AL,,,"712,82",,,,,"121,93",,,,,,,"834,75",,,,,,,"12.407,97",,,,,,,,
SANTA LUZIA DO NORTE,,,,,AL,,,"523,78",,,,,-,,,,,,,"523,78",,,,,,,"5.078,91",,,,,,,,
SANTANA DO MUNDAU,,,,,AL,,,"549,97",,,,,-,,,,,,,"549,97",,,,,,,"5.332,87",,,,,,,,
SAO JOSE DA LAJE,,,,,AL,,,"680,91",,,,,-,,,,,,,"680,91",,,,,,,"6.602,61",,,,,,,,
SAO LUIS DO QUITUNDE,,,,,AL,,,"733,29",,,,,-,,,,,,,"733,29",,,,,,,"7.110,51",,,,,,,,
SAO MIGUEL DOS CAMPOS,,,,,AL,,,"161.067,72",,,,,"55.167,72",,,,,,,"216.235,44",,,,,,,"1.927.665,52",,,,,,,,
SAO MIGUEL DOS MILAGRES,,,,,AL,,,"523,78",,,,,-,,,,,,,"523,78",,,,,,,"5.078,91",,,,,,,,
SATUBA,,,,,AL,,,"92.021,94",,,,,"58.982,53",,,,,,,"151.004,47",,,,,,,"833.064,36",,,,,,,,
TEOTONIO VILELA,,,,,AL,,,"785,67",,,,,-,,,,,,,"785,67",,,,,,,"7.618,39",,,,,,,,
UNIAO DOS PALMARES,,,,,AL,,,"864,23",,,,,-,,,,,,,"864,23",,,,,,,"8.380,24",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA,,,,,AL,,,"707,10",,,,,-,,,,,,,"707,10",,,,,,,"6.856,56",,,,,,,,
TOTAL ALAGOAS,,,,,,,,"1.465.077,89",,,,,"331.457,93",,,,,,,"1.796.535,82",,,,,,,"16.881.288,15",,,,,,,,
LARANJAL DO JARI,,,,,AP,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
MACAPA,,,,,AP,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
MAZAGAO,,,,,AP,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
TOTAL AMAPA,,,,,,,,-,,,,,"19.393,26",,,,,,,"19.393,26",,,,,,,"163.359,75",,,,,,,,
ANAMA,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
ANORI,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
AUTAZES,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
BERURI,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
CAREIRO,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
CAREIRO DA VARZEA,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
COARI,,,,,AM,,,"1.354.509,48",,,,,"1.149.004,50",,,,,,,"2.503.513,98",,,,,,,"23.993.048,65",,,,,,,,
CODAJAS,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
IRANDUBA,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
ITACOATIARA,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
ITAPIRANGA,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
MANACAPURU,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
MANAQUIRI,,,,,AM,,,-,,,,,"2.230,57",,,,,,,"2.230,57",,,,,,,"22.474,90",,,,,,,,
MANAUS,,,,,AM,,,"901.186,89",,,,,"84.085,09",,,,,,,"985.271,98",,,,,,,"7.058.429,38",,,,,,,,
PARINTINS,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
SILVES,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
URUCARA,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
URUCURITUBA,,,,,AM,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
TOTAL AMAZONAS,,,,,,,,"2.255.696,37",,,,,"1.306.883,36",,,,,,,"3.562.579,73",,,,,,,"31.698.881,58",,,,,,,,
ACAJUTIBA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
ADUSTINA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
AGUA FRIA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
AIQUARA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ALAGOINHAS,,,,,BA,,,"218.141,07",,,,,"116.424,49",,,,,,,"334.565,56",,,,,,,"3.331.385,32",,,,,,,,
AMARGOSA,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
AMELIA RODRIGUES,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
ANAGE,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
ANGUERA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ANTAS,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
ANTONIO CARDOSO,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
APORA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
APUAREMA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ARACAS,,,,,BA,,,"187.814,73",,,,,"83.846,22",,,,,,,"271.660,95",,,,,,,"2.710.456,79",,,,,,,,
ARACI,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
ARAMARI,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ARATUIPE,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
BAIXA GRANDE,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
BANZAE,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
BARRA DO CHOCA,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
BARROCAS,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
BELO CAMPO,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
BIRITINGA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
BOA NOVA,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
BOA VISTA DO TUPIM,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
BOM JESUS DA SERRA,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
BREJOES,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
CAATIBA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
CABACEIRAS DO PARAGUACU,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
CACHOEIRA,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
CAEM,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAETANOS,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
CAMACARI,,,,,BA,,,"916,64",,,,,"336,45",,,,,,,"1.253,09",,,,,,,"11.259,57",,,,,,,,
CANDEAL,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
CANDEIAS,,,,,BA,,,"180.155,99",,,,,"133.941,94",,,,,,,"314.097,93",,,,,,,"3.595.790,46",,,,,,,,
CANDIDO SALES,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
CANSANCAO,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
CANUDOS,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
CAPELA DO ALTO ALEGRE,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
CAPIM GROSSO,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
CARDEAL DA SILVA,,,,,BA,,,"93.209,70",,,,,"21.158,81",,,,,,,"114.368,51",,,,,,,"1.121.410,57",,,,,,,,
CASTRO ALVES,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
CATU,,,,,BA,,,"185.194,21",,,,,"89.368,42",,,,,,,"274.562,63",,,,,,,"2.609.676,59",,,,,,,,
CICERO DANTAS,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
CIPO,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
CONCEICAO DA FEIRA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
CONCEICAO DO ALMEIDA,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
CONCEICAO DO COITE,,,,,BA,,,"95,34",,,,,-,,,,,,,"95,34",,,,,,,"1.150,81",,,,,,,,
CONCEICAO DO JACUIPE,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
CONDE,,,,,BA,,,"939,05",,,,,"557,24",,,,,,,"1.496,29",,,,,,,"34.832,43",,,,,,,,
CORACAO DE MARIA,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
CORONEL JOAO SA,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
CRAVOLANDIA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
CRISOPOLIS,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
CRUZ DAS ALMAS,,,,,BA,,,"92,45",,,,,-,,,,,,,"92,45",,,,,,,"1.115,94",,,,,,,,
DARIO MEIRA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
DIAS D'AVILA,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
DOM MACEDO COSTA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ELISIO MEDRADO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ENCRUZILHADA,,,,,BA,,,"83,78",,,,,-,,,,,,,"83,78",,,,,,,"1.011,32",,,,,,,,
ENTRE RIOS,,,,,BA,,,"172.027,39",,,,,"94.864,90",,,,,,,"266.892,29",,,,,,,"2.783.762,02",,,,,,,,
ESPLANADA,,,,,BA,,,"321.202,51",,,,,"200.936,50",,,,,,,"522.139,01",,,,,,,"4.765.195,58",,,,,,,,
EUCLIDES DA CUNHA,,,,,BA,,,"92,45",,,,,-,,,,,,,"92,45",,,,,,,"1.115,94",,,,,,,,
FATIMA,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
FEIRA DE SANTANA,,,,,BA,,,"115,56",,,,,-,,,,,,,"115,56",,,,,,,"1.394,94",,,,,,,,
GAVIAO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
GLORIA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
GOVERNADOR MANGABEIRA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
HELIOPOLIS,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
IACU,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
IBIQUERA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ICHU,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
INHAMBUPE,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
IPECAETA,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
IPIRA,,,,,BA,,,"95,34",,,,,-,,,,,,,"95,34",,,,,,,"1.150,81",,,,,,,,
IRAJUBA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
IRARA,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
ITABERABA,,,,,BA,,,"95,34",,,,,-,,,,,,,"95,34",,,,,,,"1.150,81",,,,,,,,
ITAGI,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
ITAMBE,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
ITANAGRA,,,,,BA,,,"77.514,09",,,,,"13.815,61",,,,,,,"91.329,70",,,,,,,"877.329,79",,,,,,,,
ITAPARICA,,,,,BA,,,"2.000,51",,,,,"51.130,68",,,,,,,"53.131,19",,,,,,,"1.066.689,39",,,,,,,,
ITAPETINGA,,,,,BA,,,"95,34",,,,,-,,,,,,,"95,34",,,,,,,"1.150,81",,,,,,,,
ITAPICURU,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
ITAQUARA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
ITARANTIM,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
ITATIM,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITIRUCU,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
ITIUBA,,,,,BA,,,"83,78",,,,,-,,,,,,,"83,78",,,,,,,"1.011,32",,,,,,,,
JACOBINA,,,,,BA,,,"101,12",,,,,-,,,,,,,"101,12",,,,,,,"1.220,56",,,,,,,,
JAGUAQUARA,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
JAGUARIPE,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
JANDAIRA,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
JEQUIE,,,,,BA,,,"115,56",,,,,-,,,,,,,"115,56",,,,,,,"1.394,94",,,,,,,,
JEREMOABO,,,,,BA,,,"83,78",,,,,-,,,,,,,"83,78",,,,,,,"1.011,32",,,,,,,,
JIQUIRICA,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
JITAUNA,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
LAFAIETE COUTINHO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
LAJE,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
LAJEDINHO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
LAJEDO DO TABOCAL,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
LAMARAO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
LAURO DE FREITAS,,,,,BA,,,"109,78",,,,,-,,,,,,,"109,78",,,,,,,"1.325,19",,,,,,,,
MACAJUBA,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
MACARANI,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
MADRE DE DEUS,,,,,BA,,,"902.947,34",,,,,"230.200,52",,,,,,,"1.133.147,86",,,,,,,"13.635.772,90",,,,,,,,
MAIQUINIQUE,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
MAIRI,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
MANOEL VITORINO,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
MARACAS,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
MARAGOGIPE,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
MARCIONILIO SOUZA,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
MATA DE SAO JOAO,,,,,BA,,,"144.531,49",,,,,"56.266,95",,,,,,,"200.798,44",,,,,,,"2.098.545,64",,,,,,,,
MIGUEL CALMON,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
MILAGRES,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
MIRANTE,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
MONTE SANTO,,,,,BA,,,"92,45",,,,,-,,,,,,,"92,45",,,,,,,"1.115,94",,,,,,,,
MUNDO NOVO,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
MUNIZ FERREIRA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
MURITIBA,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
MUTUIPE,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
NAZARE,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
NORDESTINA,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
NOVA CANAA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
NOVA FATIMA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
NOVA ITARANA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
NOVA SOURE,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
NOVO TRIUNFO,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
OLINDINA,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
OURICANGAS,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
OUROLANDIA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
PARIPIRANGA,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
PAULO AFONSO,,,,,BA,,,"106,89",,,,,-,,,,,,,"106,89",,,,,,,"1.290,31",,,,,,,,
PE DE SERRA,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
PEDRAO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
PEDRO ALEXANDRE,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
PINTADAS,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
PIRITIBA,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
PLANALTINO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
PLANALTO,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
POCOES,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
POJUCA,,,,,BA,,,"594.510,81",,,,,"508.930,63",,,,,,,"1.103.441,44",,,,,,,"10.044.062,96",,,,,,,,
QUEIMADAS,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
QUIXABEIRA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
RAFAEL JAMBEIRO,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
