SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,"723,66",,,,,,,,-,,,,,,"723,66",,,,,,,"7.551,15",,,,,,,,
SATUBA-AL,,,,,,,,AL,,"747.239,88",,,,,,,,"18.439,16",,,,,,"765.679,04",,,,,,,"7.422.619,31",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,"1.121,68",,,,,,,,-,,,,,,"1.121,68",,,,,,,"11.704,33",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,"1.194,05",,,,,,,,-,,,,,,"1.194,05",,,,,,,"12.459,44",,,,,,,,
VICOSA-AL,,,,,,,,AL,,"976,95",,,,,,,,-,,,,,,"976,95",,,,,,,"10.194,10",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,"3.507.757,92",,,,,,,,"575.335,50",,,,,,"4.083.093,42",,,,,,,"39.524.741,50",,,,,,,,
ANAMA-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
ANORI-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
AUTAZES-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
BERURI-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
CAREIRO-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
COARI-AM,,,,,,,,AM,,"2.133.628,45",,,,,,,,"2.071.011,87",,,,,,"4.204.640,32",,,,,,,"47.610.539,32",,,,,,,,
CODAJAS-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,-,,,,,,,,"2.777,28",,,,,,"2.777,28",,,,,,,"31.603,78",,,,,,,,
MANAUS-AM,,,,,,,,AM,,"1.270.107,81",,,,,,,,"106.009,00",,,,,,"1.376.116,81",,,,,,,"11.806.810,60",,,,,,,,
PARINTINS-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
SILVES-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
URUCARA-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"3.403.736,26",,,,,,,,"2.269.513,48",,,,,,"5.673.249,74",,,,,,,"60.431.782,74",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
MACAPA-AP,,,,,,,,AP,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,-,,,,,,,,"8.116,85",,,,,,"8.116,85",,,,,,,"88.134,04",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,,,,"24.350,55",,,,,,"24.350,55",,,,,,,"264.402,12",,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
AIQUARA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,"326.397,01",,,,,,,,"177.272,76",,,,,,"503.669,77",,,,,,,"5.794.720,92",,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.318,14",,,,,,,,
ALMADINA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.812,57",,,,,,,,
ANAGE-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
ANGUERA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ANTAS-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.905,73",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.917,04",,,,,,,,
APORA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
APUAREMA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ARACAS-BA,,,,,,,,BA,,"310.189,46",,,,,,,,"158.877,34",,,,,,"469.066,80",,,,,,,"5.111.816,65",,,,,,,,
ARACI-BA,,,,,,,,BA,,"1.694,55",,,,,,,,-,,,,,,"1.694,55",,,,,,,"15.860,69",,,,,,,,
ARAMARI-BA,,,,,,,,BA,,"2.740,06",,,,,,,,"706,00",,,,,,"3.446,06",,,,,,,"38.665,63",,,,,,,,
ARATACA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.329,47",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
BANZAE-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.254,67",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
BARROCAS-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.876,04",,,,,,,,
BELMONTE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.329,47",,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.782,80",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.823,79",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
BREJOES-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.359,14",,,,,,,,
CAATIBA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.299,71",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.905,73",,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
CAEM-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.340,72",,,,,,,,
CAETANOS-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.876,04",,,,,,,,
CAIRU-BA,,,,,,,,BA,,"39.789,02",,,,,,,,"416.228,13",,,,,,"456.017,15",,,,,,,"4.613.142,55",,,,,,,,
CAMACAN-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.842,24",,,,,,,,
CAMACARI-BA,,,,,,,,BA,,"2.834,52",,,,,,,,"321,09",,,,,,"3.155,61",,,,,,,"30.557,29",,,,,,,,
CAMAMU-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.336,60",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.336,60",,,,,,,,
CANDEAL-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.846,37",,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,"244.195,62",,,,,,,,"270.731,95",,,,,,"514.927,57",,,,,,,"6.048.303,47",,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
CANUDOS-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.917,04",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.388,84",,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,"143.570,57",,,,,,,,"43.967,41",,,,,,"187.537,98",,,,,,,"1.923.962,47",,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
CATU-BA,,,,,,,,BA,,"236.316,01",,,,,,,,"130.258,44",,,,,,"366.574,45",,,,,,,"3.972.984,10",,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.842,24",,,,,,,,
CIPO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
COARACI-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.812,57",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.400,14",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.823,79",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,"1.747,51",,,,,,,,-,,,,,,"1.747,51",,,,,,,"16.314,10",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
CONDE-BA,,,,,,,,BA,,"2.980,04",,,,,,,,"1.034,07",,,,,,"4.014,11",,,,,,,"54.906,72",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.359,14",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.359,14",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,"1.694,55",,,,,,,,-,,,,,,"1.694,55",,,,,,,"15.819,69",,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,"1.694,55",,,,,,,,-,,,,,,"1.694,55",,,,,,,"15.860,69",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.730,57",,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,"255.115,08",,,,,,,,"182.048,79",,,,,,"437.163,87",,,,,,,"4.676.872,11",,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,"1.412.735,29",,,,,,,,"498.673,41",,,,,,"1.911.408,70",,,,,,,"18.811.542,41",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,"1.747,51",,,,,,,,-,,,,,,"1.747,51",,,,,,,"16.355,04",,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,"1.906,37",,,,,,,,-,,,,,,"1.906,37",,,,,,,"17.797,13",,,,,,,,
FATIMA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.359,14",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,"2.118,19",,,,,,,,-,,,,,,"2.118,19",,,,,,,"19.774,66",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
GANDU-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.883,25",,,,,,,,
GAVIAO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
GLORIA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
GONGOGI-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.846,37",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.400,14",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.812,57",,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
IACU-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
IBICARAI-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
IBICUI-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.812,57",,,,,,,,
ICHU-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
IGUAI-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
ILHEUS-BA,,,,,,,,BA,,"2.118,19",,,,,,,,-,,,,,,"2.118,19",,,,,,,"19.774,66",,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,"3.028,89",,,,,,,,"761,53",,,,,,"3.790,42",,,,,,,"37.789,41",,,,,,,,
IPECAETA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.823,79",,,,,,,,
IPIAU-BA,,,,,,,,BA,,"1.641,60",,,,,,,,-,,,,,,"1.641,60",,,,,,,"15.325,35",,,,,,,,
IPIRA-BA,,,,,,,,BA,,"1.747,51",,,,,,,,-,,,,,,"1.747,51",,,,,,,"16.314,10",,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
IRARA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
ITABELA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
ITABERABA-BA,,,,,,,,BA,,"1.747,51",,,,,,,,-,,,,,,"1.747,51",,,,,,,"16.314,10",,,,,,,,
ITABUNA-BA,,,,,,,,BA,,"2.118,19",,,,,,,,-,,,,,,"2.118,19",,,,,,,"19.774,66",,,,,,,,
ITACARE-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.429,84",,,,,,,,
ITAGI-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
ITAGIBA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
ITAGIMIRIM-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
