EQUADOR-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
FELIPE GUERRA-RN,,,,,,,RN,,,,"141.704,08",,,,,,,,,,,"56.236,64",,,,,,,"197.940,72",,,,,,,,,,"1.078.276,97",,,,,,
FLORANIA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
FRANCISCO DANTAS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
FRUTUOSO GOMES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
GALINHOS-RN,,,,,,,RN,,,,"50.051,03",,,,,,,,,,,"107.184,69",,,,,,,"157.235,72",,,,,,,,,,"586.419,07",,,,,,
GOIANINHA-RN,,,,,,,RN,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.730.141,25",,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,,,RN,,,,"188.066,78",,,,,,,,,,,"100.443,45",,,,,,,"288.510,23",,,,,,,,,,"1.382.899,90",,,,,,
GROSSOS-RN,,,,,,,RN,,,,"65.652,55",,,,,,,,,,,"75.891,00",,,,,,,"141.543,55",,,,,,,,,,"680.570,49",,,,,,
GUAMARE-RN,,,,,,,RN,,,,"1.199.209,46",,,,,,,,,,,"819.459,09",,,,,,,"2.018.668,55",,,,,,,,,,"9.154.587,55",,,,,,
IELMO MARINHO-RN,,,,,,,RN,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.730.141,25",,,,,,
IPANGUACU-RN,,,,,,,RN,,,,"4.787,16",,,,,,,,,,,-,,,,,,,"4.787,16",,,,,,,,,,"22.462,25",,,,,,
IPUEIRA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
ITAJA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
ITAU-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
JANDAIRA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
JANDUIS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
JARDIM DE PIRANHAS-RN,,,,,,,RN,,,,"4.787,16",,,,,,,,,,,-,,,,,,,"4.787,16",,,,,,,,,,"22.462,25",,,,,,
JARDIM DO SERIDO-RN,,,,,,,RN,,,,"4.787,16",,,,,,,,,,,-,,,,,,,"4.787,16",,,,,,,,,,"22.462,25",,,,,,
JOAO DIAS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
JOSE DA PENHA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
JUCURUTU-RN,,,,,,,RN,,,,"5.222,36",,,,,,,,,,,-,,,,,,,"5.222,36",,,,,,,,,,"24.504,27",,,,,,
LAGOA NOVA-RN,,,,,,,RN,,,,"4.787,16",,,,,,,,,,,-,,,,,,,"4.787,16",,,,,,,,,,"22.462,25",,,,,,
LUCRECIA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
LUIS GOMES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
MACAIBA-RN,,,,,,,RN,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.730.141,25",,,,,,
MACAU-RN,,,,,,,RN,,,,"1.471.220,78",,,,,,,,,,,"562.797,23",,,,,,,"2.034.018,01",,,,,,,,,,"8.972.563,99",,,,,,
MAJOR SALES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
MARCELINO VIEIRA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
MARTINS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
MESSIAS TARGINO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
MOSSORO-RN,,,,,,,RN,,,,"1.132.053,91",,,,,,,,,,,"925.020,08",,,,,,,"2.057.073,99",,,,,,,,,,"9.845.654,52",,,,,,
OLHO D'AGUA DO BORGES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
OURO BRANCO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
PARANA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
PARAU-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
PARELHAS-RN,,,,,,,RN,,,,"5.439,96",,,,,,,,,,,-,,,,,,,"5.439,96",,,,,,,,,,"25.525,29",,,,,,
PATU-RN,,,,,,,RN,,,,"4.569,56",,,,,,,,,,,-,,,,,,,"4.569,56",,,,,,,,,,"21.441,22",,,,,,
PAU DOS FERROS-RN,,,,,,,RN,,,,"5.875,15",,,,,,,,,,,-,,,,,,,"5.875,15",,,,,,,,,,"27.567,30",,,,,,
PEDRO AVELINO-RN,,,,,,,RN,,,,"4.416,55",,,,,,,,,,,"30,03",,,,,,,"4.446,58",,,,,,,,,,"20.682,88",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENDENCIAS-RN,,,,,,,RN,,,,"208.891,90",,,,,,,,,,,"98.975,75",,,,,,,"307.867,65",,,,,,,,,,"1.500.484,01",,,,,,
PILOES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
PORTALEGRE-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
PORTO DO MANGUE-RN,,,,,,,RN,,,,"133.516,44",,,,,,,,,,,"185.965,16",,,,,,,"319.481,60",,,,,,,,,,"1.515.230,29",,,,,,
RAFAEL FERNANDES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
RAFAEL GODEIRO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
RIACHO DA CRUZ-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
RIACHO DE SANTANA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
RODOLFO FERNANDES-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SANTANA DO SERIDO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SAO FERNANDO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SAO FRANCISCO DO OESTE-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SAO GONCALO DO AMARANTE-RN,,,,,,,RN,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.720.850,90",,,,,,
SAO JOAO DO SABUGI-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SAO JOSE DE MIPIBU-RN,,,,,,,RN,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"87.268,32",,,,,,
SAO JOSE DO SERIDO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SAO MIGUEL-RN,,,,,,,RN,,,,"5.657,55",,,,,,,,,,,-,,,,,,,"5.657,55",,,,,,,,,,"26.546,28",,,,,,
SAO RAFAEL-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SAO VICENTE-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SERRA DO MEL-RN,,,,,,,RN,,,,"110.876,73",,,,,,,,,,,"32.323,46",,,,,,,"143.200,19",,,,,,,,,,"698.597,98",,,,,,
SERRA NEGRA DO NORTE-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SERRINHA DOS PINTOS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
SEVERIANO MELO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
TABOLEIRO GRANDE-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
TENENTE ANANIAS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
TIBAU-RN,,,,,,,RN,,,,"65.652,55",,,,,,,,,,,"21.869,39",,,,,,,"87.521,94",,,,,,,,,,"417.200,29",,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
TRIUNFO POTIGUAR-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
UMARIZAL-RN,,,,,,,RN,,,,"4.569,56",,,,,,,,,,,-,,,,,,,"4.569,56",,,,,,,,,,"21.441,22",,,,,,
UPANEMA-RN,,,,,,,RN,,,,"138.397,36",,,,,,,,,,,"99.964,59",,,,,,,"238.361,95",,,,,,,,,,"1.192.907,32",,,,,,
VENHA-VER-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
VICOSA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
RIO GRANDE DO NORTE  TOTAL,,,,,,,,,,,"9.259.829,01",,,,,,,,,,,"4.032.464,41",,,,,,,"13.292.293,42",,,,,,,,,,"62.028.940,27",,,,,,
CANOAS-RS,,,,,,,RS,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.502.135,77",,,,,,
CIDREIRA-RS,,,,,,,RS,,,,-,,,,,,,,,,,"204.634,04",,,,,,,"204.634,04",,,,,,,,,,"901.082,92",,,,,,
IMBE-RS,,,,,,,RS,,,,"573.490,41",,,,,,,,,,,"204.634,04",,,,,,,"778.124,45",,,,,,,,,,"4.564.522,21",,,,,,
OSORIO-RS,,,,,,,RS,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.730.141,25",,,,,,
SAO FRANCISCO DE PAULA-RS,,,,,,,RS,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"226.583,09",,,,,,
TRAMANDAI-RS,,,,,,,RS,,,,"1.055.582,69",,,,,,,,,,,"272.845,39",,,,,,,"1.328.428,08",,,,,,,,,,"5.810.660,94",,,,,,
RIO GRANDE DO SUL  TOTAL,,,,,,,,,,,"2.776.053,92",,,,,,,,,,,"682.113,47",,,,,,,"3.458.167,39",,,,,,,,,,"16.735.126,18",,,,,,
ARAQUARI-SC,,,,,,,SC,,,,-,,,,,,,,,,,"192.763,01",,,,,,,"192.763,01",,,,,,,,,,"799.088,42",,,,,,
BALNEARIO BARRA DO SUL-SC,,,,,,,SC,,,,-,,,,,,,,,,,"192.763,01",,,,,,,"192.763,01",,,,,,,,,,"799.088,42",,,,,,
GARUVA-SC,,,,,,,SC,,,,-,,,,,,,,,,,"192.763,01",,,,,,,"192.763,01",,,,,,,,,,"799.088,42",,,,,,
ITAPOA-SC,,,,,,,SC,,,,-,,,,,,,,,,,"192.763,01",,,,,,,"192.763,01",,,,,,,,,,"799.088,42",,,,,,
JOINVILLE-SC,,,,,,,SC,,,,-,,,,,,,,,,,"192.763,01",,,,,,,"192.763,01",,,,,,,,,,"799.088,42",,,,,,
SAO FRANCISCO DO SUL-SC,,,,,,,SC,,,,"1.055.582,69",,,,,,,,,,,"642.543,39",,,,,,,"1.698.126,08",,,,,,,,,,"7.276.366,93",,,,,,
SANTA CATARINA  TOTAL,,,,,,,,,,,"1.055.582,69",,,,,,,,,,,"1.606.358,44",,,,,,,"2.661.941,13",,,,,,,,,,"11.271.809,03",,,,,,
AMPARO DE SAO FRANCISCO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
AQUIDABA-SE,,,,,,,SE,,,,"7.725,67",,,,,,,,,,,-,,,,,,,"7.725,67",,,,,,,,,,"36.519,31",,,,,,
ARACAJU-SE,,,,,,,SE,,,,"1.258.499,75",,,,,,,,,,,"634.714,65",,,,,,,"1.893.214,40",,,,,,,,,,"8.922.974,12",,,,,,
ARAUA-SE,,,,,,,SE,,,,"6.488,15",,,,,,,,,,,-,,,,,,,"6.488,15",,,,,,,,,,"30.673,41",,,,,,
AREIA BRANCA-SE,,,,,,,SE,,,,"9.634,87",,,,,,,,,,,"1.431,67",,,,,,,"11.066,54",,,,,,,,,,"52.431,89",,,,,,
BARRA DOS COQUEIROS-SE,,,,,,,SE,,,,"83.645,19",,,,,,,,,,,"184.280,64",,,,,,,"267.925,83",,,,,,,,,,"1.393.657,67",,,,,,
BOQUIM-SE,,,,,,,SE,,,,"8.343,72",,,,,,,,,,,-,,,,,,,"8.343,72",,,,,,,,,,"39.440,86",,,,,,
BREJO GRANDE-SE,,,,,,,SE,,,,"81.130,49",,,,,,,,,,,"6.423,29",,,,,,,"87.553,78",,,,,,,,,,"442.304,58",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPO DO BRITO-SE,,,,,,,SE,,,,"7.415,23",,,,,,,,,,,-,,,,,,,"7.415,23",,,,,,,,,,"35.055,72",,,,,,
CANHOBA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
CANINDE DE SAO FRANCISCO-SE,,,,,,,SE,,,,"8.031,88",,,,,,,,,,,-,,,,,,,"8.031,88",,,,,,,,,,"37.974,45",,,,,,
CAPELA-SE,,,,,,,SE,,,,"586.891,18",,,,,,,,,,,"3.261,79",,,,,,,"590.152,97",,,,,,,,,,"2.798.165,04",,,,,,
CARIRA-SE,,,,,,,SE,,,,"7.724,26",,,,,,,,,,,-,,,,,,,"7.724,26",,,,,,,,,,"36.516,49",,,,,,
CARMOPOLIS-SE,,,,,,,SE,,,,"1.575.435,24",,,,,,,,,,,"547.295,09",,,,,,,"2.122.730,33",,,,,,,,,,"9.948.314,82",,,,,,
CEDRO DE SAO JOAO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
CRISTINAPOLIS-SE,,,,,,,SE,,,,"7.107,61",,,,,,,,,,,-,,,,,,,"7.107,61",,,,,,,,,,"33.597,76",,,,,,
CUMBE-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
DIVINA PASTORA-SE,,,,,,,SE,,,,"266.879,98",,,,,,,,,,,"163.258,82",,,,,,,"430.138,80",,,,,,,,,,"2.097.524,65",,,,,,
ESTANCIA-SE,,,,,,,SE,,,,"848.231,34",,,,,,,,,,,"222.185,37",,,,,,,"1.070.416,71",,,,,,,,,,"4.531.562,79",,,,,,
FEIRA NOVA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
FREI PAULO-SE,,,,,,,SE,,,,"6.797,17",,,,,,,,,,,-,,,,,,,"6.797,17",,,,,,,,,,"32.134,17",,,,,,
GARARU-SE,,,,,,,SE,,,,"6.489,55",,,,,,,,,,,-,,,,,,,"6.489,55",,,,,,,,,,"30.676,21",,,,,,
GENERAL MAYNARD-SE,,,,,,,SE,,,,"8.802,91",,,,,,,,,,,"1.966,81",,,,,,,"10.769,72",,,,,,,,,,"53.425,37",,,,,,
GRACHO CARDOSO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
ILHA DAS FLORES-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
INDIAROBA-SE,,,,,,,SE,,,,"580.904,24",,,,,,,,,,,-,,,,,,,"580.904,24",,,,,,,,,,"2.755.247,14",,,,,,
ITABAIANA-SE,,,,,,,SE,,,,"11.123,55",,,,,,,,,,,-,,,,,,,"11.123,55",,,,,,,,,,"52.585,00",,,,,,
ITABAIANINHA-SE,,,,,,,SE,,,,"9.269,40",,,,,,,,,,,-,,,,,,,"9.269,40",,,,,,,,,,"43.820,37",,,,,,
ITABI-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
ITAPORANGA D'AJUDA-SE,,,,,,,SE,,,,"668.026,87",,,,,,,,,,,"294.056,81",,,,,,,"962.083,68",,,,,,,,,,"4.856.527,52",,,,,,
JAPARATUBA-SE,,,,,,,SE,,,,"529.287,52",,,,,,,,,,,"378.096,79",,,,,,,"907.384,31",,,,,,,,,,"4.572.686,63",,,,,,
JAPOATA-SE,,,,,,,SE,,,,"6.798,58",,,,,,,,,,,-,,,,,,,"6.798,58",,,,,,,,,,"32.136,99",,,,,,
LAGARTO-SE,,,,,,,SE,,,,"11.124,95",,,,,,,,,,,-,,,,,,,"11.124,95",,,,,,,,,,"52.587,80",,,,,,
LARANJEIRAS-SE,,,,,,,SE,,,,"8.034,69",,,,,,,,,,,-,,,,,,,"8.034,69",,,,,,,,,,"38.154,85",,,,,,
MACAMBIRA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
MALHADA DOS BOIS-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
MALHADOR-SE,,,,,,,SE,,,,"6.489,55",,,,,,,,,,,-,,,,,,,"6.489,55",,,,,,,,,,"30.676,21",,,,,,
MARUIM-SE,,,,,,,SE,,,,"103.012,07",,,,,,,,,,,"25.581,78",,,,,,,"128.593,85",,,,,,,,,,"634.418,22",,,,,,
MOITA BONITA-SE,,,,,,,SE,,,,"6.489,55",,,,,,,,,,,-,,,,,,,"6.489,55",,,,,,,,,,"30.676,21",,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,,,,SE,,,,"6.797,17",,,,,,,,,,,-,,,,,,,"6.797,17",,,,,,,,,,"32.134,17",,,,,,
MURIBECA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
NEOPOLIS-SE,,,,,,,SE,,,,"7.725,67",,,,,,,,,,,-,,,,,,,"7.725,67",,,,,,,,,,"36.519,31",,,,,,
NOSSA SENHORA APARECIDA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,,,,SE,,,,"8.651,34",,,,,,,,,,,-,,,,,,,"8.651,34",,,,,,,,,,"40.898,82",,,,,,
NOSSA SENHORA DAS DORES-SE,,,,,,,SE,,,,"8.034,69",,,,,,,,,,,-,,,,,,,"8.034,69",,,,,,,,,,"37.980,07",,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,,,,SE,,,,"540.151,00",,,,,,,,,,,-,,,,,,,"540.151,00",,,,,,,,,,"2.553.314,64",,,,,,
PACATUBA-SE,,,,,,,SE,,,,"76.578,44",,,,,,,,,,,"7.126,31",,,,,,,"83.704,75",,,,,,,,,,"544.342,69",,,,,,
PEDRA MOLE-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
PEDRINHAS-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
PINHAO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
PIRAMBU-SE,,,,,,,SE,,,,"168.692,48",,,,,,,,,,,"16.713,32",,,,,,,"185.405,80",,,,,,,,,,"965.209,83",,,,,,
POCO REDONDO-SE,,,,,,,SE,,,,"8.651,34",,,,,,,,,,,-,,,,,,,"8.651,34",,,,,,,,,,"40.898,82",,,,,,
POCO VERDE-SE,,,,,,,SE,,,,"8.033,29",,,,,,,,,,,-,,,,,,,"8.033,29",,,,,,,,,,"37.977,27",,,,,,
PORTO DA FOLHA-SE,,,,,,,SE,,,,"8.343,72",,,,,,,,,,,-,,,,,,,"8.343,72",,,,,,,,,,"39.440,86",,,,,,
PROPRIA-SE,,,,,,,SE,,,,"8.343,72",,,,,,,,,,,-,,,,,,,"8.343,72",,,,,,,,,,"39.440,86",,,,,,
RIACHAO DO DANTAS-SE,,,,,,,SE,,,,"7.725,67",,,,,,,,,,,-,,,,,,,"7.725,67",,,,,,,,,,"36.519,31",,,,,,
RIACHUELO-SE,,,,,,,SE,,,,"43.170,33",,,,,,,,,,,"23.858,43",,,,,,,"67.028,76",,,,,,,,,,"310.067,99",,,,,,
RIBEIROPOLIS-SE,,,,,,,SE,,,,"7.107,61",,,,,,,,,,,-,,,,,,,"7.107,61",,,,,,,,,,"33.597,76",,,,,,
ROSARIO DO CATETE-SE,,,,,,,SE,,,,"702.926,81",,,,,,,,,,,"88.959,99",,,,,,,"791.886,80",,,,,,,,,,"3.750.919,15",,,,,,
SALGADO-SE,,,,,,,SE,,,,"7.725,67",,,,,,,,,,,-,,,,,,,"7.725,67",,,,,,,,,,"36.519,31",,,,,,
SANTA LUZIA DO ITANHY-SE,,,,,,,SE,,,,"580.288,99",,,,,,,,,,,-,,,,,,,"580.288,99",,,,,,,,,,"2.752.331,20",,,,,,
SANTA ROSA DE LIMA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
SANTANA DO SAO FRANCISCO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
SANTO AMARO DAS BROTAS-SE,,,,,,,SE,,,,"617.441,36",,,,,,,,,,,"11.114,00",,,,,,,"628.555,36",,,,,,,,,,"2.984.398,00",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO CRISTOVAO-SE,,,,,,,SE,,,,"82.440,36",,,,,,,,,,,"2.599,35",,,,,,,"85.039,71",,,,,,,,,,"427.567,48",,,,,,
SAO DOMINGOS-SE,,,,,,,SE,,,,"6.488,15",,,,,,,,,,,-,,,,,,,"6.488,15",,,,,,,,,,"30.673,41",,,,,,
SAO FRANCISCO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
SAO MIGUEL DO ALEIXO-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
SIMAO DIAS-SE,,,,,,,SE,,,,"9.270,80",,,,,,,,,,,-,,,,,,,"9.270,80",,,,,,,,,,"43.823,17",,,,,,
SIRIRI-SE,,,,,,,SE,,,,"199.223,92",,,,,,,,,,,"87.162,67",,,,,,,"286.386,59",,,,,,,,,,"1.400.321,85",,,,,,
TELHA-SE,,,,,,,SE,,,,"6.180,52",,,,,,,,,,,-,,,,,,,"6.180,52",,,,,,,,,,"29.215,43",,,,,,
TOBIAS BARRETO-SE,,,,,,,SE,,,,"9.579,83",,,,,,,,,,,-,,,,,,,"9.579,83",,,,,,,,,,"45.283,95",,,,,,
TOMAR DO GERU-SE,,,,,,,SE,,,,"6.798,58",,,,,,,,,,,-,,,,,,,"6.798,58",,,,,,,,,,"32.136,99",,,,,,
UMBAUBA-SE,,,,,,,SE,,,,"8.033,29",,,,,,,,,,,-,,,,,,,"8.033,29",,,,,,,,,,"37.977,27",,,,,,
SERGIPE  TOTAL,,,,,,,,,,,"9.993.850,31",,,,,,,,,,,"2.700.087,58",,,,,,,"12.693.937,89",,,,,,,,,,"60.556.284,46",,,,,,
ARUJA-SP,,,,,,,SP,,,,"1.380,05",,,,,,,,,,,-,,,,,,,"1.380,05",,,,,,,,,,"6.731,02",,,,,,
BARRA DO TURVO-SP,,,,,,,SP,,,,"788,60",,,,,,,,,,,-,,,,,,,"788,60",,,,,,,,,,"3.846,27",,,,,,
BARUERI-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
BERTIOGA-SP,,,,,,,SP,,,,"50.707,07",,,,,,,,,,,"1.794.752,40",,,,,,,"1.845.459,47",,,,,,,,,,"8.906.842,41",,,,,,
BILAC-SP,,,,,,,SP,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"134.363,51",,,,,,
