JACUIPE-AL,,,,,,,,,AL,,,,"679,34",,,,,,,,,-,,,,,,"679,34",,,,,,,,,"3.463,10",,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,,,"679,34",,,,,,,,,-,,,,,,"679,34",,,,,,,,,"3.463,10",,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,,,"713,30",,,,,,,,,-,,,,,,"713,30",,,,,,,,,"53.590,95",,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,,,"883,14",,,,,,,,,-,,,,,,"883,14",,,,,,,,,"4.502,01",,,,,,,
JUNDIA-AL,,,,,,,,,AL,,,,"680,75",,,,,,,,,-,,,,,,"680,75",,,,,,,,,"3.484,88",,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,,,"917,10",,,,,,,,,-,,,,,,"917,10",,,,,,,,,"4.675,17",,,,,,,
MACEIO-AL,,,,,,,,,AL,,,,"57.188,48",,,,,,,,,"12.479,55",,,,,,"69.668,03",,,,,,,,,"347.043,49",,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,,,"917,10",,,,,,,,,-,,,,,,"917,10",,,,,,,,,"4.675,17",,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,,"70.763,92",,,,,,,,,"62.835,48",,,,,,"133.599,40",,,,,,,,,"623.540,08",,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,,"917,10",,,,,,,,,-,,,,,,"917,10",,,,,,,,,"4.675,17",,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,,"781,24",,,,,,,,,-,,,,,,"781,24",,,,,,,,,"3.982,56",,,,,,,
MURICI-AL,,,,,,,,,AL,,,,"917,10",,,,,,,,,-,,,,,,"917,10",,,,,,,,,"4.675,17",,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,,"713,30",,,,,,,,,-,,,,,,"713,30",,,,,,,,,"3.636,24",,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,,"679,34",,,,,,,,,"5.785,79",,,,,,"6.465,13",,,,,,,,,"32.061,76",,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,,"747,27",,,,,,,,,-,,,,,,"747,27",,,,,,,,,"3.809,40",,,,,,,
PENEDO-AL,,,,,,,,,AL,,,,"478.954,80",,,,,,,,,-,,,,,,"478.954,80",,,,,,,,,"2.083.566,46",,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,,"815,20",,,,,,,,,-,,,,,,"815,20",,,,,,,,,"4.155,71",,,,,,,
PILAR-AL,,,,,,,,,AL,,,,"103.336,09",,,,,,,,,"66.038,34",,,,,,"169.374,43",,,,,,,,,"711.622,81",,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,,"679,34",,,,,,,,,-,,,,,,"679,34",,,,,,,,,"3.463,10",,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,,"917,10",,,,,,,,,-,,,,,,"917,10",,,,,,,,,"4.675,17",,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,,"713,30",,,,,,,,,-,,,,,,"713,30",,,,,,,,,"3.636,24",,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,,"815,20",,,,,,,,,-,,,,,,"815,20",,,,,,,,,"4.155,71",,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,,"16.426,76",,,,,,,,,"9.849,46",,,,,,"26.276,22",,,,,,,,,"109.467,13",,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,,"1.350,89",,,,,,,,,"433,15",,,,,,"1.784,04",,,,,,,,,"5.814,49",,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,,"685,78",,,,,,,,,-,,,,,,"685,78",,,,,,,,,"98.912,31",,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,,"713,30",,,,,,,,,-,,,,,,"713,30",,,,,,,,,"3.636,24",,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,,"883,14",,,,,,,,,-,,,,,,"883,14",,,,,,,,,"4.502,01",,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,,"951,07",,,,,,,,,-,,,,,,"951,07",,,,,,,,,"4.848,33",,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,,"286.925,83",,,,,,,,,"188.142,18",,,,,,"475.068,01",,,,,,,,,"2.261.187,91",,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,,"679,34",,,,,,,,,-,,,,,,"679,34",,,,,,,,,"3.463,10",,,,,,,
SATUBA-AL,,,,,,,,,AL,,,,"495.658,50",,,,,,,,,"10.992,97",,,,,,"506.651,47",,,,,,,,,"2.225.387,33",,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,,"1.052,97",,,,,,,,,-,,,,,,"1.052,97",,,,,,,,,"5.367,80",,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,,"1.120,91",,,,,,,,,-,,,,,,"1.120,91",,,,,,,,,"5.714,12",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,,"917,10",,,,,,,,,-,,,,,,"917,10",,,,,,,,,"4.675,17",,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,,"2.366.807,34",,,,,,,,,"446.381,74",,,,,,"2.813.189,08",,,,,,,,,"12.767.786,87",,,,,,,
ANAMA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
ANORI-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
BERURI-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.971,29",,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
COARI-AM,,,,,,,,,AM,,,,"1.565.032,89",,,,,,,,,"1.467.408,71",,,,,,"3.032.441,60",,,,,,,,,"14.542.540,73",,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.971,29",,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,,-,,,,,,,,,"1.923,49",,,,,,"1.923,49",,,,,,,,,"8.858,58",,,,,,,
MANAUS-AM,,,,,,,,,AM,,,,"805.162,12",,,,,,,,,"64.244,19",,,,,,"869.406,31",,,,,,,,,"3.795.146,38",,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
SILVES-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
URUCARA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,,"2.370.195,01",,,,,,,,,"1.591.440,06",,,,,,"3.961.635,07",,,,,,,,,"18.615.434,72",,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
MACAPA-AP,,,,,,,,,AP,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,,-,,,,,,,,,"5.146,97",,,,,,"5.146,97",,,,,,,,,"23.970,71",,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,,-,,,,,,,,,"15.440,91",,,,,,"15.440,91",,,,,,,,,"71.912,13",,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,,"203.123,03",,,,,,,,,"108.857,30",,,,,,"311.980,33",,,,,,,,,"1.544.852,83",,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,,"1.228,20",,,,,,,,,-,,,,,,"1.228,20",,,,,,,,,"6.271,82",,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
ANAGE-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
ANTAS-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
APORA-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
ARACAS-BA,,,,,,,,,BA,,,,"197.941,62",,,,,,,,,"99.468,57",,,,,,"297.410,19",,,,,,,,,"1.389.092,16",,,,,,,
ARACI-BA,,,,,,,,,BA,,,,"1.355,26",,,,,,,,,-,,,,,,"1.355,26",,,,,,,,,"6.920,65",,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,,"1.640,46",,,,,,,,,"333,24",,,,,,"1.973,70",,,,,,,,,"11.959,64",,,,,,,
ARATACA-BA,,,,,,,,,BA,,,,"889,39",,,,,,,,,-,,,,,,"889,39",,,,,,,,,"4.541,66",,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
BANZAE-BA,,,,,,,,,BA,,,,"889,39",,,,,,,,,-,,,,,,"889,39",,,,,,,,,"4.541,66",,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,,"1.228,20",,,,,,,,,-,,,,,,"1.228,20",,,,,,,,,"6.271,82",,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,,"889,39",,,,,,,,,-,,,,,,"889,39",,,,,,,,,"4.541,66",,,,,,,
BREJOES-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,,"889,39",,,,,,,,,-,,,,,,"889,39",,,,,,,,,"4.541,66",,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,,"1.228,20",,,,,,,,,-,,,,,,"1.228,20",,,,,,,,,"6.271,82",,,,,,,
CAEM-BA,,,,,,,,,BA,,,,"889,39",,,,,,,,,-,,,,,,"889,39",,,,,,,,,"4.541,66",,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
CAIRU-BA,,,,,,,,,BA,,,,"31.822,23",,,,,,,,,"334.259,59",,,,,,"366.081,82",,,,,,,,,"1.886.512,44",,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,,"1.185,85",,,,,,,,,-,,,,,,"1.185,85",,,,,,,,,"6.055,56",,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,,"2.394,12",,,,,,,,,"294,02",,,,,,"2.688,14",,,,,,,,,"14.685,96",,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,,"1.228,20",,,,,,,,,-,,,,,,"1.228,20",,,,,,,,,"6.271,82",,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,,"1.228,20",,,,,,,,,-,,,,,,"1.228,20",,,,,,,,,"6.271,82",,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,,"179.889,96",,,,,,,,,"185.680,35",,,,,,"365.570,31",,,,,,,,,"1.751.828,08",,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,,"1.228,20",,,,,,,,,-,,,,,,"1.228,20",,,,,,,,,"6.271,82",,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.637,30",,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,,"95.062,56",,,,,,,,,"29.729,70",,,,,,"124.792,26",,,,,,,,,"593.610,80",,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
CATU-BA,,,,,,,,,BA,,,,"138.416,45",,,,,,,,,"75.695,81",,,,,,"214.112,26",,,,,,,,,"1.065.302,65",,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,,"1.185,85",,,,,,,,,-,,,,,,"1.185,85",,,,,,,,,"6.055,56",,,,,,,
CIPO-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
COARACI-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,,"1.397,61",,,,,,,,,-,,,,,,"1.397,61",,,,,,,,,"7.136,91",,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
CONDE-BA,,,,,,,,,BA,,,,"1.989,84",,,,,,,,,"573,20",,,,,,"2.563,04",,,,,,,,,"14.708,73",,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,,"1.355,26",,,,,,,,,-,,,,,,"1.355,26",,,,,,,,,"6.920,65",,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,,"1.355,26",,,,,,,,,-,,,,,,"1.355,26",,,,,,,,,"6.920,65",,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,,"164.480,71",,,,,,,,,"116.661,41",,,,,,"281.142,12",,,,,,,,,"1.367.744,96",,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,,"850.651,16",,,,,,,,,"266.697,52",,,,,,"1.117.348,68",,,,,,,,,"5.548.201,17",,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,,"1.397,61",,,,,,,,,-,,,,,,"1.397,61",,,,,,,,,"7.136,91",,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,,"1.524,67",,,,,,,,,-,,,,,,"1.524,67",,,,,,,,,"7.785,73",,,,,,,
FATIMA-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,,"1.694,07",,,,,,,,,-,,,,,,"1.694,07",,,,,,,,,"8.650,81",,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,,"889,39",,,,,,,,,-,,,,,,"889,39",,,,,,,,,"4.541,66",,,,,,,
GANDU-BA,,,,,,,,,BA,,,,"1.185,85",,,,,,,,,-,,,,,,"1.185,85",,,,,,,,,"6.055,56",,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
GLORIA-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,,"1.058,79",,,,,,,,,-,,,,,,"1.058,79",,,,,,,,,"5.406,74",,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
IACU-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
IBICUI-BA,,,,,,,,,BA,,,,"974,09",,,,,,,,,-,,,,,,"974,09",,,,,,,,,"4.974,20",,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,,"1.101,15",,,,,,,,,-,,,,,,"1.101,15",,,,,,,,,"5.623,01",,,,,,,
ICHU-BA,,,,,,,,,BA,,,,"847,03",,,,,,,,,-,,,,,,"847,03",,,,,,,,,"4.325,38",,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,,"931,74",,,,,,,,,-,,,,,,"931,74",,,,,,,,,"4.757,93",,,,,,,
IGUAI-BA,,,,,,,,,BA,,,,"1.143,50",,,,,,,,,-,,,,,,"1.143,50",,,,,,,,,"5.839,28",,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,,"1.694,07",,,,,,,,,-,,,,,,"1.694,07",,,,,,,,,"8.650,81",,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,,"1.733,65",,,,,,,,,"257,78",,,,,,"1.991,43",,,,,,,,,"12.195,44",,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,,"1.016,44",,,,,,,,,-,,,,,,"1.016,44",,,,,,,,,"5.190,47",,,,,,,
IPIAU-BA,,,,,,,,,BA,,,,"1.312,91",,,,,,,,,-,,,,,,"1.312,91",,,,,,,,,"6.704,37",,,,,,,
IPIRA-BA,,,,,,,,,BA,,,,"1.397,61",,,,,,,,,-,,,,,,"1.397,61",,,,,,,,,"7.136,91",,,,,,,
