NOVA VENECIA-ES,,,,,,ES,,,"3.836,13",,,,,,,-,,,,,,,"3.836,13",,,,,"7.458,03",,,,,,,,,
PANCAS-ES,,,,,,ES,,,"3.217,40",,,,,,,-,,,,,,,"3.217,40",,,,,"6.255,12",,,,,,,,,
PEDRO CANARIO-ES,,,,,,ES,,,"3.217,40",,,,,,,-,,,,,,,"3.217,40",,,,,"6.255,12",,,,,,,,,
PINHEIROS-ES,,,,,,ES,,,"3.217,40",,,,,,,-,,,,,,,"3.217,40",,,,,"6.255,12",,,,,,,,,
PIUMA-ES,,,,,,ES,,,"2.846,16",,,,,,,-,,,,,,,"2.846,16",,,,,"5.533,38",,,,,,,,,
PONTO BELO-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,,ES,,,"41.518,15",,,,,,,"626.688,23",,,,,,,"668.206,38",,,,,"1.357.414,96",,,,,,,,,
RIO BANANAL-ES,,,,,,ES,,,"2.969,91",,,,,,,-,,,,,,,"2.969,91",,,,,"5.773,96",,,,,,,,,
RIO NOVO DO SUL-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
SANTA LEOPOLDINA-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,,ES,,,"3.464,89",,,,,,,-,,,,,,,"3.464,89",,,,,"6.736,29",,,,,,,,,
SANTA TERESA-ES,,,,,,ES,,,"3.217,40",,,,,,,-,,,,,,,"3.217,40",,,,,"6.255,12",,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,,ES,,,"3.341,15",,,,,,,-,,,,,,,"3.341,15",,,,,"6.495,71",,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
SAO MATEUS-ES,,,,,,ES,,,"1.047.153,09",,,,,,,"133.932,02",,,,,,,"1.181.085,11",,,,,"2.539.994,00",,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
SOORETAMA-ES,,,,,,ES,,,"3.093,65",,,,,,,-,,,,,,,"3.093,65",,,,,"6.014,54",,,,,,,,,
VARGEM ALTA-ES,,,,,,ES,,,"2.969,91",,,,,,,-,,,,,,,"2.969,91",,,,,"5.773,96",,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,,ES,,,"2.969,91",,,,,,,-,,,,,,,"2.969,91",,,,,"5.773,96",,,,,,,,,
VILA PAVAO-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
VILA VALERIO-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
TOTAL ESPIRITO SANTO,,,,,,,,,"3.292.802,60",,,,,,,"1.351.950,34",,,,,,,"4.644.752,94",,,,,"9.730.055,94",,,,,,,,,
JUIZ DE FORA-MG,,,,,,MG,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
TOTAL MINAS GERAIS,,,,,,,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
AFUA-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
ALENQUER-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
ALMEIRIM-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
ANAJAS-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
BREVES-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
CHAVES-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
CURUA-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
FARO-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
GURUPA-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
JURUTI-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
MELGACO-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
MONTE ALEGRE-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
OBIDOS-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
PORTO DE MOZ-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
PRAINHA-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
SANTAREM-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
TERRA SANTA-PA,,,,,,PA,,,-,,,,,,,"5.084,14",,,,,,,"5.084,14",,,,,"10.323,24",,,,,,,,,
TOTAL PARA,,,,,,,,,-,,,,,,,"86.430,38",,,,,,,"86.430,38",,,,,"175.495,08",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAULISTA-PE,,,,,,PE,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
TOTAL PERNAMBUCO,,,,,,,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
ADRIANOPOLIS-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
AGUDOS DO SUL-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,,,,PR,,,"6.168,49",,,,,,,-,,,,,,,"6.168,49",,,,,"11.648,09",,,,,,,,,
ANTONINA-PR,,,,,,PR,,,"4.283,67",,,,,,,-,,,,,,,"4.283,67",,,,,"8.088,95",,,,,,,,,
ARAUCARIA-PR,,,,,,PR,,,"6.168,49",,,,,,,-,,,,,,,"6.168,49",,,,,"11.648,09",,,,,,,,,
BALSA NOVA-PR,,,,,,PR,,,"3.598,28",,,,,,,-,,,,,,,"3.598,28",,,,,"6.794,71",,,,,,,,,
BOCAIUVA DO SUL-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,,,,PR,,,"4.969,06",,,,,,,-,,,,,,,"4.969,06",,,,,"9.383,18",,,,,,,,,
CAMPO DO TENENTE-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
CAMPO LARGO-PR,,,,,,PR,,,"6.168,49",,,,,,,-,,,,,,,"6.168,49",,,,,"11.648,09",,,,,,,,,
CAMPO MAGRO-PR,,,,,,PR,,,"4.455,02",,,,,,,-,,,,,,,"4.455,02",,,,,"8.412,51",,,,,,,,,
CERRO AZUL-PR,,,,,,PR,,,"4.112,33",,,,,,,-,,,,,,,"4.112,33",,,,,"7.765,39",,,,,,,,,
COLOMBO-PR,,,,,,PR,,,"6.853,88",,,,,,,-,,,,,,,"6.853,88",,,,,"12.942,32",,,,,,,,,
CONTENDA-PR,,,,,,PR,,,"3.769,63",,,,,,,-,,,,,,,"3.769,63",,,,,"7.118,27",,,,,,,,,
CURITIBA-PR,,,,,,PR,,,"6.853,88",,,,,,,-,,,,,,,"6.853,88",,,,,"12.942,32",,,,,,,,,
DOUTOR ULYSSES-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
FAZENDA RIO GRANDE-PR,,,,,,PR,,,"5.654,45",,,,,,,-,,,,,,,"5.654,45",,,,,"10.677,42",,,,,,,,,
GUARAQUECABA-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
GUARATUBA-PR,,,,,,PR,,,"4.626,37",,,,,,,-,,,,,,,"4.626,37",,,,,"8.736,07",,,,,,,,,
ITAPERUCU-PR,,,,,,PR,,,"4.283,67",,,,,,,-,,,,,,,"4.283,67",,,,,"8.088,95",,,,,,,,,
LAPA-PR,,,,,,PR,,,"5.311,75",,,,,,,-,,,,,,,"5.311,75",,,,,"10.030,29",,,,,,,,,
MANDIRITUBA-PR,,,,,,PR,,,"4.112,33",,,,,,,-,,,,,,,"4.112,33",,,,,"7.765,39",,,,,,,,,
MATINHOS-PR,,,,,,PR,,,"250.852,14",,,,,,,"127.061,63",,,,,,,"377.913,77",,,,,"713.622,51",,,,,,,,,
MORRETES-PR,,,,,,PR,,,"3.940,98",,,,,,,-,,,,,,,"3.940,98",,,,,"7.441,83",,,,,,,,,
PARANAGUA-PR,,,,,,PR,,,"6.511,18",,,,,,,-,,,,,,,"6.511,18",,,,,"12.295,20",,,,,,,,,
PIEN-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
PINHAIS-PR,,,,,,PR,,,"6.339,84",,,,,,,-,,,,,,,"6.339,84",,,,,"11.971,65",,,,,,,,,
PIRAQUARA-PR,,,,,,PR,,,"5.997,14",,,,,,,-,,,,,,,"5.997,14",,,,,"11.324,53",,,,,,,,,
PONTAL DO PARANA-PR,,,,,,PR,,,"3.940,98",,,,,,,"92.433,99",,,,,,,"96.374,97",,,,,"181.986,88",,,,,,,,,
PORTO AMAZONAS-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
QUATRO BARRAS-PR,,,,,,PR,,,"4.112,33",,,,,,,-,,,,,,,"4.112,33",,,,,"7.765,39",,,,,,,,,
QUITANDINHA-PR,,,,,,PR,,,"3.940,98",,,,,,,-,,,,,,,"3.940,98",,,,,"7.441,83",,,,,,,,,
RIO BRANCO DO SUL-PR,,,,,,PR,,,"4.797,71",,,,,,,-,,,,,,,"4.797,71",,,,,"9.059,62",,,,,,,,,
RIO NEGRO-PR,,,,,,PR,,,"4.797,71",,,,,,,-,,,,,,,"4.797,71",,,,,"9.059,62",,,,,,,,,
SAO JOSE DOS PINHAIS-PR,,,,,,PR,,,"6.853,88",,,,,,,-,,,,,,,"6.853,88",,,,,"12.942,32",,,,,,,,,
TIJUCAS DO SUL-PR,,,,,,PR,,,"3.769,63",,,,,,,-,,,,,,,"3.769,63",,,,,"7.118,27",,,,,,,,,
TUNAS DO PARANA-PR,,,,,,PR,,,"3.426,94",,,,,,,-,,,,,,,"3.426,94",,,,,"6.471,16",,,,,,,,,
TOTAL PARANA,,,,,,,,,"418.086,75",,,,,,,"219.495,62",,,,,,,"637.582,37",,,,,"1.203.960,13",,,,,,,,,
ANGRA DOS REIS-RJ,,,,,,RJ,,,"800.516,39",,,,,,,"63.255,28",,,,,,,"863.771,67",,,,,"1.942.824,43",,,,,,,,,
APERIBE-RJ,,,,,,RJ,,,"191.777,76",,,,,,,-,,,,,,,"191.777,76",,,,,"403.835,22",,,,,,,,,
ARARUAMA-RJ,,,,,,RJ,,,"345.199,98",,,,,,,-,,,,,,,"345.199,98",,,,,"726.903,42",,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,,RJ,,,"1.579.468,41",,,,,,,"957.030,45",,,,,,,"2.536.498,86",,,,,"5.307.254,29",,,,,,,,,
ARRAIAL DO CABO-RJ,,,,,,RJ,,,"249.311,09",,,,,,,"32.810,14",,,,,,,"282.121,23",,,,,"594.048,15",,,,,,,,,
BARRA MANSA-RJ,,,,,,RJ,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
BELFORD ROXO-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
BOM JARDIM-RJ,,,,,,RJ,,,"249.311,09",,,,,,,-,,,,,,,"249.311,09",,,,,"524.985,80",,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,,RJ,,,"278.077,76",,,,,,,-,,,,,,,"278.077,76",,,,,"585.561,09",,,,,,,,,
CABO FRIO-RJ,,,,,,RJ,,,"2.400.791,99",,,,,,,"3.536.859,45",,,,,,,"5.937.651,44",,,,,"12.290.006,35",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,,RJ,,,"851.333,47",,,,,,,-,,,,,,,"851.333,47",,,,,"1.792.691,91",,,,,,,,,
CAMBUCI-RJ,,,,,,RJ,,,"220.544,43",,,,,,,-,,,,,,,"220.544,43",,,,,"464.410,51",,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,,RJ,,,"2.527.149,46",,,,,,,"18.211.464,93",,,,,,,"20.738.614,39",,,,,"43.551.867,88",,,,,,,,,
CANTAGALO-RJ,,,,,,RJ,,,"239.722,21",,,,,,,-,,,,,,,"239.722,21",,,,,"504.794,04",,,,,,,,,
CARAPEBUS-RJ,,,,,,RJ,,,"1.263.574,73",,,,,,,"451.060,28",,,,,,,"1.714.635,01",,,,,"3.529.882,39",,,,,,,,,
CARDOSO MOREIRA-RJ,,,,,,RJ,,,"210.955,54",,,,,,,-,,,,,,,"210.955,54",,,,,"444.218,75",,,,,,,,,
CARMO-RJ,,,,,,RJ,,,"220.544,43",,,,,,,-,,,,,,,"220.544,43",,,,,"464.410,51",,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,,,RJ,,,"1.642.647,15",,,,,,,"478.170,03",,,,,,,"2.120.817,18",,,,,"4.392.327,89",,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,,,RJ,,,"239.722,21",,,,,,,-,,,,,,,"239.722,21",,,,,"504.794,04",,,,,,,,,
CORDEIRO-RJ,,,,,,RJ,,,"239.722,21",,,,,,,-,,,,,,,"239.722,21",,,,,"504.794,04",,,,,,,,,
DUAS BARRAS-RJ,,,,,,RJ,,,"201.366,65",,,,,,,-,,,,,,,"201.366,65",,,,,"424.026,99",,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,,,RJ,,,"1.216.190,68",,,,,,,"2.051,69",,,,,,,"1.218.242,37",,,,,"2.563.040,15",,,,,,,,,
GUAPIMIRIM-RJ,,,,,,RJ,,,"912.143,01",,,,,,,"2.051,69",,,,,,,"914.194,70",,,,,"1.922.793,03",,,,,,,,,
IGUABA GRANDE-RJ,,,,,,RJ,,,"220.544,43",,,,,,,-,,,,,,,"220.544,43",,,,,"464.410,51",,,,,,,,,
ITABORAI-RJ,,,,,,RJ,,,"383.555,53",,,,,,,"2.051,69",,,,,,,"385.607,22",,,,,"809.722,15",,,,,,,,,
ITAGUAI-RJ,,,,,,RJ,,,"345.199,98",,,,,,,-,,,,,,,"345.199,98",,,,,"726.903,42",,,,,,,,,
ITALVA-RJ,,,,,,RJ,,,"210.955,54",,,,,,,-,,,,,,,"210.955,54",,,,,"444.218,75",,,,,,,,,
ITAOCARA-RJ,,,,,,RJ,,,"249.311,09",,,,,,,-,,,,,,,"249.311,09",,,,,"524.985,80",,,,,,,,,
ITAPERUNA-RJ,,,,,,RJ,,,"345.199,98",,,,,,,-,,,,,,,"345.199,98",,,,,"726.903,42",,,,,,,,,
JAPERI-RJ,,,,,,RJ,,,"691.369,23",,,,,,,-,,,,,,,"691.369,23",,,,,"1.452.945,74",,,,,,,,,
LAJE DO MURIAE-RJ,,,,,,RJ,,,"191.777,76",,,,,,,-,,,,,,,"191.777,76",,,,,"403.835,22",,,,,,,,,
MACAE-RJ,,,,,,RJ,,,"10.530.041,83",,,,,,,"7.306.323,64",,,,,,,"17.836.365,47",,,,,"37.356.306,21",,,,,,,,,
MACUCO-RJ,,,,,,RJ,,,"191.777,76",,,,,,,-,,,,,,,"191.777,76",,,,,"403.835,22",,,,,,,,,
MAGE-RJ,,,,,,RJ,,,"1.094.571,61",,,,,,,"2.051,69",,,,,,,"1.096.623,30",,,,,"2.306.941,30",,,,,,,,,
MANGARATIBA-RJ,,,,,,RJ,,,"258.899,98",,,,,,,"47.441,46",,,,,,,"306.341,44",,,,,"699.143,40",,,,,,,,,
MARICA-RJ,,,,,,RJ,,,"335.611,09",,,,,,,-,,,,,,,"335.611,09",,,,,"706.711,66",,,,,,,,,
MESQUITA-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
MIRACEMA-RJ,,,,,,RJ,,,"258.899,98",,,,,,,-,,,,,,,"258.899,98",,,,,"545.177,56",,,,,,,,,
NATIVIDADE-RJ,,,,,,RJ,,,"220.544,43",,,,,,,-,,,,,,,"220.544,43",,,,,"464.410,51",,,,,,,,,
NILOPOLIS-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
NITEROI-RJ,,,,,,RJ,,,"2.527.149,46",,,,,,,"2.051,69",,,,,,,"2.529.201,15",,,,,"5.323.586,15",,,,,,,,,
NOVA FRIBURGO-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
NOVA IGUACU-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
PARACAMBI-RJ,,,,,,RJ,,,"297.255,54",,,,,,,-,,,,,,,"297.255,54",,,,,"625.944,61",,,,,,,,,
PARATI-RJ,,,,,,RJ,,,-,,,,,,,"47.441,46",,,,,,,"47.441,46",,,,,"153.965,84",,,,,,,,,
PETROPOLIS-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
PIRAI-RJ,,,,,,RJ,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
PORCIUNCULA-RJ,,,,,,RJ,,,"220.544,43",,,,,,,-,,,,,,,"220.544,43",,,,,"464.410,51",,,,,,,,,
QUEIMADOS-RJ,,,,,,RJ,,,"364.377,75",,,,,,,-,,,,,,,"364.377,75",,,,,"767.286,94",,,,,,,,,
QUISSAMA-RJ,,,,,,RJ,,,"1.389.932,20",,,,,,,"2.273.239,50",,,,,,,"3.663.171,70",,,,,"7.447.807,40",,,,,,,,,
RIO BONITO-RJ,,,,,,RJ,,,"306.844,42",,,,,,,-,,,,,,,"306.844,42",,,,,"646.136,37",,,,,,,,,
RIO DAS OSTRAS-RJ,,,,,,RJ,,,"1.895.362,09",,,,,,,"5.758.502,39",,,,,,,"7.653.864,48",,,,,"16.541.229,92",,,,,,,,,
RIO DE JANEIRO-RJ,,,,,,RJ,,,"3.327.665,85",,,,,,,"8.206,76",,,,,,,"3.335.872,61",,,,,"6.130.257,61",,,,,,,,,
SANTA MARIA MADALENA-RJ,,,,,,RJ,,,"201.366,65",,,,,,,-,,,,,,,"201.366,65",,,,,"424.026,99",,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,,RJ,,,"287.666,65",,,,,,,-,,,,,,,"287.666,65",,,,,"605.752,85",,,,,,,,,
SAO FIDELIS-RJ,,,,,,RJ,,,"287.666,65",,,,,,,-,,,,,,,"287.666,65",,,,,"605.752,85",,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,,RJ,,,"297.255,54",,,,,,,-,,,,,,,"297.255,54",,,,,"625.944,61",,,,,,,,,
SAO GONCALO-RJ,,,,,,RJ,,,"383.555,53",,,,,,,"2.051,69",,,,,,,"385.607,22",,,,,"809.722,15",,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,,,RJ,,,"1.705.825,88",,,,,,,"924.110,10",,,,,,,"2.629.935,98",,,,,"5.511.880,77",,,,,,,,,
SAO JOAO DE MERITI-RJ,,,,,,RJ,,,"383.555,53",,,,,,,-,,,,,,,"383.555,53",,,,,"807.670,46",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO JOSE DE UBA-RJ,,,,,,RJ,,,"191.777,76",,,,,,,-,,,,,,,"191.777,76",,,,,"403.835,22",,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,,RJ,,,"239.722,21",,,,,,,-,,,,,,,"239.722,21",,,,,"504.794,04",,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,,RJ,,,"316.433,31",,,,,,,-,,,,,,,"316.433,31",,,,,"666.328,13",,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,,RJ,,,"191.777,76",,,,,,,-,,,,,,,"191.777,76",,,,,"403.835,22",,,,,,,,,
SAQUAREMA-RJ,,,,,,RJ,,,"306.844,42",,,,,,,-,,,,,,,"306.844,42",,,,,"646.136,37",,,,,,,,,
SEROPEDICA-RJ,,,,,,RJ,,,"326.022,20",,,,,,,-,,,,,,,"326.022,20",,,,,"686.519,89",,,,,,,,,
SILVA JARDIM-RJ,,,,,,RJ,,,"790.523,94",,,,,,,-,,,,,,,"790.523,94",,,,,"1.664.642,50",,,,,,,,,
SUMIDOURO-RJ,,,,,,RJ,,,"220.544,43",,,,,,,-,,,,,,,"220.544,43",,,,,"464.410,51",,,,,,,,,
TANGUA-RJ,,,,,,RJ,,,"258.899,98",,,,,,,-,,,,,,,"258.899,98",,,,,"545.177,56",,,,,,,,,
TERESOPOLIS-RJ,,,,,,RJ,,,"373.966,64",,,,,,,-,,,,,,,"373.966,64",,,,,"787.478,70",,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,,,RJ,,,"201.366,65",,,,,,,-,,,,,,,"201.366,65",,,,,"424.026,99",,,,,,,,,
VARRE-SAI-RJ,,,,,,RJ,,,"191.777,76",,,,,,,-,,,,,,,"191.777,76",,,,,"403.835,22",,,,,,,,,
VOLTA REDONDA-RJ,,,,,,RJ,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
TOTAL RIO DE JANEIRO,,,,,,,,,"52.433.853,03",,,,,,,"40.108.226,01",,,,,,,"92.542.079,04",,,,,"193.592.467,85",,,,,,,,,
ACARI-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
ACU-RN,,,,,,RN,,,"173.668,10",,,,,,,"71.187,39",,,,,,,"244.855,49",,,,,"558.379,05",,,,,,,,,
AFONSO BEZERRA-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
AGUA NOVA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
ALEXANDRIA-RN,,,,,,RN,,,"4.692,79",,,,,,,-,,,,,,,"4.692,79",,,,,"9.912,18",,,,,,,,,
ALMINO AFONSO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
ALTO DO RODRIGUES-RN,,,,,,RN,,,"176.265,80",,,,,,,"66.280,16",,,,,,,"242.545,96",,,,,"567.104,12",,,,,,,,,
ANTONIO MARTINS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
APODI-RN,,,,,,RN,,,"158.989,54",,,,,,,"77.196,25",,,,,,,"236.185,79",,,,,"530.539,88",,,,,,,,,
AREIA BRANCA-RN,,,,,,RN,,,"442.256,24",,,,,,,"374.181,36",,,,,,,"816.437,60",,,,,"1.765.783,12",,,,,,,,,
AUGUSTO SEVERO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
BARAUNA-RN,,,,,,RN,,,"5.332,72",,,,,,,-,,,,,,,"5.332,72",,,,,"11.263,85",,,,,,,,,
CAICO-RN,,,,,,RN,,,"7.039,19",,,,,,,-,,,,,,,"7.039,19",,,,,"14.868,28",,,,,,,,,
CARAUBAS-RN,,,,,,RN,,,"106.298,02",,,,,,,"31.922,79",,,,,,,"138.220,81",,,,,"324.135,26",,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
CARNAUBAIS-RN,,,,,,RN,,,"108.865,74",,,,,,,"19.328,20",,,,,,,"128.193,94",,,,,"290.217,33",,,,,,,,,
CERRO CORA-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
CORONEL JOAO PESSOA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
CRUZETA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
CURRAIS NOVOS-RN,,,,,,RN,,,"6.612,57",,,,,,,-,,,,,,,"6.612,57",,,,,"13.967,17",,,,,,,,,
DOUTOR SEVERIANO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
ENCANTO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
EQUADOR-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
FELIPE GUERRA-RN,,,,,,RN,,,"125.757,01",,,,,,,"42.472,04",,,,,,,"168.229,05",,,,,"346.699,98",,,,,,,,,
FLORANIA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
FRANCISCO DANTAS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
FRUTUOSO GOMES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
GALINHOS-RN,,,,,,RN,,,"4.266,17",,,,,,,"74.325,63",,,,,,,"78.591,80",,,,,"162.295,78",,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,,RN,,,"168.853,08",,,,,,,"86.064,49",,,,,,,"254.917,57",,,,,"576.140,54",,,,,,,,,
GROSSOS-RN,,,,,,RN,,,"56.334,70",,,,,,,"56.836,53",,,,,,,"113.171,23",,,,,"240.276,49",,,,,,,,,
GUAMARE-RN,,,,,,RN,,,"929.012,21",,,,,,,"583.058,61",,,,,,,"1.512.070,82",,,,,"3.194.524,29",,,,,,,,,
