OSASCO-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
PARIQUERA-ACU-SP,,,,,,SP,,,"943,47",,,,,,,-,,,,,,,"943,47",,,,,"1.174,81",,,,,,,,,
PEDRO DE TOLEDO-SP,,,,,,SP,,,"786,22",,,,,,,-,,,,,,,"786,22",,,,,"979,00",,,,,,,,,
PERUIBE-SP,,,,,,SP,,,"1.257,96",,,,,,,-,,,,,,,"1.257,96",,,,,"1.566,41",,,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,,,,SP,,,"864,84",,,,,,,-,,,,,,,"864,84",,,,,"1.076,90",,,,,,,,,
POA-SP,,,,,,SP,,,"1.415,20",,,,,,,-,,,,,,,"1.415,20",,,,,"1.762,21",,,,,,,,,
PRAIA GRANDE-SP,,,,,,SP,,,"12.455,13",,,,,,,-,,,,,,,"12.455,13",,,,,"53.780,24",,,,,,,,,
REGISTRO-SP,,,,,,SP,,,"1.257,96",,,,,,,-,,,,,,,"1.257,96",,,,,"1.566,41",,,,,,,,,
RIBEIRAO PIRES-SP,,,,,,SP,,,"1.454,51",,,,,,,-,,,,,,,"1.454,51",,,,,"1.811,15",,,,,,,,,
RIO GRANDE DA SERRA-SP,,,,,,SP,,,"1.179,33",,,,,,,-,,,,,,,"1.179,33",,,,,"1.468,50",,,,,,,,,
SALESOPOLIS-SP,,,,,,SP,,,"904,16",,,,,,,-,,,,,,,"904,16",,,,,"1.125,86",,,,,,,,,
SANTA ISABEL-SP,,,,,,SP,,,"1.218,65",,,,,,,-,,,,,,,"1.218,65",,,,,"1.517,46",,,,,,,,,
SANTANA DE PARNAIBA-SP,,,,,,SP,,,"1.375,89",,,,,,,-,,,,,,,"1.375,89",,,,,"1.713,26",,,,,,,,,
SANTO ANDRE-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
"Superintendência de Controle das Participações Governamentais
* Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art.2º da Lei n.º9.715, de
25 de novembro de 1998, combinado com o parágrafo 6º, do Art.19, da Medida Provisória n.º2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.041.034,54",,,,,,,,,
SAO BERNARDO DO CAMPO-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
SAO CAETANO DO SUL-SP,,,,,,SP,,,"1.533,14",,,,,,,-,,,,,,,"1.533,14",,,,,"1.909,06",,,,,,,,,
SAO LOURENCO DA SERRA-SP,,,,,,SP,,,"864,84",,,,,,,-,,,,,,,"864,84",,,,,"1.076,90",,,,,,,,,
SAO PAULO-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
SAO SEBASTIAO-SP,,,,,,SP,,,"865.550,65",,,,,,,"2.205.640,55",,,,,,,"3.071.191,20",,,,,"6.643.551,91",,,,,,,,,
SAO VICENTE-SP,,,,,,SP,,,"12.455,13",,,,,,,-,,,,,,,"12.455,13",,,,,"53.780,24",,,,,,,,,
SETE BARRAS-SP,,,,,,SP,,,"864,84",,,,,,,-,,,,,,,"864,84",,,,,"1.076,90",,,,,,,,,
SUZANO-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
TABOAO DA SERRA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,,,,SP,,,"1.140,02",,,,,,,-,,,,,,,"1.140,02",,,,,"1.419,55",,,,,,,,,
TOTAL SAO PAULO,,,,,,,,,"1.113.355,79",,,,,,,"5.644.880,25",,,,,,,"6.758.236,04",,,,,"15.568.120,13",,,,,,,,,
