AMARGOSA-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"405.842,03",,,,,,,"221.205,17",,,,,,"627.047,20",,,,,,,"5.807.731,60",,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.849,23",,,,,,,-,,,,,,"1.849,23",,,,,,,"17.835,34",,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"1.258,18",,,,,,,"18,74",,,,,,"1.276,92",,,,,,,"11.767,78",,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.271,34",,,,,,,-,,,,,,"1.271,34",,,,,,,"12.261,77",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.444,71",,,,,,,-,,,,,,"1.444,71",,,,,,,"13.933,84",,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.271,34",,,,,,,-,,,,,,"1.271,34",,,,,,,"12.261,77",,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"39.926,52",,,,,,,"451.192,87",,,,,,"491.119,39",,,,,,,"4.757.108,92",,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.618,07",,,,,,,-,,,,,,"1.618,07",,,,,,,"15.605,90",,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"2.379,38",,,,,,,"28,49",,,,,,"2.407,87",,,,,,,"34.711,55",,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"301.237,84",,,,,,,"409.700,71",,,,,,"710.938,55",,,,,,,"6.911.413,25",,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"157.573,53",,,,,,,"43.742,26",,,,,,"201.315,79",,,,,,,"2.384.766,98",,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
CATU-BA,,,,,,,,,BA,,"323.527,75",,,,,,,"181.677,04",,,,,,"505.204,79",,,,,,,"4.608.250,85",,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.675,86",,,,,,,-,,,,,,"1.675,86",,,,,,,"16.163,27",,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"1.907,01",,,,,,,-,,,,,,"1.907,01",,,,,,,"18.392,68",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.618,07",,,,,,,-,,,,,,"1.618,07",,,,,,,"15.605,90",,,,,,,,
CONDE-BA,,,,,,,,,BA,,"4.160,07",,,,,,,"1.714,13",,,,,,"5.874,20",,,,,,,"83.057,17",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"1.907,01",,,,,,,-,,,,,,"1.907,01",,,,,,,"18.392,68",,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.271,34",,,,,,,-,,,,,,"1.271,34",,,,,,,"12.261,77",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"1.964,80",,,,,,,-,,,,,,"1.964,80",,,,,,,"18.950,02",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"393.315,27",,,,,,,"254.803,85",,,,,,"648.119,12",,,,,,,"7.276.847,44",,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"692.844,73",,,,,,,"466.595,87",,,,,,"1.159.440,60",,,,,,,"12.287.542,11",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"1.907,01",,,,,,,-,,,,,,"1.907,01",,,,,,,"18.392,68",,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"2.138,17",,,,,,,-,,,,,,"2.138,17",,,,,,,"20.622,11",,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.386,92",,,,,,,-,,,,,,"1.386,92",,,,,,,"13.376,48",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.311,53",,,,,,,-,,,,,,"2.311,53",,,,,,,"22.294,18",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.213,55",,,,,,,-,,,,,,"1.213,55",,,,,,,"11.704,41",,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.618,07",,,,,,,-,,,,,,"1.618,07",,,,,,,"15.605,90",,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.444,71",,,,,,,-,,,,,,"1.444,71",,,,,,,"13.933,84",,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"1.271,34",,,,,,,-,,,,,,"1.271,34",,,,,,,"12.261,77",,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.502,50",,,,,,,-,,,,,,"1.502,50",,,,,,,"14.491,20",,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.444,71",,,,,,,-,,,,,,"1.444,71",,,,,,,"13.933,84",,,,,,,,
ICHU-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"1.271,34",,,,,,,-,,,,,,"1.271,34",,,,,,,"12.261,77",,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"2.311,53",,,,,,,-,,,,,,"2.311,53",,,,,,,"22.294,18",,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"2.488,10",,,,,,,"384,77",,,,,,"2.872,87",,,,,,,"29.947,14",,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.791,44",,,,,,,-,,,,,,"1.791,44",,,,,,,"17.277,97",,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"1.907,01",,,,,,,-,,,,,,"1.907,01",,,,,,,"18.392,68",,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.618,07",,,,,,,-,,,,,,"1.618,07",,,,,,,"15.605,90",,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"1.907,01",,,,,,,-,,,,,,"1.907,01",,,,,,,"18.392,68",,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"2.311,53",,,,,,,-,,,,,,"2.311,53",,,,,,,"22.294,18",,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.560,28",,,,,,,-,,,,,,"1.560,28",,,,,,,"15.048,55",,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"1.271,34",,,,,,,-,,,,,,"1.271,34",,,,,,,"12.261,77",,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"1.329,13",,,,,,,-,,,,,,"1.329,13",,,,,,,"12.819,14",,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,"1.155,76",,,,,,,-,,,,,,"1.155,76",,,,,,,"11.147,06",,,,,,,,
