JUNQUEIRO-AL,,,,,,,,,,AL,,,,"883,64",,,,,,,,-,,,,,,"883,64",,,,,,,,,"4.419,83",,,,,,,
MACEIO-AL,,,,,,,,,,AL,,,,"80.774,56",,,,,,,,"27.870,88",,,,,,"108.645,44",,,,,,,,,"536.342,76",,,,,,,
MARAGOGI-AL,,,,,,,,,,AL,,,,"951,62",,,,,,,,-,,,,,,"951,62",,,,,,,,,"4.759,81",,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,,AL,,,,"47.894,51",,,,,,,,"40.325,00",,,,,,"88.219,51",,,,,,,,,"429.055,08",,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,,AL,,,,"883,64",,,,,,,,-,,,,,,"883,64",,,,,,,,,"4.419,83",,,,,,,
MESSIAS-AL,,,,,,,,,,AL,,,,"781,69",,,,,,,,-,,,,,,"781,69",,,,,,,,,"3.909,84",,,,,,,
MURICI-AL,,,,,,,,,,AL,,,,"917,63",,,,,,,,-,,,,,,"917,63",,,,,,,,,"4.589,81",,,,,,,
NOVO LINO-AL,,,,,,,,,,AL,,,,"747,70",,,,,,,,-,,,,,,"747,70",,,,,,,,,"3.739,85",,,,,,,
PARIPUEIRA-AL,,,,,,,,,,AL,,,,"713,71",,,,,,,,"10.951,36",,,,,,"11.665,07",,,,,,,,,"41.929,03",,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,,AL,,,,"781,69",,,,,,,,-,,,,,,"781,69",,,,,,,,,"3.909,84",,,,,,,
PENEDO-AL,,,,,,,,,,AL,,,,"401.780,10",,,,,,,,"55,01",,,,,,"401.835,11",,,,,,,,,"2.047.096,65",,,,,,,
PIACABUCU-AL,,,,,,,,,,AL,,,,"815,67",,,,,,,,-,,,,,,"815,67",,,,,,,,,"4.079,83",,,,,,,
PILAR-AL,,,,,,,,,,AL,,,,"239.695,65",,,,,,,,"137.403,26",,,,,,"377.098,91",,,,,,,,,"1.813.123,50",,,,,,,
PINDOBA-AL,,,,,,,,,,AL,,,,"679,73",,,,,,,,-,,,,,,"679,73",,,,,,,,,"3.399,87",,,,,,,
PORTO CALVO-AL,,,,,,,,,,AL,,,,"917,63",,,,,,,,-,,,,,,"917,63",,,,,,,,,"4.589,81",,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,,AL,,,,"679,73",,,,,,,,-,,,,,,"679,73",,,,,,,,,"3.399,87",,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,,AL,,,,"849,66",,,,,,,,-,,,,,,"849,66",,,,,,,,,"4.249,84",,,,,,,
RIO LARGO-AL,,,,,,,,,,AL,,,,"403.659,53",,,,,,,,"6.450,45",,,,,,"410.109,98",,,,,,,,,"2.089.518,07",,,,,,,
ROTEIRO-AL,,,,,,,,,,AL,,,,"2.115.938,64",,,,,,,,"775,39",,,,,,"2.116.714,03",,,,,,,,,"10.345.670,83",,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,,AL,,,,"1.389,44",,,,,,,,"0,06",,,,,,"1.389,50",,,,,,,,,"204.021,33",,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,,AL,,,,"713,71",,,,,,,,-,,,,,,"713,71",,,,,,,,,"3.569,86",,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,,AL,,,,"883,64",,,,,,,,-,,,,,,"883,64",,,,,,,,,"4.419,83",,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,,AL,,,,"985,60",,,,,,,,-,,,,,,"985,60",,,,,,,,,"4.929,80",,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,,AL,,,,"381.324,06",,,,,,,,"255.614,30",,,,,,"636.938,36",,,,,,,,,"2.733.585,16",,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,,AL,,,,"679,73",,,,,,,,-,,,,,,"679,73",,,,,,,,,"3.399,87",,,,,,,
SATUBA-AL,,,,,,,,,,AL,,,,"8.989,72",,,,,,,,"5.294,18",,,,,,"14.283,90",,,,,,,,,"78.528,40",,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,,AL,,,,"1.053,58",,,,,,,,-,,,,,,"1.053,58",,,,,,,,,"5.269,80",,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,,AL,,,,"1.121,55",,,,,,,,-,,,,,,"1.121,55",,,,,,,,,"5.609,79",,,,,,,
VICOSA-AL,,,,,,,,,,AL,,,,"917,63",,,,,,,,-,,,,,,"917,63",,,,,,,,,"4.589,81",,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,,,"6.013.546,22",,,,,,,,"597.688,85",,,,,,"6.611.235,07",,,,,,,,,"32.270.617,34",,,,,,,
ANAMA-AM,,,,,,,,,,AM,,,,"61.164,81",,,,,,,,"3.615,51",,,,,,"64.780,32",,,,,,,,,"276.832,84",,,,,,,
ANORI-AM,,,,,,,,,,AM,,,,"61.164,81",,,,,,,,"3.469,48",,,,,,"64.634,29",,,,,,,,,"277.359,76",,,,,,,
AUTAZES-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
BERURI-AM,,,,,,,,,,AM,,,,-,,,,,,,,"3.328,95",,,,,,"3.328,95",,,,,,,,,"15.068,70",,,,,,,
CAAPIRANGA-AM,,,,,,,,,,AM,,,,"61.167,03",,,,,,,,"194,01",,,,,,"61.361,04",,,,,,,,,"321.170,31",,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
CAREIRO-AM,,,,,,,,,,AM,,,,-,,,,,,,,"3.328,95",,,,,,"3.328,95",,,,,,,,,"15.068,70",,,,,,,
COARI-AM,,,,,,,,,,AM,,,,"3.316.055,26",,,,,,,,"3.077.910,02",,,,,,"6.393.965,28",,,,,,,,,"33.127.723,28",,,,,,,
CODAJAS-AM,,,,,,,,,,AM,,,,"61.187,44",,,,,,,,"3.329,26",,,,,,"64.516,70",,,,,,,,,"336.590,50",,,,,,,
IRANDUBA-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
ITACOATIARA-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
ITAPIRANGA-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
MANACAPURU-AM,,,,,,,,,,AM,,,,-,,,,,,,,"3.328,95",,,,,,"3.328,95",,,,,,,,,"15.068,70",,,,,,,
MANAQUIRI-AM,,,,,,,,,,AM,,,,-,,,,,,,,"3.328,95",,,,,,"3.328,95",,,,,,,,,"15.068,70",,,,,,,
MANAUS-AM,,,,,,,,,,AM,,,,"398.362,46",,,,,,,,"307.614,36",,,,,,"705.976,82",,,,,,,,,"3.485.683,39",,,,,,,
PARINTINS-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
SILVES-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
TEFE-AM,,,,,,,,,,AM,,,,"48.173,73",,,,,,,,"17.341,74",,,,,,"65.515,47",,,,,,,,,"150.584,21",,,,,,,
URUCARA-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
URUCURITUBA-AM,,,,,,,,,,AM,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,,,"4.007.275,54",,,,,,,,"3.525.507,58",,,,,,"7.532.783,12",,,,,,,,,"38.487.367,94",,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,,AP,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
MACAPA-AP,,,,,,,,,,AP,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
MAZAGAO-AP,,,,,,,,,,AP,,,,-,,,,,,,,"10.968,60",,,,,,"10.968,60",,,,,,,,,"50.127,65",,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,,,-,,,,,,,,"32.905,80",,,,,,"32.905,80",,,,,,,,,"150.382,95",,,,,,,
ACAJUTIBA-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
ADUSTINA-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
AGUA FRIA-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
AIQUARA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
ALAGOINHAS-BA,,,,,,,,,,BA,,,,"461.366,36",,,,,,,,"314.551,46",,,,,,"775.917,82",,,,,,,,,"3.761.413,24",,,,,,,
ALCOBACA-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
ALMADINA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
AMARGOSA-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
ANAGE-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
ANGUERA-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
ANTAS-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
APORA-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
APUAREMA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
ARACAS-BA,,,,,,,,,,BA,,,,"515.913,51",,,,,,,,"306.763,75",,,,,,"822.677,26",,,,,,,,,"4.076.378,10",,,,,,,
ARACI-BA,,,,,,,,,,BA,,,,"2.242,35",,,,,,,,-,,,,,,"2.242,35",,,,,,,,,"10.925,67",,,,,,,
ARAMARI-BA,,,,,,,,,,BA,,,,"2.918,26",,,,,,,,"607,62",,,,,,"3.525,88",,,,,,,,,"18.147,47",,,,,,,
ARATACA-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
ARATUIPE-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
AURELINO LEAL-BA,,,,,,,,,,BA,,,,"1.541,61",,,,,,,,-,,,,,,"1.541,61",,,,,,,,,"7.511,38",,,,,,,
BAIXA GRANDE-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
BANZAE-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
BARRO PRETO-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
BARROCAS-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
BELMONTE-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
BELO CAMPO-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
BIRITINGA-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
BOA NOVA-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
BREJOES-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
BUERAREMA-BA,,,,,,,,,,BA,,,,"1.751,83",,,,,,,,-,,,,,,"1.751,83",,,,,,,,,"8.535,66",,,,,,,
CAATIBA-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
CACHOEIRA-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
CAEM-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
CAETANOS-BA,,,,,,,,,,BA,,,,"1.541,61",,,,,,,,-,,,,,,"1.541,61",,,,,,,,,"7.511,38",,,,,,,
CAIRU-BA,,,,,,,,,,BA,,,,"48.414,38",,,,,,,,"525.885,35",,,,,,"574.299,73",,,,,,,,,"2.806.378,69",,,,,,,
CAMACAN-BA,,,,,,,,,,BA,,,,"1.962,05",,,,,,,,-,,,,,,"1.962,05",,,,,,,,,"9.559,96",,,,,,,
CAMACARI-BA,,,,,,,,,,BA,,,,"403.927,38",,,,,,,,"256.628,99",,,,,,"660.556,37",,,,,,,,,"3.499.058,93",,,,,,,
CAMAMU-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
CANAVIEIRAS-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
CANDEAL-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
CANDEIAS-BA,,,,,,,,,,BA,,,,"635.016,64",,,,,,,,"523.658,30",,,,,,"1.158.674,94",,,,,,,,,"5.935.878,11",,,,,,,
CANDIDO SALES-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
CANSANCAO-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
CANUDOS-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
CAPIM GROSSO-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
CARAVELAS-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,,BA,,,,"127.591,57",,,,,,,,"42.066,55",,,,,,"169.658,12",,,,,,,,,"848.769,77",,,,,,,
CASTRO ALVES-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
CATU-BA,,,,,,,,,,BA,,,,"351.439,87",,,,,,,,"176.645,64",,,,,,"528.085,51",,,,,,,,,"2.587.755,59",,,,,,,
CICERO DANTAS-BA,,,,,,,,,,BA,,,,"2.032,13",,,,,,,,-,,,,,,"2.032,13",,,,,,,,,"9.901,39",,,,,,,
CIPO-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
COARACI-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,,BA,,,,"2.312,42",,,,,,,,-,,,,,,"2.312,42",,,,,,,,,"11.267,09",,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,,BA,,,,"1.962,05",,,,,,,,-,,,,,,"1.962,05",,,,,,,,,"9.559,96",,,,,,,
CONDE-BA,,,,,,,,,,BA,,,,"3.419,26",,,,,,,,"1.030,29",,,,,,"4.449,55",,,,,,,,,"29.486,56",,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
CRAVOLANDIA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
CRISOPOLIS-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,,BA,,,,"2.312,42",,,,,,,,-,,,,,,"2.312,42",,,,,,,,,"11.267,09",,,,,,,
DARIO MEIRA-BA,,,,,,,,,,BA,,,,"1.541,61",,,,,,,,-,,,,,,"1.541,61",,,,,,,,,"7.511,38",,,,,,,
DIAS D'AVILA-BA,,,,,,,,,,BA,,,,"2.382,50",,,,,,,,-,,,,,,"2.382,50",,,,,,,,,"11.608,52",,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
ENCRUZILHADA-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
ENTRE RIOS-BA,,,,,,,,,,BA,,,,"406.321,54",,,,,,,,"288.274,64",,,,,,"694.596,18",,,,,,,,,"3.467.588,35",,,,,,,
ESPLANADA-BA,,,,,,,,,,BA,,,,"723.563,05",,,,,,,,"570.481,58",,,,,,"1.294.044,63",,,,,,,,,"6.442.447,06",,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,,BA,,,,"2.312,42",,,,,,,,-,,,,,,"2.312,42",,,,,,,,,"11.267,09",,,,,,,
EUNAPOLIS-BA,,,,,,,,,,BA,,,,"402.654,69",,,,,,,,"7.576,49",,,,,,"410.231,18",,,,,,,,,"1.963.206,78",,,,,,,
FATIMA-BA,,,,,,,,,,BA,,,,"1.681,76",,,,,,,,-,,,,,,"1.681,76",,,,,,,,,"8.194,24",,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,,BA,,,,"2.802,94",,,,,,,,-,,,,,,"2.802,94",,,,,,,,,"13.657,10",,,,,,,
FIRMINO ALVES-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
FLORESTA AZUL-BA,,,,,,,,,,BA,,,,"1.471,54",,,,,,,,-,,,,,,"1.471,54",,,,,,,,,"7.169,96",,,,,,,
GANDU-BA,,,,,,,,,,BA,,,,"1.962,05",,,,,,,,-,,,,,,"1.962,05",,,,,,,,,"9.559,96",,,,,,,
GAVIAO-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
GLORIA-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
GONGOGI-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,,BA,,,,"1.751,83",,,,,,,,-,,,,,,"1.751,83",,,,,,,,,"8.535,66",,,,,,,
GUARATINGA-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,,BA,,,,"1.541,61",,,,,,,,-,,,,,,"1.541,61",,,,,,,,,"7.511,38",,,,,,,
IACU-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
IBICARAI-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
IBICUI-BA,,,,,,,,,,BA,,,,"1.611,69",,,,,,,,-,,,,,,"1.611,69",,,,,,,,,"7.852,82",,,,,,,
IBIQUERA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
IBIRAPITANGA-BA,,,,,,,,,,BA,,,,"1.821,91",,,,,,,,-,,,,,,"1.821,91",,,,,,,,,"8.877,10",,,,,,,
IBIRAPUA-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
IBIRATAIA-BA,,,,,,,,,,BA,,,,"1.751,83",,,,,,,,-,,,,,,"1.751,83",,,,,,,,,"8.535,66",,,,,,,
ICHU-BA,,,,,,,,,,BA,,,,"1.401,47",,,,,,,,-,,,,,,"1.401,47",,,,,,,,,"6.828,53",,,,,,,
IGRAPIUNA-BA,,,,,,,,,,BA,,,,"1.541,61",,,,,,,,-,,,,,,"1.541,61",,,,,,,,,"7.511,38",,,,,,,
IGUAI-BA,,,,,,,,,,BA,,,,"1.891,98",,,,,,,,-,,,,,,"1.891,98",,,,,,,,,"9.218,53",,,,,,,
