MACEIO-AL,,,,,AL,,,"51.619,67",,,,,"17.035,07",,,,,,,"68.654,74",,,,,,,,"416.577,16",,,,,,,,,,,,
MARAGOGI-AL,,,,,AL,,,"543,15",,,,,-,,,,,,,"543,15",,,,,,,,"3.284,92",,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,"939.922,86",,,,,"20.630,80",,,,,,,"960.553,66",,,,,,,,"5.607.926,51",,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,"504,36",,,,,-,,,,,,,"504,36",,,,,,,,"3.050,28",,,,,,,,,,,,
MESSIAS-AL,,,,,AL,,,"446,16",,,,,-,,,,,,,"446,16",,,,,,,,"2.698,31",,,,,,,,,,,,
MURICI-AL,,,,,AL,,,"523,75",,,,,-,,,,,,,"523,75",,,,,,,,"3.167,59",,,,,,,,,,,,
NOVO LINO-AL,,,,,AL,,,"426,76",,,,,-,,,,,,,"426,76",,,,,,,,"2.581,00",,,,,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,"407,36",,,,,"5.751,08",,,,,,,"6.158,44",,,,,,,,"31.724,31",,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,"446,16",,,,,-,,,,,,,"446,16",,,,,,,,"2.698,31",,,,,,,,,,,,
PENEDO-AL,,,,,AL,,,"281.667,64",,,,,"1,49",,,,,,,"281.669,13",,,,,,,,"1.484.035,49",,,,,,,,,,,,
PIACABUCU-AL,,,,,AL,,,"465,56",,,,,-,,,,,,,"465,56",,,,,,,,"2.815,64",,,,,,,,,,,,
PILAR-AL,,,,,AL,,,"158.776,77",,,,,"91.893,37",,,,,,,"250.670,14",,,,,,,,"1.378.382,03",,,,,,,,,,,,
PINDOBA-AL,,,,,AL,,,"387,96",,,,,-,,,,,,,"387,96",,,,,,,,"2.346,36",,,,,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,"523,75",,,,,-,,,,,,,"523,75",,,,,,,,"3.167,59",,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,"387,96",,,,,-,,,,,,,"387,96",,,,,,,,"2.346,36",,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,"484,96",,,,,-,,,,,,,"484,96",,,,,,,,"2.932,98",,,,,,,,,,,,
RIO LARGO-AL,,,,,AL,,,"282.857,12",,,,,"960,93",,,,,,,"283.818,05",,,,,,,,"1.498.040,21",,,,,,,,,,,,
ROTEIRO-AL,,,,,AL,,,"1.362.426,77",,,,,"398,67",,,,,,,"1.362.825,44",,,,,,,,"7.709.624,03",,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,"40.111,41",,,,,"80,69",,,,,,,"40.192,10",,,,,,,,"241.025,35",,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,"407,36",,,,,-,,,,,,,"407,36",,,,,,,,"2.463,66",,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,"504,36",,,,,-,,,,,,,"504,36",,,,,,,,"3.050,28",,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,"562,55",,,,,-,,,,,,,"562,55",,,,,,,,"3.402,24",,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,"1.536.237,21",,,,,"133.916,45",,,,,,,"1.670.153,66",,,,,,,,"4.614.471,90",,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,"387,96",,,,,-,,,,,,,"387,96",,,,,,,,"2.346,36",,,,,,,,,,,,
SATUBA-AL,,,,,AL,,,"22.144,61",,,,,"13.995,50",,,,,,,"36.140,11",,,,,,,,"174.284,49",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,"601,35",,,,,-,,,,,,,"601,35",,,,,,,,"3.636,89",,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,"640,14",,,,,-,,,,,,,"640,14",,,,,,,,"3.871,51",,,,,,,,,,,,
VICOSA-AL,,,,,AL,,,"523,75",,,,,-,,,,,,,"523,75",,,,,,,,"3.167,59",,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,"6.164.427,01",,,,,"348.467,51",,,,,,,"6.512.894,52",,,,,,,,"31.986.656,28",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,AM,,,"40.119,55",,,,,"2.044,05",,,,,,,"42.163,60",,,,,,,,"250.780,07",,,,,,,,,,,,
ANORI-AM,,,,,AM,,,"40.393,27",,,,,"2.168,65",,,,,,,"42.561,92",,,,,,,,"252.322,88",,,,,,,,,,,,
AUTAZES-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
BERURI-AM,,,,,AM,,,-,,,,,"1.835,57",,,,,,,"1.835,57",,,,,,,,"10.679,36",,,,,,,,,,,,
CAAPIRANGA-AM,,,,,AM,,,"39.819,12",,,,,"192,60",,,,,,,"40.011,72",,,,,,,,"239.135,33",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
CAREIRO-AM,,,,,AM,,,-,,,,,"1.835,57",,,,,,,"1.835,57",,,,,,,,"10.679,36",,,,,,,,,,,,
COARI-AM,,,,,AM,,,"2.120.096,45",,,,,"1.940.170,18",,,,,,,"4.060.266,63",,,,,,,,"23.958.870,29",,,,,,,,,,,,
CODAJAS-AM,,,,,AM,,,"39.091,21",,,,,"2.323,32",,,,,,,"41.414,53",,,,,,,,"248.649,02",,,,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
ITACOATIARA-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
ITAPIRANGA-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
MANACAPURU-AM,,,,,AM,,,-,,,,,"1.835,57",,,,,,,"1.835,57",,,,,,,,"10.679,36",,,,,,,,,,,,
MANAQUIRI-AM,,,,,AM,,,-,,,,,"1.835,57",,,,,,,"1.835,57",,,,,,,,"10.679,36",,,,,,,,,,,,
MANAUS-AM,,,,,AM,,,"278.860,51",,,,,"187.096,46",,,,,,,"465.956,97",,,,,,,,"2.799.265,63",,,,,,,,,,,,
PARINTINS-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
SILVES-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
TEFE-AM,,,,,AM,,,"155.773,75",,,,,"75.145,23",,,,,,,"230.918,98",,,,,,,,"1.304.459,70",,,,,,,,,,,,
URUCARA-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
URUCURITUBA-AM,,,,,AM,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,"2.714.153,86",,,,,"2.269.946,10",,,,,,,"4.984.099,96",,,,,,,,"29.417.389,93",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
MACAPA-AP,,,,,AP,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
MAZAGAO-AP,,,,,AP,,,-,,,,,"5.940,37",,,,,,,"5.940,37",,,,,,,,"35.687,73",,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,-,,,,,"17.821,11",,,,,,,"17.821,11",,,,,,,,"107.063,19",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
AIQUARA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,"286.364,73",,,,,"185.084,14",,,,,,,"471.448,87",,,,,,,,"2.799.221,14",,,,,,,,,,,,
ALCOBACA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
ALMADINA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
ANAGE-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
ANGUERA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
ANTAS-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
APORA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
APUAREMA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ARACAS-BA,,,,,BA,,,"351.789,48",,,,,"207.986,94",,,,,,,"559.776,42",,,,,,,,"3.363.923,83",,,,,,,,,,,,
ARACI-BA,,,,,BA,,,"1.858,56",,,,,-,,,,,,,"1.858,56",,,,,,,,"11.138,82",,,,,,,,,,,,
ARAMARI-BA,,,,,BA,,,"1.592,90",,,,,"156,75",,,,,,,"1.749,65",,,,,,,,"15.683,25",,,,,,,,,,,,
ARATACA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
AURELINO LEAL-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
BANZAE-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
BARRO PRETO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
BARROCAS-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
BELMONTE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
BREJOES-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
BUERAREMA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
CAATIBA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
CAEM-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
CAETANOS-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
CAIRU-BA,,,,,BA,,,"40.127,95",,,,,"461.016,29",,,,,,,"501.144,24",,,,,,,,"3.011.298,16",,,,,,,,,,,,
CAMACAN-BA,,,,,BA,,,"1.626,24",,,,,-,,,,,,,"1.626,24",,,,,,,,"9.746,47",,,,,,,,,,,,
CAMACARI-BA,,,,,BA,,,"284.011,82",,,,,"168.456,05",,,,,,,"452.467,87",,,,,,,,"2.680.260,06",,,,,,,,,,,,
CAMAMU-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
CANDEAL-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,"427.760,49",,,,,"307.389,59",,,,,,,"735.150,08",,,,,,,,"4.281.177,16",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
CANUDOS-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,"79.965,90",,,,,"26.312,04",,,,,,,"106.277,94",,,,,,,,"646.857,97",,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
CATU-BA,,,,,BA,,,"217.054,69",,,,,"105.668,94",,,,,,,"322.723,63",,,,,,,,"1.899.524,46",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
CIPO-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
COARACI-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,"1.916,64",,,,,-,,,,,,,"1.916,64",,,,,,,,"11.486,91",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,"1.626,24",,,,,-,,,,,,,"1.626,24",,,,,,,,"9.746,47",,,,,,,,,,,,
CONDE-BA,,,,,BA,,,"3.139,65",,,,,"1.051,07",,,,,,,"4.190,72",,,,,,,,"26.881,12",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,"1.916,64",,,,,-,,,,,,,"1.916,64",,,,,,,,"11.486,91",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,"1.974,72",,,,,-,,,,,,,"1.974,72",,,,,,,,"11.835,01",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,"238.700,27",,,,,"171.736,67",,,,,,,"410.436,94",,,,,,,,"2.427.692,65",,,,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,"400.954,49",,,,,"309.415,49",,,,,,,"710.369,98",,,,,,,,"4.069.001,61",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,"1.916,64",,,,,-,,,,,,,"1.916,64",,,,,,,,"11.486,91",,,,,,,,,,,,
EUNAPOLIS-BA,,,,,BA,,,"244.957,19",,,,,"5.933,55",,,,,,,"250.890,74",,,,,,,,"1.537.059,78",,,,,,,,,,,,
FATIMA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,"2.323,20",,,,,-,,,,,,,"2.323,20",,,,,,,,"13.923,54",,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
GANDU-BA,,,,,BA,,,"1.626,24",,,,,-,,,,,,,"1.626,24",,,,,,,,"9.746,47",,,,,,,,,,,,
GAVIAO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
GLORIA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
GONGOGI-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
GUARATINGA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IACU-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
IBICARAI-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
IBICUI-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
IBIRAPUA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
IBIRATAIA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
ICHU-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
IGRAPIUNA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
IGUAI-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
ILHEUS-BA,,,,,BA,,,"2.323,20",,,,,-,,,,,,,"2.323,20",,,,,,,,"13.923,54",,,,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,"2.436,40",,,,,"353,94",,,,,,,"2.790,34",,,,,,,,"17.516,80",,,,,,,,,,,,
IPECAETA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
IPIAU-BA,,,,,BA,,,"1.800,48",,,,,-,,,,,,,"1.800,48",,,,,,,,"10.790,73",,,,,,,,,,,,
IPIRA-BA,,,,,BA,,,"1.916,64",,,,,-,,,,,,,"1.916,64",,,,,,,,"11.486,91",,,,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
IRARA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
ITABELA-BA,,,,,BA,,,"1.626,24",,,,,-,,,,,,,"1.626,24",,,,,,,,"9.746,47",,,,,,,,,,,,
ITABERABA-BA,,,,,BA,,,"1.916,64",,,,,-,,,,,,,"1.916,64",,,,,,,,"11.486,91",,,,,,,,,,,,
ITABUNA-BA,,,,,BA,,,"245.131,43",,,,,"2.000,31",,,,,,,"247.131,74",,,,,,,,"1.510.365,21",,,,,,,,,,,,
