PARIPUEIRA-AL,,,,,AL,,,,,"388,99",,,,,,,,-,,,,,,"388,99",,,,,,,,"3.860,13",,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,,"427,89",,,,,,,,-,,,,,,"427,89",,,,,,,,"4.246,16",,,,,,,
PENEDO-AL,,,,,AL,,,,,"622,39",,,,,,,,-,,,,,,"622,39",,,,,,,,"6.176,28",,,,,,,
PIACABUCU-AL,,,,,AL,,,,,"447,34",,,,,,,,-,,,,,,"447,34",,,,,,,,"4.439,16",,,,,,,
PILAR-AL,,,,,AL,,,,,"96.351,01",,,,,,,,"47.671,52",,,,,,"144.022,51",,,,,,,,"1.382.875,39",,,,,,,
PINDOBA-AL,,,,,AL,,,,,"388,99",,,,,,,,-,,,,,,"388,99",,,,,,,,"3.860,13",,,,,,,
PORTO CALVO-AL,,,,,AL,,,,,"525,14",,,,,,,,-,,,,,,"525,14",,,,,,,,"5.211,22",,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,,"408,44",,,,,,,,-,,,,,,"408,44",,,,,,,,"4.053,15",,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,,"466,79",,,,,,,,-,,,,,,"466,79",,,,,,,,"4.632,19",,,,,,,
RIO LARGO-AL,,,,,AL,,,,,"641,84",,,,,,,,-,,,,,,"641,84",,,,,,,,"6.369,29",,,,,,,
ROTEIRO-AL,,,,,AL,,,,,"718,39",,,,,,,,"212,30",,,,,,"930,68",,,,,,,,"9.338,39",,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,,"22.263,93",,,,,,,,-,,,,,,"22.263,92",,,,,,,,"223.780,13",,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,,"427,89",,,,,,,,-,,,,,,"427,89",,,,,,,,"4.246,16",,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,,"505,69",,,,,,,,-,,,,,,"505,69",,,,,,,,"5.018,21",,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,,"544,59",,,,,,,,-,,,,,,"544,59",,,,,,,,"5.404,22",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,,"61.988,07",,,,,,,,"22.668,91",,,,,,"84.656,97",,,,,,,,"853.568,68",,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,,"388,99",,,,,,,,-,,,,,,"388,99",,,,,,,,"3.860,13",,,,,,,
SATUBA-AL,,,,,AL,,,,,"2.963,24",,,,,,,,"1.638,91",,,,,,"4.602,13",,,,,,,,"99.210,44",,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,,"564,04",,,,,,,,-,,,,,,"564,04",,,,,,,,"5.597,24",,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,,"622,39",,,,,,,,-,,,,,,"622,39",,,,,,,,"6.176,28",,,,,,,
VICOSA-AL,,,,,AL,,,,,"525,14",,,,,,,,-,,,,,,"525,14",,,,,,,,"5.211,22",,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,,-,,,,,,,,"30.713,14",,,,,,"30.713,40",,,,,,,,"324.140,48",,,,,,,
COARI-AM,,,,,AM,,,,,"836.427,37",,,,,,,,"738.845,73",,,,,,"1.575.271,21",,,,,,,,"15.449.356,06",,,,,,,
IRANDUBA-AM,,,,,AM,,,,,-,,,,,,,,"30.713,14",,,,,,"30.713,40",,,,,,,,"324.140,48",,,,,,,
MANAUS-AM,,,,,AM,,,,,"21.874,93",,,,,,,,"7.493,50",,,,,,"28.749,45",,,,,,,,"479.454,54",,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
ADUSTINA-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
AGUA FRIA-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
AIQUARA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,,"150.785,69",,,,,,,,"81.893,47",,,,,,"232.679,14",,,,,,,,"2.159.094,33",,,,,,,
AMARGOSA-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
ANAGE-BA,,,,,BA,,,,,"30,87",,,,,,,,-,,,,,,"30,87",,,,,,,,"435,32",,,,,,,
ANGUERA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ANTAS-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
APORA-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
APUAREMA-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
ARACAS-BA,,,,,BA,,,,,"53.898,83",,,,,,,,"18.733,47",,,,,,"72.632,28",,,,,,,,"713.394,26",,,,,,,
ARACI-BA,,,,,BA,,,,,"31,87",,,,,,,,-,,,,,,"31,86",,,,,,,,"449,37",,,,,,,
ARAMARI-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ARATUIPE-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
BANZAE-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,,"29,88",,,,,,,,-,,,,,,"29,87",,,,,,,,"421,30",,,,,,,
BELO CAMPO-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
BIRITINGA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
BOA NOVA-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
BREJOES-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
CAATIBA-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
CACHOEIRA-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
CAEM-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
CAETANOS-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
CAMACARI-BA,,,,,BA,,,,,"21.913,77",,,,,,,,-,,,,,,"21.913,77",,,,,,,,"222.341,61",,,,,,,
CANDEAL-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
CANDEIAS-BA,,,,,BA,,,,,"280.372,56",,,,,,,,"126.931,10",,,,,,"407.302,57",,,,,,,,"3.982.301,56",,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
CANSANCAO-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
CANUDOS-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
CARAVELAS-BA,,,,,BA,,,,,"21.874,97",,,,,,,,"0,01",,,,,,"21.874,97",,,,,,,,"246.538,51",,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,,"54.356,39",,,,,,,,"20.934,39",,,,,,"75.290,76",,,,,,,,"756.273,20",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
CATU-BA,,,,,BA,,,,,"79.253,37",,,,,,,,"149.054,96",,,,,,"228.309,03",,,,,,,,"1.943.917,72",,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
CIPO-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,,"31,87",,,,,,,,-,,,,,,"31,86",,,,,,,,"449,37",,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
CONDE-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,,"31,87",,,,,,,,-,,,,,,"31,86",,,,,,,,"449,37",,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,,"29,99",,,,,,,,"0,02",,,,,,"29,99",,,,,,,,"2.100,71",,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,,"158.904,37",,,,,,,,"88.386,38",,,,,,"247.290,74",,,,,,,,"2.344.267,98",,,,,,,
ESPLANADA-BA,,,,,BA,,,,,"196.755,19",,,,,,,,"112.740,05",,,,,,"309.495,22",,,,,,,,"3.133.595,37",,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,,"31,87",,,,,,,,-,,,,,,"31,86",,,,,,,,"449,37",,,,,,,
FATIMA-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,,"39,84",,,,,,,,-,,,,,,"39,83",,,,,,,,"561,74",,,,,,,
GAVIAO-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
GLORIA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
IACU-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
IBIQUERA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ICHU-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
INHAMBUPE-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
IPECAETA-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
IPIRA-BA,,,,,BA,,,,,"32,87",,,,,,,,-,,,,,,"32,86",,,,,,,,"463,41",,,,,,,
IRAJUBA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
IRARA-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
ITABERABA-BA,,,,,BA,,,,,"32,87",,,,,,,,-,,,,,,"32,86",,,,,,,,"463,41",,,,,,,
ITAGI-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
ITAMBE-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
ITANAGRA-BA,,,,,BA,,,,,"30.419,05",,,,,,,,"5.442,84",,,,,,"35.861,87",,,,,,,,"325.720,48",,,,,,,
ITAPARICA-BA,,,,,BA,,,,,"668,34",,,,,,,,"928,10",,,,,,"1.596,43",,,,,,,,"21.733,00",,,,,,,
ITAPETINGA-BA,,,,,BA,,,,,"31,87",,,,,,,,-,,,,,,"31,86",,,,,,,,"449,37",,,,,,,
ITAPICURU-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
ITAQUARA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
ITARANTIM-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
ITATIM-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
ITIRUCU-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
ITIUBA-BA,,,,,BA,,,,,"28,88",,,,,,,,-,,,,,,"28,88",,,,,,,,"407,23",,,,,,,
JACOBINA-BA,,,,,BA,,,,,"35,85",,,,,,,,-,,,,,,"35,85",,,,,,,,"505,55",,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,"30,87",,,,,,,,-,,,,,,"30,87",,,,,,,,"435,32",,,,,,,
JAGUARIPE-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
JEQUIE-BA,,,,,BA,,,,,"39,84",,,,,,,,-,,,,,,"39,83",,,,,,,,"561,74",,,,,,,
JEREMOABO-BA,,,,,BA,,,,,"28,88",,,,,,,,-,,,,,,"28,88",,,,,,,,"407,23",,,,,,,
JIQUIRICA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
JITAUNA-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
LAJE-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
LAJEDINHO-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
LAMARAO-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,"36,85",,,,,,,,-,,,,,,"36,84",,,,,,,,"519,59",,,,,,,
MACAJUBA-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
MACARANI-BA,,,,,BA,,,,,"23,90",,,,,,,,-,,,,,,"23,90",,,,,,,,"337,03",,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,"187.189,48",,,,,,,,"298.945,96",,,,,,"486.130,57",,,,,,,,"4.208.435,94",,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
MAIRI-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
MARACAS-BA,,,,,BA,,,,,"27,89",,,,,,,,-,,,,,,"27,88",,,,,,,,"393,20",,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,,"28,88",,,,,,,,-,,,,,,"28,88",,,,,,,,"407,23",,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,,"81.905,10",,,,,,,,"34.227,54",,,,,,"116.132,63",,,,,,,,"1.058.162,10",,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,,"28,88",,,,,,,,-,,,,,,"28,88",,,,,,,,"407,23",,,,,,,
MILAGRES-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
MIRANTE-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
MONTE SANTO-BA,,,,,BA,,,,,"31,87",,,,,,,,-,,,,,,"31,86",,,,,,,,"449,37",,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
MURITIBA-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
MUTUIPE-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
NAZARE-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
NORDESTINA-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
NOVA CANAA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
NOVA SOURE-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
OLINDINA-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
OURICANGAS-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
OUROLANDIA-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,,"26,89",,,,,,,,-,,,,,,"26,88",,,,,,,,"379,15",,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,,"35,85",,,,,,,,-,,,,,,"35,85",,,,,,,,"505,55",,,,,,,
PE DE SERRA-BA,,,,,BA,,,,,"21,91",,,,,,,,-,,,,,,"21,91",,,,,,,,"308,91",,,,,,,
PEDRAO-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
PINTADAS-BA,,,,,BA,,,,,"20,91",,,,,,,,-,,,,,,"20,91",,,,,,,,"294,88",,,,,,,
PIRITIBA-BA,,,,,BA,,,,,"24,90",,,,,,,,-,,,,,,"24,89",,,,,,,,"351,05",,,,,,,
PLANALTINO-BA,,,,,BA,,,,,"19,92",,,,,,,,-,,,,,,"19,91",,,,,,,,"280,84",,,,,,,
PLANALTO-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
POCOES-BA,,,,,BA,,,,,"29,88",,,,,,,,-,,,,,,"29,87",,,,,,,,"421,30",,,,,,,
POJUCA-BA,,,,,BA,,,,,"256.083,12",,,,,,,,"166.172,92",,,,,,"422.256,03",,,,,,,,"4.170.127,02",,,,,,,
QUEIMADAS-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,,"22,91",,,,,,,,-,,,,,,"22,90",,,,,,,,"322,95",,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,,"25,89",,,,,,,,-,,,,,,"25,89",,,,,,,,"365,12",,,,,,,
