FLEXEIRAS-AL,,,,,,,,,AL,,"608,22",,,,,,,-,,,,,,"608,22",,,,,,,"7.541,42",,,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,"635,86",,,,,,,-,,,,,,"635,86",,,,,,,"7.884,20",,,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,"718,80",,,,,,,-,,,,,,"718,80",,,,,,,"8.912,58",,,,,,,,
JACUIPE-AL,,,,,,,,,AL,,"552,92",,,,,,,-,,,,,,"552,92",,,,,,,"6.855,83",,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,"552,92",,,,,,,-,,,,,,"552,92",,,,,,,"6.855,83",,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,"976,89",,,,,,,"154,84",,,,,,"1.131,73",,,,,,,"28.947,33",,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,"718,80",,,,,,,-,,,,,,"718,80",,,,,,,"8.912,58",,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,"552,92",,,,,,,-,,,,,,"552,92",,,,,,,"6.855,83",,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,"718,80",,,,,,,-,,,,,,"718,80",,,,,,,"8.912,58",,,,,,,,
MACEIO-AL,,,,,,,,,AL,,"69.283,09",,,,,,,"22.084,14",,,,,,"91.367,23",,,,,,,"1.116.817,82",,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,"774,09",,,,,,,-,,,,,,"774,09",,,,,,,"9.598,17",,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,"2.704.145,08",,,,,,,"43.088,88",,,,,,"2.747.233,96",,,,,,,"3.688.025,90",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,"718,80",,,,,,,-,,,,,,"718,80",,,,,,,"8.912,58",,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,"635,86",,,,,,,-,,,,,,"635,86",,,,,,,"7.884,20",,,,,,,,
MURICI-AL,,,,,,,,,AL,,"746,45",,,,,,,-,,,,,,"746,45",,,,,,,"9.255,36",,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,"608,22",,,,,,,-,,,,,,"608,22",,,,,,,"7.541,42",,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,"580,57",,,,,,,"7.723,90",,,,,,"8.304,47",,,,,,,"94.583,38",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,"635,86",,,,,,,-,,,,,,"635,86",,,,,,,"7.884,20",,,,,,,,
PENEDO-AL,,,,,,,,,AL,,"357.282,19",,,,,,,"2,31",,,,,,"357.284,50",,,,,,,"4.437.530,39",,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,"663,51",,,,,,,-,,,,,,"663,51",,,,,,,"8.226,99",,,,,,,,
PILAR-AL,,,,,,,,,AL,,"206.957,95",,,,,,,"120.802,83",,,,,,"327.760,78",,,,,,,"3.788.951,90",,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,"552,92",,,,,,,-,,,,,,"552,92",,,,,,,"6.855,83",,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,"746,45",,,,,,,-,,,,,,"746,45",,,,,,,"9.255,36",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,"552,92",,,,,,,-,,,,,,"552,92",,,,,,,"6.855,83",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"691,15",,,,,,,-,,,,,,"691,15",,,,,,,"8.569,79",,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"359.179,41",,,,,,,"1.606,88",,,,,,"360.786,29",,,,,,,"4.510.694,87",,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"2.035.854,05",,,,,,,"569,99",,,,,,"2.036.424,04",,,,,,,"23.311.187,43",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"53.409,49",,,,,,,"339,85",,,,,,"53.749,34",,,,,,,"361.114,52",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"580,57",,,,,,,-,,,,,,"580,57",,,,,,,"7.198,62",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"718,80",,,,,,,-,,,,,,"718,80",,,,,,,"8.912,58",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"801,74",,,,,,,-,,,,,,"801,74",,,,,,,"9.940,96",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"271.647,44",,,,,,,"172.043,11",,,,,,"443.690,55",,,,,,,"6.016.229,30",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"552,92",,,,,,,-,,,,,,"552,92",,,,,,,"6.855,83",,,,,,,,
SATUBA-AL,,,,,,,,,AL,,"7.346,62",,,,,,,"4.328,44",,,,,,"11.675,06",,,,,,,"160.158,91",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"857,03",,,,,,,-,,,,,,"857,03",,,,,,,"10.626,55",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"912,33",,,,,,,-,,,,,,"912,33",,,,,,,"11.312,14",,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"746,45",,,,,,,-,,,,,,"746,45",,,,,,,"9.255,36",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"8.269.244,70",,,,,,,"463.106,70",,,,,,"8.732.351,40",,,,,,,"73.994.742,25",,,,,,,,
ANAMA-AM,,,,,,,,,AM,,"52.593,84",,,,,,,"2.479,08",,,,,,"55.072,92",,,,,,,"624.155,28",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,"52.593,84",,,,,,,"2.729,38",,,,,,"55.323,22",,,,,,,"625.838,54",,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,,,"2.257,67",,,,,,"2.257,67",,,,,,,"31.213,84",,,,,,,,
CAAPIRANGA-AM,,,,,,,,,AM,,"52.593,84",,,,,,,"273,02",,,,,,"52.866,86",,,,,,,"652.302,16",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,,,"2.257,67",,,,,,"2.257,67",,,,,,,"31.213,84",,,,,,,,
COARI-AM,,,,,,,,,AM,,"2.701.027,30",,,,,,,"2.602.205,54",,,,,,"5.303.232,84",,,,,,,"67.221.226,73",,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,"52.395,39",,,,,,,"2.947,76",,,,,,"55.343,15",,,,,,,"685.917,65",,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,,,"2.257,67",,,,,,"2.257,67",,,,,,,"31.213,84",,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,,,"2.257,67",,,,,,"2.257,67",,,,,,,"31.213,84",,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"356.369,86",,,,,,,"272.642,75",,,,,,"629.012,61",,,,,,,"7.560.838,09",,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
TEFE-AM,,,,,,,,,AM,,"213.359,04",,,,,,,"89.212,59",,,,,,"302.571,63",,,,,,,"1.221.061,31",,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.480.933,11",,,,,,,"3.060.268,46",,,,,,"6.541.201,57",,,,,,,"79.689.616,76",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,,,"8.749,74",,,,,,"8.749,74",,,,,,,"108.157,96",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,"26.249,22",,,,,,"26.249,22",,,,,,,"324.473,88",,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"385.165,31",,,,,,,"258.245,71",,,,,,"643.411,02",,,,,,,"7.730.995,09",,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"497.403,71",,,,,,,"299.889,77",,,,,,"797.293,48",,,,,,,"8.587.411,40",,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.942,09",,,,,,,-,,,,,,"1.942,09",,,,,,,"23.265,72",,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"2.349,50",,,,,,,"451,50",,,,,,"2.801,00",,,,,,,"36.708,43",,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.335,19",,,,,,,-,,,,,,"1.335,19",,,,,,,"15.995,16",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.517,26",,,,,,,-,,,,,,"1.517,26",,,,,,,"18.176,32",,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.335,19",,,,,,,-,,,,,,"1.335,19",,,,,,,"15.995,16",,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"41.931,61",,,,,,,"479.722,34",,,,,,"521.653,95",,,,,,,"6.045.117,03",,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.699,33",,,,,,,-,,,,,,"1.699,33",,,,,,,"20.357,51",,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"360.008,78",,,,,,,"162.437,04",,,,,,"522.445,82",,,,,,,"7.298.417,19",,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"537.630,10",,,,,,,"489.784,86",,,,,,"1.027.414,96",,,,,,,"12.589.112,98",,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"98.781,88",,,,,,,"29.412,80",,,,,,"128.194,68",,,,,,,"1.795.835,27",,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
CATU-BA,,,,,,,,,BA,,"292.639,26",,,,,,,"143.445,97",,,,,,"436.085,23",,,,,,,"5.363.036,77",,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.760,02",,,,,,,-,,,,,,"1.760,02",,,,,,,"21.084,55",,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"2.002,78",,,,,,,-,,,,,,"2.002,78",,,,,,,"23.992,76",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.699,33",,,,,,,-,,,,,,"1.699,33",,,,,,,"20.357,51",,,,,,,,
CONDE-BA,,,,,,,,,BA,,"3.588,17",,,,,,,"1.296,59",,,,,,"4.884,76",,,,,,,"55.959,31",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"2.002,78",,,,,,,-,,,,,,"2.002,78",,,,,,,"23.992,76",,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.335,19",,,,,,,-,,,,,,"1.335,19",,,,,,,"15.995,16",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"2.063,47",,,,,,,-,,,,,,"2.063,47",,,,,,,"24.719,82",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"329.136,74",,,,,,,"242.553,44",,,,,,"571.690,18",,,,,,,"7.115.569,84",,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"542.119,91",,,,,,,"432.705,23",,,,,,"974.825,14",,,,,,,"13.002.187,42",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"2.002,78",,,,,,,-,,,,,,"2.002,78",,,,,,,"23.992,76",,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"306.299,50",,,,,,,"5.721,25",,,,,,"312.020,75",,,,,,,"4.294.810,68",,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.456,57",,,,,,,-,,,,,,"1.456,57",,,,,,,"17.449,28",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.427,62",,,,,,,-,,,,,,"2.427,62",,,,,,,"29.082,18",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.274,50",,,,,,,-,,,,,,"1.274,50",,,,,,,"15.268,12",,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.699,33",,,,,,,-,,,,,,"1.699,33",,,,,,,"20.357,51",,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.517,26",,,,,,,-,,,,,,"1.517,26",,,,,,,"18.176,32",,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"1.335,19",,,,,,,-,,,,,,"1.335,19",,,,,,,"15.995,16",,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.577,95",,,,,,,-,,,,,,"1.577,95",,,,,,,"18.903,39",,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.517,26",,,,,,,-,,,,,,"1.517,26",,,,,,,"18.176,32",,,,,,,,
ICHU-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"1.335,19",,,,,,,-,,,,,,"1.335,19",,,,,,,"15.995,16",,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"2.427,62",,,,,,,-,,,,,,"2.427,62",,,,,,,"29.082,18",,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"2.721,21",,,,,,,"459,25",,,,,,"3.180,46",,,,,,,"32.740,08",,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.881,40",,,,,,,-,,,,,,"1.881,40",,,,,,,"22.538,64",,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"2.002,78",,,,,,,-,,,,,,"2.002,78",,,,,,,"23.992,76",,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"1.213,81",,,,,,,-,,,,,,"1.213,81",,,,,,,"14.541,06",,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.699,33",,,,,,,-,,,,,,"1.699,33",,,,,,,"20.357,51",,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"2.002,78",,,,,,,-,,,,,,"2.002,78",,,,,,,"23.992,76",,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"306.481,57",,,,,,,"721,28",,,,,,"307.202,85",,,,,,,"4.224.138,34",,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.638,64",,,,,,,-,,,,,,"1.638,64",,,,,,,"19.630,44",,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"1.335,19",,,,,,,-,,,,,,"1.335,19",,,,,,,"15.995,16",,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"1.395,88",,,,,,,-,,,,,,"1.395,88",,,,,,,"16.722,22",,,,,,,,
