PRAINHA-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
SANTAREM-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
TERRA SANTA-PA,,,,,,,,,,PA,,,,-,,,,,,,,"9.630,23",,,,,,"9.630,23",,,,,,,,,"50.025,95",,,,,,,,
PARA  TOTAL,,,,,,,,,,,,,,-,,,,,,,,"163.713,91",,,,,,"163.713,91",,,,,,,,,"850.441,15",,,,,,,,
ALHANDRA-PB,,,,,,,,,,PB,,,,"1.110.379,44",,,,,,,,-,,,,,,"1.110.379,44",,,,,,,,,"5.977.715,89",,,,,,,,
PARAIBA  TOTAL,,,,,,,,,,,,,,"1.110.379,44",,,,,,,,-,,,,,,"1.110.379,44",,,,,,,,,"5.977.715,89",,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,,,,,,PE,,,,"1.110.379,44",,,,,,,,-,,,,,,"1.110.379,44",,,,,,,,,"6.051.527,60",,,,,,,,
GOIANA-PE,,,,,,,,,,PE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"330,88",,,,,,,,
ITAQUITINGA-PE,,,,,,,,,,PE,,,,"1.110.379,44",,,,,,,,-,,,,,,"1.110.379,44",,,,,,,,,"6.051.527,60",,,,,,,,
PAULISTA-PE,,,,,,,,,,PE,,,,"1.038.503,20",,,,,,,,-,,,,,,"1.038.503,20",,,,,,,,,"5.674.227,50",,,,,,,,
PERNAMBUCO  TOTAL,,,,,,,,,,,,,,"3.259.262,08",,,,,,,,-,,,,,,"3.259.262,08",,,,,,,,,"17.777.613,57",,,,,,,,
SAO MATEUS DO SUL-PR,,,,,,,,,,PR,,,,"192.883,87",,,,,,,,-,,,,,,"192.883,87",,,,,,,,,"720.583,69",,,,,,,,
PARANA  TOTAL,,,,,,,,,,,,,,"192.883,87",,,,,,,,-,,,,,,"192.883,87",,,,,,,,,"720.583,69",,,,,,,,
ANGRA DOS REIS-RJ,,,,,,,,,,RJ,,,,"5.460.523,59",,,,,,,,"595.221,20",,,,,,"6.055.744,79",,,,,,,,,"36.821.390,80",,,,,,,,
APERIBE-RJ,,,,,,,,,,RJ,,,,"422.982,92",,,,,,,,-,,,,,,"422.982,92",,,,,,,,,"2.324.588,77",,,,,,,,
ARARUAMA-RJ,,,,,,,,,,RJ,,,,"765.397,68",,,,,,,,-,,,,,,"765.397,68",,,,,,,,,"4.206.398,75",,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,,,,,,RJ,,,,"2.595.425,06",,,,,,,,"1.854.844,76",,,,,,"4.450.269,82",,,,,,,,,"25.803.130,29",,,,,,,,
ARRAIAL DO CABO-RJ,,,,,,,,,,RJ,,,,"2.595.425,06",,,,,,,,"629.937,93",,,,,,"3.225.362,99",,,,,,,,,"19.364.313,77",,,,,,,,
BARRA DO PIRAI-RJ,,,,,,,,,,RJ,,,,"725.113,60",,,,,,,,-,,,,,,"725.113,60",,,,,,,,,"3.985.009,35",,,,,,,,
BARRA MANSA-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
BELFORD ROXO-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
BOM JARDIM-RJ,,,,,,,,,,RJ,,,,"543.835,20",,,,,,,,-,,,,,,"543.835,20",,,,,,,,,"2.988.756,99",,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,,,,,,RJ,,,,"584.119,28",,,,,,,,-,,,,,,"584.119,28",,,,,,,,,"3.210.146,40",,,,,,,,
CABO FRIO-RJ,,,,,,,,,,RJ,,,,"3.845.074,17",,,,,,,,"9.786.679,09",,,,,,"13.631.753,26",,,,,,,,,"77.539.564,28",,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,,,,,,RJ,,,,"3.046.213,49",,,,,,,,-,,,,,,"3.046.213,49",,,,,,,,,"16.741.086,24",,,,,,,,
CAMBUCI-RJ,,,,,,,,,,RJ,,,,"463.267,01",,,,,,,,-,,,,,,"463.267,01",,,,,,,,,"2.545.978,16",,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,,,,,,RJ,,,,"3.845.074,17",,,,,,,,"45.387.495,16",,,,,,"49.232.569,33",,,,,,,,,"264.628.130,05",,,,,,,,
CANTAGALO-RJ,,,,,,,,,,RJ,,,,"503.551,10",,,,,,,,-,,,,,,"503.551,10",,,,,,,,,"2.767.367,56",,,,,,,,
CARAPEBUS-RJ,,,,,,,,,,RJ,,,,"2.114.790,79",,,,,,,,"635.974,36",,,,,,"2.750.765,15",,,,,,,,,"14.925.453,15",,,,,,,,
CARDOSO MOREIRA-RJ,,,,,,,,,,RJ,,,,"443.124,97",,,,,,,,-,,,,,,"443.124,97",,,,,,,,,"2.435.283,46",,,,,,,,
CARMO-RJ,,,,,,,,,,RJ,,,,"483.409,06",,,,,,,,-,,,,,,"483.409,06",,,,,,,,,"2.656.672,88",,,,,,,,
CASIMIRO DE ABREU-RJ,,,,,,,,,,RJ,,,,"2.787.678,77",,,,,,,,"2.880.266,90",,,,,,"5.667.945,67",,,,,,,,,"31.572.733,43",,,,,,,,
CONCEICAO DE MACABU-RJ,,,,,,,,,,RJ,,,,"523.693,15",,,,,,,,-,,,,,,"523.693,15",,,,,,,,,"2.878.062,28",,,,,,,,
CORDEIRO-RJ,,,,,,,,,,RJ,,,,"523.693,15",,,,,,,,-,,,,,,"523.693,15",,,,,,,,,"2.878.062,28",,,,,,,,
DUAS BARRAS-RJ,,,,,,,,,,RJ,,,,"422.982,92",,,,,,,,-,,,,,,"422.982,92",,,,,,,,,"2.324.588,77",,,,,,,,
DUQUE DE CAXIAS-RJ,,,,,,,,,,RJ,,,,"3.845.074,17",,,,,,,,"281.695,57",,,,,,"4.126.769,74",,,,,,,,,"22.478.645,15",,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,,,,,,,RJ,,,,"443.124,97",,,,,,,,-,,,,,,"443.124,97",,,,,,,,,"2.435.283,46",,,,,,,,
GUAPIMIRIM-RJ,,,,,,,,,,RJ,,,,"3.361.339,03",,,,,,,,"281.695,57",,,,,,"3.643.034,60",,,,,,,,,"19.820.180,23",,,,,,,,
IGUABA GRANDE-RJ,,,,,,,,,,RJ,,,,"523.693,15",,,,,,,,-,,,,,,"523.693,15",,,,,,,,,"2.878.062,28",,,,,,,,
ITABORAI-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,"281.695,57",,,,,,"1.087.377,34",,,,,,,,,"5.775.045,64",,,,,,,,
ITAGUAI-RJ,,,,,,,,,,RJ,,,,"3.556.693,61",,,,,,,,"1.127,85",,,,,,"3.557.821,46",,,,,,,,,"19.552.055,21",,,,,,,,
ITALVA-RJ,,,,,,,,,,RJ,,,,"463.267,01",,,,,,,,-,,,,,,"463.267,01",,,,,,,,,"2.545.978,16",,,,,,,,
ITAOCARA-RJ,,,,,,,,,,RJ,,,,"523.693,15",,,,,,,,-,,,,,,"523.693,15",,,,,,,,,"2.878.062,28",,,,,,,,
ITAPERUNA-RJ,,,,,,,,,,RJ,,,,"725.113,60",,,,,,,,-,,,,,,"725.113,60",,,,,,,,,"3.985.009,35",,,,,,,,
ITATIAIA-RJ,,,,,,,,,,RJ,,,,"563.977,23",,,,,,,,-,,,,,,"563.977,23",,,,,,,,,"3.099.451,68",,,,,,,,
JAPERI-RJ,,,,,,,,,,RJ,,,,"725.113,60",,,,,,,,-,,,,,,"725.113,60",,,,,,,,,"3.985.009,35",,,,,,,,
LAJE DO MURIAE-RJ,,,,,,,,,,RJ,,,,"402.840,88",,,,,,,,-,,,,,,"402.840,88",,,,,,,,,"2.213.894,03",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACAE-RJ,,,,,,,,,,RJ,,,,"27.665.826,96",,,,,,,,"8.163.570,80",,,,,,"35.829.397,76",,,,,,,,,"195.853.654,09",,,,,,,,
MACUCO-RJ,,,,,,,,,,RJ,,,,"402.840,88",,,,,,,,-,,,,,,"402.840,88",,,,,,,,,"2.213.894,03",,,,,,,,
MAGE-RJ,,,,,,,,,,RJ,,,,"3.886.548,25",,,,,,,,"281.695,57",,,,,,"4.168.243,82",,,,,,,,,"22.706.574,41",,,,,,,,
MANGARATIBA-RJ,,,,,,,,,,RJ,,,,"604.261,32",,,,,,,,"446.415,89",,,,,,"1.050.677,21",,,,,,,,,"8.473.392,06",,,,,,,,
MARICA-RJ,,,,,,,,,,RJ,,,,"3.652.820,46",,,,,,,,"4.245.964,43",,,,,,"7.898.784,89",,,,,,,,,"40.925.843,21",,,,,,,,
MENDES-RJ,,,,,,,,,,RJ,,,,"483.409,06",,,,,,,,-,,,,,,"483.409,06",,,,,,,,,"2.656.672,88",,,,,,,,
MESQUITA-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
MIGUEL PEREIRA-RJ,,,,,,,,,,RJ,,,,"543.835,20",,,,,,,,-,,,,,,"543.835,20",,,,,,,,,"2.988.756,99",,,,,,,,
MIRACEMA-RJ,,,,,,,,,,RJ,,,,"543.835,20",,,,,,,,-,,,,,,"543.835,20",,,,,,,,,"2.988.756,99",,,,,,,,
NATIVIDADE-RJ,,,,,,,,,,RJ,,,,"463.267,01",,,,,,,,-,,,,,,"463.267,01",,,,,,,,,"2.545.978,16",,,,,,,,
NILOPOLIS-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
NITEROI-RJ,,,,,,,,,,RJ,,,,"3.845.074,17",,,,,,,,"3.429.728,90",,,,,,"7.274.803,07",,,,,,,,,"37.849.855,81",,,,,,,,
NOVA FRIBURGO-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
NOVA IGUACU-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
PARACAMBI-RJ,,,,,,,,,,RJ,,,,"624.403,37",,,,,,,,-,,,,,,"624.403,37",,,,,,,,,"3.431.535,80",,,,,,,,
PARATI-RJ,,,,,,,,,,RJ,,,,"2.883.805,62",,,,,,,,"1.084.470,32",,,,,,"3.968.275,94",,,,,,,,,"31.048.255,13",,,,,,,,
PATY DO ALFERES-RJ,,,,,,,,,,RJ,,,,"543.835,20",,,,,,,,-,,,,,,"543.835,20",,,,,,,,,"2.988.756,99",,,,,,,,
PETROPOLIS-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
PINHEIRAL-RJ,,,,,,,,,,RJ,,,,"523.693,15",,,,,,,,-,,,,,,"523.693,15",,,,,,,,,"2.878.062,28",,,,,,,,
PIRAI-RJ,,,,,,,,,,RJ,,,,"543.835,20",,,,,,,,-,,,,,,"543.835,20",,,,,,,,,"2.988.756,99",,,,,,,,
PORCIUNCULA-RJ,,,,,,,,,,RJ,,,,"483.409,06",,,,,,,,-,,,,,,"483.409,06",,,,,,,,,"2.656.672,88",,,,,,,,
PORTO REAL-RJ,,,,,,,,,,RJ,,,,"483.409,06",,,,,,,,-,,,,,,"483.409,06",,,,,,,,,"2.656.672,88",,,,,,,,
QUATIS-RJ,,,,,,,,,,RJ,,,,"443.124,97",,,,,,,,-,,,,,,"443.124,97",,,,,,,,,"2.435.283,46",,,,,,,,
QUEIMADOS-RJ,,,,,,,,,,RJ,,,,"785.539,72",,,,,,,,-,,,,,,"785.539,72",,,,,,,,,"4.317.093,44",,,,,,,,
QUISSAMA-RJ,,,,,,,,,,RJ,,,,"2.499.298,20",,,,,,,,"4.582.566,04",,,,,,"7.081.864,24",,,,,,,,,"37.350.020,58",,,,,,,,
RESENDE-RJ,,,,,,,,,,RJ,,,,"765.397,68",,,,,,,,-,,,,,,"765.397,68",,,,,,,,,"4.206.398,75",,,,,,,,
RIO BONITO-RJ,,,,,,,,,,RJ,,,,"644.545,41",,,,,,,,-,,,,,,"644.545,41",,,,,,,,,"3.542.230,50",,,,,,,,
RIO CLARO-RJ,,,,,,,,,,RJ,,,,"483.409,06",,,,,,,,-,,,,,,"483.409,06",,,,,,,,,"2.656.672,88",,,,,,,,
RIO DAS FLORES-RJ,,,,,,,,,,RJ,,,,"402.840,88",,,,,,,,-,,,,,,"402.840,88",,,,,,,,,"2.213.894,03",,,,,,,,
RIO DAS OSTRAS-RJ,,,,,,,,,,RJ,,,,"3.556.693,61",,,,,,,,"10.987.250,53",,,,,,"14.543.944,14",,,,,,,,,"77.116.309,03",,,,,,,,
RIO DE JANEIRO-RJ,,,,,,,,,,RJ,,,,"5.556.366,82",,,,,,,,"1.724.732,64",,,,,,"7.281.099,46",,,,,,,,,"38.736.880,53",,,,,,,,
SANTA MARIA MADALENA-RJ,,,,,,,,,,RJ,,,,"422.982,92",,,,,,,,-,,,,,,"422.982,92",,,,,,,,,"2.324.588,77",,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,,,,,,RJ,,,,"624.403,37",,,,,,,,-,,,,,,"624.403,37",,,,,,,,,"3.431.535,80",,,,,,,,
SAO FIDELIS-RJ,,,,,,,,,,RJ,,,,"604.261,32",,,,,,,,-,,,,,,"604.261,32",,,,,,,,,"3.320.841,09",,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,,,,,,RJ,,,,"624.403,37",,,,,,,,-,,,,,,"624.403,37",,,,,,,,,"3.431.535,80",,,,,,,,
SAO GONCALO-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,"281.695,57",,,,,,"1.087.377,34",,,,,,,,,"5.775.045,64",,,,,,,,
SAO JOAO DA BARRA-RJ,,,,,,,,,,RJ,,,,"2.787.678,77",,,,,,,,"4.270.885,64",,,,,,"7.058.564,41",,,,,,,,,"41.406.941,11",,,,,,,,
SAO JOAO DE MERITI-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
SAO JOSE DE UBA-RJ,,,,,,,,,,RJ,,,,"402.840,88",,,,,,,,-,,,,,,"402.840,88",,,,,,,,,"2.213.894,03",,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,,,,,,RJ,,,,"523.693,15",,,,,,,,-,,,,,,"523.693,15",,,,,,,,,"2.878.062,28",,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,,,,,,RJ,,,,"725.113,60",,,,,,,,-,,,,,,"725.113,60",,,,,,,,,"3.985.009,35",,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,,,,,,RJ,,,,"402.840,88",,,,,,,,-,,,,,,"402.840,88",,,,,,,,,"2.213.894,03",,,,,,,,
SAQUAREMA-RJ,,,,,,,,,,RJ,,,,"704.971,55",,,,,,,,-,,,,,,"704.971,55",,,,,,,,,"3.874.314,63",,,,,,,,
SEROPEDICA-RJ,,,,,,,,,,RJ,,,,"704.971,55",,,,,,,,-,,,,,,"704.971,55",,,,,,,,,"3.874.314,63",,,,,,,,
SILVA JARDIM-RJ,,,,,,,,,,RJ,,,,"2.731.087,96",,,,,,,,-,,,,,,"2.731.087,96",,,,,,,,,"15.009.249,72",,,,,,,,
SUMIDOURO-RJ,,,,,,,,,,RJ,,,,"463.267,01",,,,,,,,-,,,,,,"463.267,01",,,,,,,,,"2.545.978,16",,,,,,,,
TANGUA-RJ,,,,,,,,,,RJ,,,,"563.977,23",,,,,,,,-,,,,,,"563.977,23",,,,,,,,,"3.099.451,68",,,,,,,,
TERESOPOLIS-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
TRAJANO DE MORAIS-RJ,,,,,,,,,,RJ,,,,"422.982,92",,,,,,,,-,,,,,,"422.982,92",,,,,,,,,"2.324.588,77",,,,,,,,
VALENCA-RJ,,,,,,,,,,RJ,,,,"684.829,51",,,,,,,,-,,,,,,"684.829,51",,,,,,,,,"3.763.619,90",,,,,,,,
VARRE-SAI-RJ,,,,,,,,,,RJ,,,,"402.840,88",,,,,,,,-,,,,,,"402.840,88",,,,,,,,,"2.213.894,03",,,,,,,,
VASSOURAS-RJ,,,,,,,,,,RJ,,,,"584.119,28",,,,,,,,-,,,,,,"584.119,28",,,,,,,,,"3.210.146,40",,,,,,,,
VOLTA REDONDA-RJ,,,,,,,,,,RJ,,,,"805.681,77",,,,,,,,-,,,,,,"805.681,77",,,,,,,,,"4.427.788,15",,,,,,,,
RIO DE JANEIRO  TOTAL,,,,,,,,,,,,,,"135.194.078,45",,,,,,,,"102.115.610,29",,,,,,"237.309.688,74",,,,,,,,,"1.309.845.056,57",,,,,,,,
ACARI-RN,,,,,,,,,,RN,,,,"4.249,33",,,,,,,,-,,,,,,"4.249,33",,,,,,,,,"22.217,04",,,,,,,,
ACU-RN,,,,,,,,,,RN,,,,"325.892,55",,,,,,,,"136.819,83",,,,,,"462.712,38",,,,,,,,,"2.243.673,13",,,,,,,,
AFONSO BEZERRA-RN,,,,,,,,,,RN,,,,"100.278,33",,,,,,,,"106,08",,,,,,"100.384,41",,,,,,,,,"501.663,92",,,,,,,,
AGUA NOVA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDRIA-RN,,,,,,,,,,RN,,,,"4.451,68",,,,,,,,-,,,,,,"4.451,68",,,,,,,,,"23.274,99",,,,,,,,
ALMINO AFONSO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
ALTO DO RODRIGUES-RN,,,,,,,,,,RN,,,,"1.975.327,51",,,,,,,,"150.731,91",,,,,,"2.126.059,42",,,,,,,,,"11.348.047,72",,,,,,,,
ANGICOS-RN,,,,,,,,,,RN,,,,"3.317,76",,,,,,,,"2.139,96",,,,,,"5.457,72",,,,,,,,,"28.539,23",,,,,,,,
ANTONIO MARTINS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
APODI-RN,,,,,,,,,,RN,,,,"289.429,80",,,,,,,,"159.528,84",,,,,,"448.958,64",,,,,,,,,"2.660.547,98",,,,,,,,
AREIA BRANCA-RN,,,,,,,,,,RN,,,,"550.820,49",,,,,,,,"376.030,41",,,,,,"926.850,90",,,,,,,,,"4.979.004,98",,,,,,,,
AUGUSTO SEVERO-RN,,,,,,,,,,RN,,,,"5.259,44",,,,,,,,"909,34",,,,,,"6.168,78",,,,,,,,,"31.767,29",,,,,,,,
BARAUNA-RN,,,,,,,,,,RN,,,,"5.463,43",,,,,,,,-,,,,,,"5.463,43",,,,,,,,,"28.564,76",,,,,,,,
CAICO-RN,,,,,,,,,,RN,,,,"6.677,52",,,,,,,,-,,,,,,"6.677,52",,,,,,,,,"34.912,50",,,,,,,,
CARAUBAS-RN,,,,,,,,,,RN,,,,"220.995,19",,,,,,,,"106.224,02",,,,,,"327.219,21",,,,,,,,,"1.567.826,84",,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
CARNAUBAIS-RN,,,,,,,,,,RN,,,,"233.763,12",,,,,,,,"90.969,78",,,,,,"324.732,90",,,,,,,,,"1.701.311,04",,,,,,,,
CERRO CORA-RN,,,,,,,,,,RN,,,,"4.249,33",,,,,,,,-,,,,,,"4.249,33",,,,,,,,,"22.217,04",,,,,,,,
CORONEL JOAO PESSOA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
CRUZETA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
CURRAIS NOVOS-RN,,,,,,,,,,RN,,,,"6.272,82",,,,,,,,-,,,,,,"6.272,82",,,,,,,,,"32.796,58",,,,,,,,
DOUTOR SEVERIANO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
ENCANTO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
EQUADOR-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
FELIPE GUERRA-RN,,,,,,,,,,RN,,,,"170.842,24",,,,,,,,"51.386,32",,,,,,"222.228,56",,,,,,,,,"1.115.572,43",,,,,,,,
FLORANIA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
FRANCISCO DANTAS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
FRUTUOSO GOMES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
GALINHOS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,"64.248,72",,,,,,"68.295,70",,,,,,,,,"326.739,67",,,,,,,,
GOIANINHA-RN,,,,,,,,,,RN,,,,"1.110.379,44",,,,,,,,-,,,,,,"1.110.379,44",,,,,,,,,"6.051.527,60",,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,,,,,,RN,,,,"236.266,19",,,,,,,,"113.550,69",,,,,,"349.816,88",,,,,,,,,"1.765.002,34",,,,,,,,
GROSSOS-RN,,,,,,,,,,RN,,,,"60.499,00",,,,,,,,"52.658,53",,,,,,"113.157,53",,,,,,,,,"583.329,46",,,,,,,,
GUAMARE-RN,,,,,,,,,,RN,,,,"1.783.930,03",,,,,,,,"665.557,29",,,,,,"2.449.487,32",,,,,,,,,"13.070.957,60",,,,,,,,
IELMO MARINHO-RN,,,,,,,,,,RN,,,,"1.110.379,44",,,,,,,,-,,,,,,"1.110.379,44",,,,,,,,,"6.051.634,67",,,,,,,,
IPANGUACU-RN,,,,,,,,,,RN,,,,"4.451,68",,,,,,,,-,,,,,,"4.451,68",,,,,,,,,"23.274,99",,,,,,,,
IPUEIRA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
ITAJA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
ITAU-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
JANDAIRA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
JANDUIS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
JARDIM DE PIRANHAS-RN,,,,,,,,,,RN,,,,"4.451,68",,,,,,,,-,,,,,,"4.451,68",,,,,,,,,"23.274,99",,,,,,,,
JARDIM DO SERIDO-RN,,,,,,,,,,RN,,,,"4.451,68",,,,,,,,-,,,,,,"4.451,68",,,,,,,,,"23.274,99",,,,,,,,
JOAO DIAS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
JOSE DA PENHA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
JUCURUTU-RN,,,,,,,,,,RN,,,,"4.856,38",,,,,,,,-,,,,,,"4.856,38",,,,,,,,,"25.390,91",,,,,,,,
LAGOA NOVA-RN,,,,,,,,,,RN,,,,"4.451,68",,,,,,,,-,,,,,,"4.451,68",,,,,,,,,"23.274,99",,,,,,,,
LUCRECIA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
LUIS GOMES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
MACAIBA-RN,,,,,,,,,,RN,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"330,88",,,,,,,,
MACAU-RN,,,,,,,,,,RN,,,,"2.061.836,68",,,,,,,,"642.365,93",,,,,,"2.704.202,61",,,,,,,,,"14.479.083,38",,,,,,,,
MAJOR SALES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
MARCELINO VIEIRA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
MARTINS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
MESSIAS TARGINO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
MOSSORO-RN,,,,,,,,,,RN,,,,"1.561.923,50",,,,,,,,"1.336.943,90",,,,,,"2.898.867,40",,,,,,,,,"14.279.121,99",,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
OURO BRANCO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
PARANA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
PARAU-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
PARELHAS-RN,,,,,,,,,,RN,,,,"5.261,08",,,,,,,,-,,,,,,"5.261,08",,,,,,,,,"27.506,81",,,,,,,,
PATU-RN,,,,,,,,,,RN,,,,"4.249,33",,,,,,,,-,,,,,,"4.249,33",,,,,,,,,"22.217,04",,,,,,,,
PAU DOS FERROS-RN,,,,,,,,,,RN,,,,"5.463,43",,,,,,,,-,,,,,,"5.463,43",,,,,,,,,"28.564,76",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO AVELINO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
PENDENCIAS-RN,,,,,,,,,,RN,,,,"1.951.453,83",,,,,,,,"168.869,48",,,,,,"2.120.323,31",,,,,,,,,"11.356.465,75",,,,,,,,
PILOES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
