FELIZ DESERTO-AL,,,,,,,,,AL,,,,"17.444,51",,,,,,,,,"24.378,71",,,,,,"41.823,22",,,,,,,,,"212.299,83",,,,,,,
FLEXEIRAS-AL,,,,,,,,,AL,,,,"530,47",,,,,,,,,-,,,,,,"530,47",,,,,,,,,"2.607,70",,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,,,"554,58",,,,,,,,,-,,,,,,"554,58",,,,,,,,,"2.829,65",,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,,,"626,92",,,,,,,,,-,,,,,,"626,92",,,,,,,,,"3.198,74",,,,,,,
JACUIPE-AL,,,,,,,,,AL,,,,"482,25",,,,,,,,,-,,,,,,"482,25",,,,,,,,,"2.460,57",,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,,,"482,25",,,,,,,,,-,,,,,,"482,25",,,,,,,,,"2.460,57",,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,,,"530,47",,,,,,,,,-,,,,,,"530,47",,,,,,,,,"4.994,01",,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,,,"626,92",,,,,,,,,-,,,,,,"626,92",,,,,,,,,"3.198,74",,,,,,,
JUNDIA-AL,,,,,,,,,AL,,,,"482,25",,,,,,,,,-,,,,,,"482,25",,,,,,,,,"2.460,57",,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,,,"626,92",,,,,,,,,-,,,,,,"626,92",,,,,,,,,"3.297,66",,,,,,,
MACEIO-AL,,,,,,,,,AL,,,,"97.079,87",,,,,,,,,"25.838,35",,,,,,"122.918,22",,,,,,,,,"519.154,21",,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,,,"675,15",,,,,,,,,-,,,,,,"675,15",,,,,,,,,"3.345,89",,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,,"131.125,89",,,,,,,,,"96.902,62",,,,,,"228.028,51",,,,,,,,,"939.966,56",,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,,"626,92",,,,,,,,,-,,,,,,"626,92",,,,,,,,,"3.297,66",,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,,"554,58",,,,,,,,,-,,,,,,"554,58",,,,,,,,,"2.829,65",,,,,,,
MURICI-AL,,,,,,,,,AL,,,,"651,03",,,,,,,,,-,,,,,,"651,03",,,,,,,,,"3.321,77",,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,,"530,47",,,,,,,,,-,,,,,,"530,47",,,,,,,,,"2.607,70",,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,,"506,36",,,,,,,,,"10.842,38",,,,,,"11.348,74",,,,,,,,,"44.678,13",,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,,"554,58",,,,,,,,,-,,,,,,"554,58",,,,,,,,,"2.730,73",,,,,,,
PENEDO-AL,,,,,,,,,AL,,,,"795,71",,,,,,,,,-,,,,,,"795,71",,,,,,,,,"4.059,94",,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,,"578,70",,,,,,,,,-,,,,,,"578,70",,,,,,,,,"2.952,68",,,,,,,
PILAR-AL,,,,,,,,,AL,,,,"89.664,96",,,,,,,,,"57.382,87",,,,,,"147.047,83",,,,,,,,,"723.535,05",,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,,"482,25",,,,,,,,,-,,,,,,"482,25",,,,,,,,,"2.460,57",,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,,"651,03",,,,,,,,,-,,,,,,"651,03",,,,,,,,,"3.321,77",,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,,"482,25",,,,,,,,,-,,,,,,"482,25",,,,,,,,,"2.559,48",,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,,"602,81",,,,,,,,,-,,,,,,"602,81",,,,,,,,,"2.976,79",,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,,"14.457,39",,,,,,,,,"8.796,23",,,,,,"23.253,62",,,,,,,,,"89.464,78",,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,,"82.792,79",,,,,,,,,"997,61",,,,,,"83.790,40",,,,,,,,,"365.332,27",,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,,"82.113,60",,,,,,,,,"392,79",,,,,,"82.506,39",,,,,,,,,"357.636,48",,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,,"506,36",,,,,,,,,-,,,,,,"506,36",,,,,,,,,"2.583,59",,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,,"626,92",,,,,,,,,-,,,,,,"626,92",,,,,,,,,"3.198,74",,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,,"699,26",,,,,,,,,-,,,,,,"699,26",,,,,,,,,"3.468,90",,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,,"322.021,55",,,,,,,,,"215.987,57",,,,,,"538.009,12",,,,,,,,,"2.340.725,69",,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,,"482,25",,,,,,,,,-,,,,,,"482,25",,,,,,,,,"2.460,57",,,,,,,
SATUBA-AL,,,,,,,,,AL,,,,"21.704,98",,,,,,,,,"13.642,01",,,,,,"35.346,99",,,,,,,,,"142.835,56",,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,,"747,48",,,,,,,,,-,,,,,,"747,48",,,,,,,,,"3.813,89",,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,,"795,71",,,,,,,,,-,,,,,,"795,71",,,,,,,,,"4.059,94",,,,,,,
VICOSA-AL,,,,,,,,,AL,,,,"651,03",,,,,,,,,-,,,,,,"651,03",,,,,,,,,"3.321,77",,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,,"2.776.160,70",,,,,,,,,"516.064,05",,,,,,"3.292.224,75",,,,,,,,,"14.276.015,67",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
ANORI-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
BERURI-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
COARI-AM,,,,,,,,,AM,,,,"2.557.245,74",,,,,,,,,"2.534.117,87",,,,,,"5.091.363,61",,,,,,,,,"21.386.212,38",,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,,-,,,,,,,,,"3.512,92",,,,,,"3.512,92",,,,,,,,,"15.673,09",,,,,,,
MANAUS-AM,,,,,,,,,AM,,,,"1.781.337,94",,,,,,,,,"112.407,61",,,,,,"1.893.745,55",,,,,,,,,"8.163.437,09",,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
SILVES-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
TEFE-AM,,,,,,,,,AM,,,,-,,,,,,,,,-,,,,,,-,,,,,,,,,"1.130.337,42",,,,,,,
URUCARA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,,"4.338.583,68",,,,,,,,,"2.753.424,52",,,,,,"7.092.008,20",,,,,,,,,"31.175.565,42",,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
MACAPA-AP,,,,,,,,,AP,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,,-,,,,,,,,,"9.145,40",,,,,,"9.145,40",,,,,,,,,"42.874,10",,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,,-,,,,,,,,,"27.436,20",,,,,,"27.436,20",,,,,,,,,"128.622,30",,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.757,27",,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.757,27",,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.757,27",,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,,"505.934,55",,,,,,,,,"295.609,69",,,,,,"801.544,24",,,,,,,,,"3.495.761,80",,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.195,45",,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.998,31",,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.402,29",,,,,,,
ANAGE-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.161,27",,,,,,,
ANTAS-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"4.964,10",,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.525,92",,,,,,,
APORA-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"4.964,10",,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
ARACAS-BA,,,,,,,,,BA,,,,"320.339,68",,,,,,,,,"165.173,89",,,,,,"485.513,57",,,,,,,,,"2.164.208,11",,,,,,,
ARACI-BA,,,,,,,,,BA,,,,"784,29",,,,,,,,,-,,,,,,"784,29",,,,,,,,,"6.618,82",,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,,"843,11",,,,,,,,,"137,93",,,,,,"981,04",,,,,,,,,"6.701,83",,,,,,,
ARATACA-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.343,60",,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,,"539,20",,,,,,,,,-,,,,,,"539,20",,,,,,,,,"4.732,76",,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
BANZAE-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.343,60",,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.998,31",,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.574,94",,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"4.781,77",,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.574,94",,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.939,60",,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"4.964,10",,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.343,60",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.574,94",,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,,"612,72",,,,,,,,,-,,,,,,"612,72",,,,,,,,,"5.170,94",,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.343,60",,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"4.964,10",,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.998,31",,,,,,,
CAEM-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.343,60",,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,,"539,20",,,,,,,,,-,,,,,,"539,20",,,,,,,,,"4.550,43",,,,,,,
CAIRU-BA,,,,,,,,,BA,,,,"18.984,11",,,,,,,,,"182.696,88",,,,,,"201.680,99",,,,,,,,,"1.764.227,54",,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,,"686,25",,,,,,,,,-,,,,,,"686,25",,,,,,,,,"5.791,46",,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,,"1.219,06",,,,,,,,,"100,25",,,,,,"1.319,31",,,,,,,,,"10.237,05",,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.998,31",,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.998,31",,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,,"235.375,24",,,,,,,,,"351.791,57",,,,,,"587.166,81",,,,,,,,,"2.639.301,52",,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.998,31",,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.757,27",,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.525,92",,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,,"158.737,32",,,,,,,,,"50.169,22",,,,,,"208.906,54",,,,,,,,,"860.201,98",,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
CATU-BA,,,,,,,,,BA,,,,"221.666,96",,,,,,,,,"117.530,77",,,,,,"339.197,73",,,,,,,,,"1.473.513,69",,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,,"710,76",,,,,,,,,-,,,,,,"710,76",,,,,,,,,"5.815,97",,,,,,,
CIPO-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.757,27",,,,,,,
COARACI-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.195,45",,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"4.964,10",,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,,"808,80",,,,,,,,,-,,,,,,"808,80",,,,,,,,,"6.825,65",,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,,"686,25",,,,,,,,,-,,,,,,"686,25",,,,,,,,,"5.609,13",,,,,,,
CONDE-BA,,,,,,,,,BA,,,,"3.674,14",,,,,,,,,"1.958,81",,,,,,"5.632,95",,,,,,,,,"23.757,18",,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"5.146,43",,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.195,45",,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,,"808,80",,,,,,,,,-,,,,,,"808,80",,,,,,,,,"6.643,33",,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,,"539,20",,,,,,,,,-,,,,,,"539,20",,,,,,,,,"4.550,43",,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,,"833,31",,,,,,,,,-,,,,,,"833,31",,,,,,,,,"6.667,84",,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,,"330.709,21",,,,,,,,,"213.085,14",,,,,,"543.794,35",,,,,,,,,"2.275.059,45",,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,,"664.817,98",,,,,,,,,"458.687,33",,,,,,"1.123.505,31",,,,,,,,,"4.764.947,70",,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,,"808,80",,,,,,,,,-,,,,,,"808,80",,,,,,,,,"6.825,65",,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,,"906,83",,,,,,,,,-,,,,,,"906,83",,,,,,,,,"7.470,68",,,,,,,
FATIMA-BA,,,,,,,,,BA,,,,"588,21",,,,,,,,,-,,,,,,"588,21",,,,,,,,,"5.146,43",,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,,"980,36",,,,,,,,,-,,,,,,"980,36",,,,,,,,,"8.273,53",,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,,"514,69",,,,,,,,,-,,,,,,"514,69",,,,,,,,,"4.343,60",,,,,,,
GANDU-BA,,,,,,,,,BA,,,,"686,25",,,,,,,,,-,,,,,,"686,25",,,,,,,,,"5.791,46",,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
GLORIA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.574,94",,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,,"612,72",,,,,,,,,-,,,,,,"612,72",,,,,,,,,"5.170,94",,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,,"539,20",,,,,,,,,-,,,,,,"539,20",,,,,,,,,"4.732,76",,,,,,,
IACU-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
IBICUI-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.757,27",,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,,"637,23",,,,,,,,,-,,,,,,"637,23",,,,,,,,,"5.377,78",,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,,"612,72",,,,,,,,,-,,,,,,"612,72",,,,,,,,,"5.353,27",,,,,,,
ICHU-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,,"539,20",,,,,,,,,-,,,,,,"539,20",,,,,,,,,"4.550,43",,,,,,,
IGUAI-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,,"980,36",,,,,,,,,-,,,,,,"980,36",,,,,,,,,"8.273,53",,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,,"1.067,79",,,,,,,,,"169,58",,,,,,"1.237,37",,,,,,,,,"12.355,31",,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,,"563,71",,,,,,,,,-,,,,,,"563,71",,,,,,,,,"4.939,60",,,,,,,
IPIAU-BA,,,,,,,,,BA,,,,"759,78",,,,,,,,,-,,,,,,"759,78",,,,,,,,,"6.411,98",,,,,,,
IPIRA-BA,,,,,,,,,BA,,,,"808,80",,,,,,,,,-,,,,,,"808,80",,,,,,,,,"6.825,65",,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,,,"490,18",,,,,,,,,-,,,,,,"490,18",,,,,,,,,"4.136,76",,,,,,,
IRARA-BA,,,,,,,,,BA,,,,"661,74",,,,,,,,,-,,,,,,"661,74",,,,,,,,,"5.584,62",,,,,,,
